,id,profit,profit_percent,bars,profit_percent_per_bar,stock_id,sell_reason
0,sh600000-1,-793.47,-15.85,14,-1.13,sh600000,
1,sh600000-2,-592.19,-12.98,5,-2.6,sh600000,
2,sh600000-3,15826.63,367.45,70,5.25,sh600000,
3,sh600000-4,-2001.43,-16.11,44,-0.37,sh600000,
4,sh600000-5,-1601.66,-14.23,24,-0.59,sh600000,
5,sh600000-6,-2410.41,-22.96,16,-1.44,sh600000,
6,sh600000-7,6655.49,72.23,58,1.25,sh600000,
7,sh600000-8,-1077.45,-8.57,33,-0.26,sh600000,
8,sh600000-9,-877.97,-7.34,28,-0.26,sh600000,
9,sh600004-10,-543.3,-10.84,5,-2.17,sh600004,
10,sh600004-11,6842.72,144.55,38,3.8,sh600004,
11,sh600004-12,-647.6,-7.95,18,-0.44,sh600004,
12,sh600004-13,-396.66,-5.05,2,-2.52,sh600004,
13,sh600004-14,-621.77,-8.15,23,-0.35,sh600004,
14,sh600004-15,-265.84,-3.63,15,-0.24,sh600004,
15,sh600004-16,9922.59,138.12,57,2.42,sh600004,
16,sh600004-17,4564.21,37.6,83,0.45,sh600004,
17,sh600004-18,-594.24,-4.14,36,-0.11,sh600004,
18,sh600006-20,8518.14,170.36,46,3.7,sh600006,
19,sh600006-21,714.35,7.67,36,0.21,sh600006,
20,sh600006-22,-741.63,-7.69,5,-1.54,sh600006,
21,sh600006-23,14657.44,144.12,46,3.13,sh600006,
22,sh600006-24,-3450.47,-20.93,20,-1.05,sh600006,
23,sh600006-25,7441.26,50.01,13,3.85,sh600006,
24,sh600007-26,-403.69,-8.17,7,-1.17,sh600007,
25,sh600007-27,14659.68,305.53,58,5.27,sh600007,
26,sh600007-28,-2440.08,-20.05,24,-0.84,sh600007,
27,sh600007-29,-946.34,-8.6,6,-1.43,sh600007,
28,sh600007-30,-75.41,-0.72,53,-0.01,sh600007,
29,sh600007-31,-463.02,-4.44,2,-2.22,sh600007,
30,sh600007-32,-1033.85,-9.98,4,-2.5,sh600007,
31,sh600007-33,-687.07,-7.09,2,-3.54,sh600007,
32,sh600007-34,3553.24,38.08,42,0.91,sh600007,
33,sh600007-35,-1848.23,-16.75,6,-2.79,sh600007,
34,sh600007-36,-670.2,-6.66,30,-0.22,sh600007,
35,sh600007-37,-515.04,-5.24,25,-0.21,sh600007,
36,sh600007-38,-1237.91,-13.02,29,-0.45,sh600007,
37,sh600007-39,-2142.78,-23.89,15,-1.59,sh600007,
38,sh600008-40,-689.28,-13.75,18,-0.76,sh600008,
39,sh600008-41,8794.97,188.92,82,2.3,sh600008,
40,sh600008-42,-449.6,-4.87,26,-0.19,sh600008,
41,sh600008-43,-1257.07,-14.28,4,-3.57,sh600008,
42,sh600008-44,-801.34,-9.57,27,-0.35,sh600008,
43,sh600008-45,5801.55,74.31,33,2.25,sh600008,
44,sh600008-46,334.67,3.13,42,0.07,sh600008,
45,sh600009-47,-524.57,-10.49,9,-1.17,sh600009,
46,sh600009-48,4819.86,102.27,115,0.89,sh600009,
47,sh600009-49,11858.51,164.52,52,3.16,sh600009,
48,sh600009-50,-2619.62,-20.0,18,-1.11,sh600009,
49,sh600009-51,-1402.26,-11.87,20,-0.59,sh600009,
50,sh600009-52,-272.8,-2.43,24,-0.1,sh600009,
51,sh600009-53,10574.39,96.06,39,2.46,sh600009,
52,sh600009-54,-789.6,-4.85,8,-0.61,sh600009,
53,sh600009-55,12580.14,79.04,74,1.07,sh600009,
54,sh600009-56,3146.13,14.21,49,0.29,sh600009,
55,sh600010-58,-523.22,-10.46,16,-0.65,sh600010,
56,sh600010-59,-502.88,-10.55,7,-1.51,sh600010,
57,sh600010-60,9915.9,220.99,64,3.45,sh600010,
58,sh600010-61,-1230.12,-13.02,32,-0.41,sh600010,
59,sh600010-62,-792.58,-8.98,2,-4.49,sh600010,
60,sh600010-63,11979.89,142.91,35,4.08,sh600010,
61,sh600010-64,-570.08,-3.94,30,-0.13,sh600010,
62,sh600010-65,11209.24,79.81,27,2.96,sh600010,
63,sh600011-66,1486.54,29.41,64,0.46,sh600011,
64,sh600011-67,-1116.24,-19.05,3,-6.35,sh600011,
