date,open,high,low,close,volume,turnover,pre-close,changeamount,change
2022-03-17,217.5,230.0,183.02,185.82,17126791.0,0.7086649969713688,217.5,-31.68,-0.1457
2022-03-18,188.89,193.99,178.99,185.02,9793039.0,0.4052121587328003,185.82,-0.79,-0.0043
2022-03-21,181.0,199.66,178.0,190.5,9041282.0,0.374106280688968,185.03,5.47,0.0296
2022-03-22,189.66,198.87,185.2,186.14,6785087.0,0.2807504136826025,190.5,-4.36,-0.0229
2022-03-23,188.01,188.83,178.79,179.34,4969895.0,0.2056421792689022,186.14,-6.79,-0.0365
2022-03-24,180.43,187.29,178.39,184.79,4785728.0,0.198021796297146,179.35,5.45,0.0304
2022-03-25,184.99,186.79,177.2,177.2,3899814.0,0.1613648275674585,184.8,-7.59,-0.0411
2022-03-28,169.99,172.49,161.07,161.98,5229579.0,0.2163872722097521,177.21,-15.22,-0.0859
