date,open,high,low,close,volume,turnover,pre-close,changeamount,change
2017-01-25,11.64,13.97,11.64,13.97,5701.0,0.0003167222222222,11.64,2.33,0.2002
2017-01-26,15.37,15.37,15.37,15.37,3804.0,0.0002113333333333,13.97,1.4,0.1002
2017-02-03,16.91,16.91,16.91,16.91,1500.0,8.333333333333333e-05,15.37,1.54,0.1002
2017-02-06,18.6,18.6,18.6,18.6,5300.0,0.0002944444444444,16.91,1.69,0.0999
2017-02-07,20.46,20.46,20.46,20.46,4400.0,0.0002444444444444,18.6,1.86,0.1
2017-02-08,22.51,22.51,22.51,22.51,9000.0,0.0005,20.46,2.05,0.1002
2017-02-09,24.76,24.76,24.76,24.76,3400.0,0.0001888888888888,22.51,2.25,0.1
2017-02-10,27.24,27.24,27.24,27.24,7500.0,0.0004166666666666,24.76,2.48,0.1002
2017-02-13,29.96,29.96,29.96,29.96,21100.0,0.0011722222222222,27.24,2.72,0.0999
2017-02-14,32.96,32.96,32.96,32.96,38200.0,0.0021222222222222,29.96,3.0,0.1001
2017-02-15,36.26,36.26,36.26,36.26,17300.0,0.0009611111111111,32.96,3.3,0.1001
2017-02-16,39.89,39.89,39.89,39.89,13300.0,0.0007388888888888,36.26,3.63,0.1001
2017-02-17,43.88,43.88,43.88,43.88,38194.0,0.0021218888888888,39.89,3.99,0.1
2017-02-20,48.27,48.27,48.27,48.27,1776039.0,0.0986688333333333,43.88,4.39,0.1
2017-02-21,49.99,53.1,49.1,53.1,12338684.0,0.6854824444444444,48.27,4.83,0.1001
2017-02-22,50.68,51.96,49.51,51.3,9498397.0,0.5276887222222222,53.1,-1.8,-0.0339
2017-02-23,51.3,53.37,50.56,52.61,7675293.0,0.4264051666666666,51.3,1.31,0.0255
2017-02-24,52.06,54.5,51.06,52.18,6465927.0,0.3592181666666666,52.61,-0.43,-0.0082
2017-02-27,51.5,53.03,51.01,53.02,5248692.0,0.291594,52.18,0.84,0.0161
2017-02-28,52.77,52.87,51.42,52.6,3888357.0,0.2160198333333333,53.02,-0.42,-0.0079
2017-03-01,51.86,55.79,51.84,51.94,5945247.0,0.3302915,52.6,-0.65,-0.0124
2017-03-02,51.26,52.98,50.5,51.71,4158519.0,0.2310288333333333,51.95,-0.24,-0.0046
2017-03-03,51.71,52.29,51.15,51.85,2786616.0,0.154812,51.71,0.14,0.0027
2017-03-06,52.47,54.59,52.01,53.7,4682126.0,0.2601181111111111,51.85,1.85,0.0357
2017-03-07,53.79,57.31,53.5,56.28,6177256.0,0.3431808888888888,53.7,2.59,0.0482
2017-03-08,55.58,56.26,54.35,55.1,4663784.0,0.2590991111111111,56.29,-1.19,-0.0211
2017-03-09,55.58,56.29,53.8,54.1,3592432.0,0.1995795555555555,55.1,-1.0,-0.0181
2017-03-10,53.53,54.51,53.5,53.96,2393175.0,0.1329541666666666,54.1,-0.14,-0.0026
2017-03-13,54.0,58.5,53.63,56.82,5621718.0,0.3123176666666666,53.96,2.86,0.053
2017-03-14,56.5,59.0,56.1,57.06,5564227.0,0.3091237222222222,56.82,0.24,0.0042
2017-03-15,56.0,60.69,55.78,59.25,5989313.0,0.3327396111111111,57.06,2.19,0.0384
2017-03-16,58.7,63.5,58.01,62.36,5908240.0,0.3282355555555555,59.25,3.11,0.0525
2017-03-17,61.8,63.96,57.33,57.8,7663185.0,0.4257325,62.36,-4.56,-0.0731
2017-03-20,58.3,60.37,56.91,60.08,4634637.0,0.2574798333333333,57.8,2.28,0.0394
2017-03-21,59.8,60.98,59.52,60.7,3616385.0,0.2009102777777777,60.08,0.62,0.0103
2017-03-22,59.86,62.28,59.31,61.41,3617016.0,0.2009453333333333,60.7,0.71,0.0117
2017-03-23,61.27,63.59,59.48,62.0,5074512.0,0.2819173333333333,61.41,0.59,0.0096
2017-03-24,61.5,62.87,60.5,62.73,3066809.0,0.1703782777777777,62.0,0.73,0.0118
2017-03-27,62.74,64.5,62.06,63.2,2596099.0,0.1442277222222222,62.73,0.47,0.0075
2017-03-28,62.68,65.73,62.5,65.21,4072509.0,0.2262505,63.2,2.01,0.0318
2017-03-29,64.31,65.04,58.69,58.69,4630009.0,0.2572227222222222,65.21,-6.52,-0.1
2017-03-30,57.1,58.79,55.55,56.55,3027940.0,0.1682188888888889,58.69,-2.14,-0.0365
2017-03-31,56.01,57.74,51.99,52.29,2926017.0,0.1625565,56.55,-4.25,-0.0752
2017-04-05,51.49,56.97,50.74,55.8,2820059.0,0.1566699444444444,52.3,3.51,0.0671
2017-04-06,55.51,56.54,54.7,55.41,1407800.0,0.0782111111111111,55.81,-0.39,-0.007
2017-04-07,55.29,55.79,52.76,52.91,1608078.0,0.0893376666666666,55.42,-2.5,-0.0451
2017-04-10,51.17,51.98,47.69,47.9,2153743.0,0.1196523888888888,52.92,-5.01,-0.0947
2017-04-11,47.79,49.78,47.38,49.62,1413680.0,0.0785377777777777,47.91,1.72,0.0359
2017-04-12,49.53,49.53,47.56,47.57,1114780.0,0.0619322222222222,49.63,-2.05,-0.0413
2017-04-13,47.56,49.15,47.55,48.69,1123594.0,0.0624218888888888,47.58,1.12,0.0235
2017-04-14,48.15,48.46,47.29,47.71,888751.0,0.0493750555555555,48.7,-0.98,-0.0201
2017-04-17,44.99,45.72,43.34,44.27,1203442.0,0.0668578888888888,47.72,-3.44,-0.0721
2017-04-18,44.56,44.77,42.79,42.99,751925.0,0.0417736111111111,44.28,-1.28,-0.0289
2017-04-19,42.23,44.56,42.01,44.39,893167.0,0.0496203888888888,43.0,1.4,0.0326
2017-04-20,44.47,44.68,42.09,43.14,807172.0,0.0448428888888888,44.4,-1.25,-0.0282
2017-04-21,43.14,43.58,42.29,42.49,565225.0,0.0314013888888888,43.15,-0.65,-0.0151
2017-04-24,42.19,42.39,40.04,40.61,670074.0,0.0372263333333333,42.5,-1.88,-0.0442
2017-04-25,41.24,41.93,40.8,40.99,626900.0,0.0348277777777777,40.62,0.38,0.0094
2017-04-26,41.01,42.87,41.01,42.49,816698.0,0.0453721111111111,41.0,1.5,0.0366
2017-04-27,42.5,44.72,41.21,44.3,1224474.0,0.0680263333333333,42.5,1.8,0.0424
2017-04-28,44.1,44.59,43.78,44.01,739500.0,0.0410833333333333,44.3,-0.29,-0.0065
2017-05-02,44.0,44.25,43.25,44.01,541400.0,0.0300777777777777,44.01,0.0,0.0
2017-05-03,43.65,44.7,43.37,44.17,724748.0,0.0402637777777777,44.01,0.16,0.0036
2017-05-04,44.17,44.49,43.11,43.49,754425.0,0.0419125,44.17,-0.67,-0.0152
2017-05-05,43.32,45.19,43.21,44.24,1391947.0,0.0773303888888888,43.5,0.75,0.0172
2017-05-08,44.39,44.59,42.01,42.09,811900.0,0.0451055555555555,44.25,-2.15,-0.0486
2017-05-09,41.67,43.58,41.39,43.37,593384.0,0.0329657777777777,42.1,1.28,0.0304
2017-05-10,43.36,45.27,42.4,43.04,1137505.0,0.0631947222222222,43.38,-0.33,-0.0076
2017-05-11,42.69,44.08,41.07,44.05,862174.0,0.0478985555555555,43.05,1.01,0.0235
2017-05-12,44.18,44.99,43.9,44.46,894078.0,0.049671,44.06,0.4,0.0091
2017-05-15,44.46,45.18,43.65,43.9,598380.0,0.0332433333333333,44.46,-0.56,-0.0126
2017-05-16,44.01,45.47,43.02,45.43,1024801.0,0.0569333888888888,43.9,1.53,0.0349
2017-05-17,45.1,46.96,45.1,46.14,1185500.0,0.0658611111111111,45.43,0.72,0.0158
2017-05-18,45.42,47.19,45.35,47.09,1008069.0,0.0560038333333333,46.15,0.94,0.0204
2017-05-19,47.2,47.24,45.83,46.08,669584.0,0.0371991111111111,47.09,-1.01,-0.0214
2017-05-22,46.08,46.6,41.63,42.18,929347.0,0.0516303888888888,46.08,-3.9,-0.0846
2017-05-23,42.02,42.64,37.96,37.96,1197900.0,0.06655,42.18,-4.22,-0.1
2017-05-24,37.0,39.0,36.03,38.75,665880.0,0.0369933333333333,37.96,0.79,0.0208
2017-05-25,38.3,38.76,36.05,37.8,962384.0,0.0534657777777777,38.75,-0.95,-0.0245
2017-05-26,37.55,38.5,37.1,37.81,624180.0,0.0346766666666666,37.8,0.01,0.0003
2017-05-31,39.01,39.8,37.5,37.59,774800.0,0.0430444444444444,37.81,-0.22,-0.0058
2017-06-01,37.45,37.61,33.84,33.84,843400.0,0.0468555555555555,37.59,-3.76,-0.1
2017-06-02,33.93,35.59,33.51,35.14,824243.0,0.0457912777777777,33.83,1.31,0.0387
2017-06-05,35.89,36.45,35.25,35.95,695083.0,0.0386157222222222,35.14,0.8,0.0228
2017-06-06,35.88,36.21,35.42,36.11,508900.0,0.0282722222222222,35.94,0.16,0.0045
2017-06-07,36.25,37.86,36.21,37.62,700364.0,0.0389091111111111,36.1,1.51,0.0418
2017-06-08,37.26,38.41,36.88,37.42,699584.0,0.0388657777777777,37.61,-0.19,-0.0051
2017-06-09,37.3,37.57,36.5,37.56,471589.0,0.0261993888888888,37.42,0.14,0.0037
2017-06-12,36.85,36.94,34.75,34.91,729505.0,0.0405280555555555,37.56,-2.65,-0.0706
2017-06-13,34.7,36.53,34.7,36.52,621305.0,0.0345169444444444,34.91,1.61,0.0461
2017-06-14,36.61,37.3,35.93,37.19,652700.0,0.0362611111111111,36.52,0.67,0.0183
2017-06-15,37.18,40.91,37.17,39.19,1592758.0,0.0884865555555555,37.19,2.0,0.0538
2017-06-16,39.68,40.0,38.0,38.01,993775.0,0.0552097222222222,39.19,-1.18,-0.0301
2017-06-19,37.63,38.69,37.63,38.29,475312.0,0.0264062222222222,38.01,0.28,0.0074
2017-06-20,38.67,39.28,37.49,37.62,545274.0,0.030293,38.29,-0.67,-0.0175
2017-06-21,37.88,38.6,37.22,37.95,529712.0,0.0294284444444444,37.62,0.33,0.0088
2017-06-22,37.96,38.56,34.16,35.82,724012.0,0.0402228888888888,37.95,-2.13,-0.0561
2017-06-23,36.06,36.9,35.35,36.79,712790.0,0.0395994444444444,35.82,0.97,0.0271
2017-06-26,36.44,37.44,36.09,37.03,571600.0,0.0317555555555555,36.79,0.23,0.0063
2017-06-27,37.23,37.38,36.61,36.64,541600.0,0.0300888888888888,36.62,-0.38,-0.0104
2017-06-28,36.52,36.65,35.4,35.68,763300.0,0.0424055555555555,36.24,-0.95,-0.0262
2017-06-29,35.66,36.4,35.57,35.87,408600.0,0.0227,35.29,0.19,0.0054
2017-06-30,35.92,36.7,35.81,36.41,635505.0,0.0353058333333333,35.48,0.53,0.0149
2017-07-03,36.76,37.2,36.44,36.91,536400.0,0.0298,36.01,0.5,0.0139
2017-07-04,37.09,37.39,36.24,36.43,526910.0,0.0292727777777777,36.51,-0.48,-0.0131
2017-07-05,36.6,37.68,36.46,37.42,863189.0,0.0479549444444444,36.03,0.98,0.0272
2017-07-06,37.23,38.32,37.23,38.05,984079.0,0.0546710555555555,37.01,0.62,0.0168
2017-07-07,38.63,40.32,38.07,39.13,1645615.0,0.0914230555555555,37.63,1.07,0.0284
2017-07-10,38.18,38.95,36.79,36.9,1209400.0,0.0671888888888889,38.7,-2.21,-0.0571
2017-07-11,36.51,37.21,36.0,36.12,798290.0,0.0443494444444444,36.49,-0.77,-0.0211
2017-07-12,36.12,36.39,35.29,36.36,661700.0,0.0367611111111111,35.72,0.24,0.0067
2017-07-13,36.36,36.52,35.76,36.11,566300.0,0.0314611111111111,35.96,-0.25,-0.007
2017-07-14,35.83,35.83,34.58,34.6,640100.0,0.0355611111111111,35.71,-1.49,-0.0417
2017-07-17,34.61,34.61,31.14,31.14,777200.0,0.0431777777777777,34.22,-3.42,-0.0999
2017-07-18,30.33,31.66,29.63,31.03,666947.0,0.0370526111111111,30.8,-0.11,-0.0036
2017-07-19,29.83,31.27,29.83,31.03,429900.0,0.0238833333333333,30.69,0.0,0.0
2017-07-20,30.84,32.34,30.74,30.8,630600.0,0.0350333333333333,30.69,-0.23,-0.0075
2017-07-21,30.74,31.23,30.26,30.26,443000.0,0.0246111111111111,30.46,-0.53,-0.0174
2017-07-24,29.69,30.93,29.62,30.53,570900.0,0.0317166666666666,29.93,0.27,0.009
2017-07-25,30.54,30.72,30.03,30.46,372174.0,0.0206763333333333,30.2,-0.08,-0.0026
2017-07-26,30.44,30.73,29.78,30.32,324400.0,0.0180222222222222,30.12,-0.14,-0.0046
2017-07-27,30.06,31.73,29.88,31.51,757222.0,0.0420678888888888,29.98,1.18,0.0394
2017-07-28,31.53,31.53,30.36,30.54,602600.0,0.0334777777777777,31.16,-0.96,-0.0308
2017-07-31,30.58,30.89,30.25,30.43,330801.0,0.0183778333333333,30.2,-0.11,-0.0036
2017-08-01,30.64,30.84,30.26,30.7,310700.0,0.0172611111111111,30.09,0.27,0.009
2017-08-02,30.92,30.92,29.65,29.99,418621.0,0.0232567222222222,30.36,-0.7,-0.0231
2017-08-03,29.99,30.99,29.83,30.65,575200.0,0.0319555555555555,29.66,0.65,0.0219
2017-08-04,30.51,30.76,30.13,30.29,446100.0,0.0247833333333333,30.31,-0.36,-0.0119
2017-08-07,30.19,30.7,30.19,30.59,251300.0,0.0139611111111111,29.95,0.3,0.01
2017-08-08,30.59,30.59,29.99,30.46,398200.0,0.0221222222222222,30.25,-0.13,-0.0043
2017-08-09,30.52,30.6,30.23,30.34,237600.0,0.0132,30.12,-0.11,-0.0037
2017-08-10,30.28,30.42,29.42,29.59,400400.0,0.0222444444444444,30.01,-0.75,-0.025
2017-08-11,29.57,29.57,29.02,29.12,398900.0,0.0221611111111111,29.26,-0.46,-0.0157
2017-08-14,28.93,29.86,28.93,29.84,359000.0,0.0199444444444444,28.8,0.71,0.0247
2017-08-15,30.12,31.06,30.12,30.54,867821.0,0.0482122777777777,29.51,0.69,0.0234
2017-08-16,30.54,31.53,30.36,31.23,705600.0,0.0392,30.2,0.68,0.0225
2017-08-17,31.54,31.54,30.85,31.33,523621.0,0.0290900555555555,30.88,0.1,0.0032
2017-08-18,31.01,31.35,30.87,30.99,427700.0,0.0237611111111111,30.98,-0.33,-0.0107
2017-08-21,31.24,32.15,30.98,31.99,662414.0,0.0368007777777777,30.65,0.99,0.0323
2017-08-22,31.69,32.61,31.39,32.61,757000.0,0.0420555555555555,31.64,0.61,0.0193
2017-08-23,32.32,33.77,32.0,33.4,1497600.0,0.0832,32.25,0.78,0.0242
2017-08-24,33.37,33.57,31.77,31.77,841500.0,0.04675,33.03,-1.61,-0.0487
2017-08-25,31.92,34.87,31.92,33.7,1342472.0,0.0745817777777777,31.42,1.91,0.0608
2017-08-28,33.87,35.27,33.71,34.92,1370435.0,0.0761352777777777,33.33,1.2,0.036
2017-08-29,34.91,38.41,34.28,37.42,2592800.0,0.1440444444444444,34.53,2.48,0.0718
2017-08-30,37.72,37.86,36.91,37.09,1581700.0,0.0878722222222222,37.01,-0.33,-0.0089
2017-08-31,36.97,39.06,36.93,37.98,1504700.0,0.0835944444444444,36.68,0.88,0.024
2017-09-01,37.79,38.89,37.52,38.55,955100.0,0.0530611111111111,37.56,0.56,0.0149
2017-09-04,38.55,38.66,37.82,37.85,674200.0,0.0374555555555555,38.12,-0.69,-0.0181
2017-09-05,37.7,38.53,37.44,37.82,430900.0,0.0239388888888888,37.43,-0.03,-0.0008
2017-09-06,37.05,37.05,35.71,36.56,1094200.0,0.0607888888888888,37.4,-1.25,-0.0334
2017-09-07,36.51,37.57,36.51,36.67,592900.0,0.0329388888888888,36.15,0.11,0.003
2017-09-08,37.06,38.37,36.44,37.33,867500.0,0.0481944444444444,36.26,0.66,0.0182
2017-09-11,37.31,37.81,36.81,37.81,614100.0,0.0341166666666666,36.92,0.47,0.0127
2017-09-12,37.82,38.07,36.0,36.36,609500.0,0.0338611111111111,37.39,-1.43,-0.0382
2017-09-13,35.92,38.43,35.92,36.73,572400.0,0.0318,35.96,0.36,0.01
2017-09-14,37.45,38.81,37.45,37.92,1047700.0,0.0582055555555555,36.32,1.18,0.0325
2017-09-15,37.92,37.92,37.14,37.25,540762.0,0.0300423333333333,37.5,-0.66,-0.0176
2017-09-18,37.14,37.71,36.7,37.25,334300.0,0.0185722222222222,36.84,0.0,0.0
2017-09-19,37.43,38.11,36.91,38.11,626800.0,0.0348222222222222,36.84,0.85,0.0231
2017-09-20,38.11,40.43,37.74,40.05,1395500.0,0.0775277777777777,37.69,1.91,0.0507
2017-09-21,40.25,40.29,37.92,37.96,1468200.0,0.0815666666666666,39.6,-2.06,-0.052
2017-09-22,37.67,39.6,36.46,39.42,1359035.0,0.0755019444444444,37.54,1.44,0.0384
