date,close,open,high,low,volume
2007-10-18,5825.28,6031.92,6055.47,5804.97,6980000000.0
2007-10-19,5818.05,5869.12,5932.11,5766.86,5520000000.0
2007-10-22,5667.33,5742.79,5804.84,5654.91,5440000000.0
2007-10-23,5773.39,5660.07,5776.02,5574.84,5850000000.0
2007-10-24,5843.11,5804.02,5906.69,5793.56,6030000000.0
2007-10-25,5562.39,5794.22,5819.88,5546.04,7170000000.0
2007-10-26,5589.63,5498.86,5628.83,5462.01,5150000000.0
2007-10-29,5748.0,5641.98,5750.25,5617.98,5020000000.0
2007-10-30,5897.19,5769.2,5899.65,5701.34,5430000000.0
2007-10-31,5954.77,5984.71,6002.12,5871.48,7100000000.0
2007-11-01,5914.28,5978.94,6005.13,5912.5,6490000000.0
2007-11-02,5777.81,5812.47,5860.59,5740.4,5950000000.0
2007-11-05,5634.45,5748.18,5787.23,5603.47,6410000000.0
2007-11-06,5536.57,5593.35,5649.75,5510.16,4510000000.0
2007-11-07,5601.78,5565.65,5610.95,5469.76,4269999999.9999995
2007-11-08,5330.02,5559.15,5559.15,5328.2,4890000000.0
2007-11-09,5315.54,5276.01,5382.7,5217.63,4730000000.0
2007-11-12,5187.73,5181.18,5250.09,5032.58,5260000000.0
2007-11-13,5158.12,5239.34,5311.7,5085.44,4920000000.0
2007-11-14,5412.69,5246.57,5414.61,5165.06,5100000000.0
2007-11-15,5365.27,5391.02,5453.74,5338.9,4780000000.0
2007-11-16,5316.27,5273.08,5335.51,5224.31,3740000000.0
2007-11-19,5269.82,5325.3,5333.09,5240.42,4110000000.0000005
2007-11-20,5293.7,5230.74,5338.17,5158.54,4910000000.0
2007-11-21,5214.23,5307.79,5344.93,5206.57,4120000000.0
2007-11-22,4984.16,5113.88,5154.86,4969.89,4040000000.0
2007-11-23,5032.13,4946.26,5034.23,4896.99,3090000000.0
2007-11-26,4958.85,5102.53,5124.89,4952.43,3680000000.0
2007-11-27,4861.11,4919.91,4947.08,4857.04,3080000000.0
2007-11-28,4803.39,4870.84,4907.76,4778.73,3280000000.0
2007-11-29,5003.33,4870.86,5011.19,4814.78,5010000000.0
2007-11-30,4871.78,4993.74,4993.74,4861.86,4330000000.0
2007-12-03,4868.61,4838.56,4899.67,4798.01,5380000000.0
2007-12-04,4915.89,4882.15,4971.4,4882.15,4280000000.0000005
2007-12-05,5042.65,4917.36,5052.75,4893.32,5430000000.0
2007-12-06,5035.07,5055.84,5065.51,4995.47,4320000000.0
2007-12-07,5091.76,5038.48,5096.8,5021.37,5000000000.0
2007-12-10,5161.92,5010.83,5168.76,4990.72,6880000000.0
2007-12-11,5175.08,5180.54,5209.7,5103.75,6680000000.0
2007-12-12,5095.54,5148.25,5149.93,5054.56,7220000000.0
2007-12-13,4958.04,5078.18,5095.15,4954.36,6730000000.0
2007-12-14,5007.91,4899.75,5011.2,4860.16,5310000000.0
2007-12-17,4876.76,5007.28,5007.35,4874.62,6350000000.0
2007-12-18,4836.17,4856.47,4905.49,4812.16,4059999999.9999995
2007-12-19,4941.78,4878.07,4960.42,4868.35,5630000000.0
2007-12-20,5043.53,4965.29,5050.78,4923.3,5770000000.0
2007-12-21,5101.78,5017.19,5112.39,5013.76,6610000000.0
2007-12-24,5234.26,5132.91,5284.34,5104.65,8510000000.0
2007-12-25,5201.18,5233.18,5254.4,5178.8,7100000000.0
2007-12-26,5233.35,5209.03,5262.59,5158.76,7450000000.0
2007-12-27,5308.89,5248.22,5316.52,5203.5,8730000000.0
2007-12-28,5261.56,5320.01,5336.5,5248.69,7720000000.0
2008-01-02,5272.81,5265.0,5295.02,5201.89,7660000000.0
2008-01-03,5319.86,5269.8,5321.46,5211.05,9850000000.0
2008-01-04,5361.57,5328.41,5372.46,5318.46,8090000000.0
2008-01-07,5393.34,5357.45,5403.35,5332.6,9190000000.0
2008-01-08,5386.53,5414.56,5480.07,5344.65,10250000000.0
2008-01-09,5435.81,5365.22,5437.76,5346.85,7680000000.0
2008-01-10,5456.54,5449.16,5483.83,5407.31,9660000000.0
2008-01-11,5484.68,5471.39,5500.06,5423.81,8770000000.0
2008-01-14,5497.9,5507.58,5522.78,5456.93,7870000000.0
2008-01-15,5443.79,5503.93,5505.03,5405.6,8070000000.0
2008-01-16,5290.61,5395.28,5396.04,5288.77,8930000000.0
2008-01-17,5151.63,5235.91,5312.29,5039.79,9890000000.0
2008-01-18,5180.51,5141.37,5187.6,5093.13,6860000000.0
2008-01-21,4914.44,5188.8,5200.93,4891.28,7560000000.0
2008-01-22,4559.75,4818.0,4818.0,4511.95,9250000000.0
2008-01-23,4703.05,4572.9,4705.07,4510.5,8800000000.0
2008-01-24,4717.73,4753.44,4767.8,4625.46,9000000000.0
2008-01-25,4761.69,4716.98,4806.89,4657.71,7790000000.0
2008-01-28,4419.29,4720.56,4720.56,4409.08,6940000000.0
2008-01-29,4457.94,4426.27,4517.6,4389.52,5040000000.0
2008-01-30,4417.85,4505.64,4554.34,4330.7,5510000000.0
2008-01-31,4383.39,4408.02,4487.32,4368.3,4510000000.0
2008-02-01,4320.77,4388.25,4411.7,4195.75,5930000000.0
2008-02-04,4672.17,4415.02,4672.21,4415.02,6340000000.0
2008-02-05,4599.7,4622.54,4662.97,4550.43,5260000000.0
2008-02-13,4490.72,4525.03,4547.54,4454.64,3690000000.0
2008-02-14,4552.32,4527.05,4576.98,4507.94,3490000000.0
2008-02-15,4497.13,4523.79,4523.79,4431.46,4139999999.9999995
2008-02-18,4568.15,4546.75,4601.22,4517.6,5580000000.0
2008-02-19,4664.3,4582.28,4665.55,4544.94,6070000000.0
2008-02-20,4567.03,4682.59,4695.8,4556.81,6650000000.0
2008-02-21,4527.18,4534.17,4568.21,4452.68,6130000000.0
2008-02-22,4370.28,4500.39,4500.39,4333.03,6760000000.0
2008-02-25,4192.53,4370.19,4391.33,4182.77,5880000000.0
2008-02-26,4238.18,4302.73,4331.64,4123.31,5570000000.0
2008-02-27,4334.05,4256.53,4360.7,4222.46,5050000000.0
2008-02-28,4299.51,4343.28,4344.93,4265.5,4790000000.0
2008-02-29,4348.54,4293.53,4364.81,4275.9,4780000000.0
2008-03-03,4438.27,4323.7,4456.96,4279.35,7850000000.0
2008-03-04,4335.45,4454.18,4472.15,4321.27,8700000000.0
2008-03-05,4292.65,4316.25,4352.82,4210.96,7410000000.0
2008-03-06,4360.99,4310.35,4427.5,4260.79,8490000000.0
2008-03-07,4300.52,4315.81,4341.3,4265.83,5670000000.0
2008-03-10,4146.3,4265.61,4265.61,4120.53,6570000000.0
2008-03-11,4165.88,4121.65,4165.91,4063.47,5130000000.0
2008-03-12,4070.12,4254.67,4272.98,4068.78,5720000000.0
2008-03-13,3971.26,4033.32,4055.45,3902.25,6370000000.0
2008-03-14,3962.67,3956.75,4000.78,3891.7,4139999999.9999995
2008-03-17,3820.05,3941.26,3941.26,3813.0,4910000000.0
2008-03-18,3668.9,3789.57,3862.77,3607.25,5790000000.0
2008-03-19,3761.61,3746.05,3813.89,3677.82,6160000000.0
2008-03-20,3804.05,3721.5,3857.62,3516.33,7330000000.0
2008-03-21,3796.58,3790.11,3838.06,3746.39,6510000000.0
2008-03-24,3626.19,3830.35,3840.48,3624.94,5900000000.0
2008-03-25,3629.62,3559.94,3659.21,3521.53,5280000000.0
2008-03-26,3606.86,3644.13,3698.32,3591.11,4630000000.0
2008-03-27,3411.49,3541.28,3541.28,3407.9,5510000000.0
2008-03-28,3580.15,3378.63,3590.75,3357.23,6330000000.0
2008-03-31,3472.71,3465.91,3555.82,3445.56,4710000000.0
2008-04-01,3329.16,3461.09,3493.13,3308.9,5480000000.0
2008-04-02,3347.88,3370.6,3464.53,3283.64,6550000000.0
2008-04-03,3446.24,3323.43,3456.95,3271.29,5090000000.0
2008-04-07,3599.62,3418.52,3613.48,3386.51,6100000000.0
2008-04-08,3612.54,3604.26,3656.96,3563.85,6550000000.0
2008-04-09,3413.91,3585.85,3606.89,3413.07,5990000000.0
2008-04-10,3471.74,3378.14,3474.31,3344.87,4550000000.0
2008-04-11,3492.89,3498.55,3517.82,3462.14,4330000000.0
2008-04-14,3296.67,3419.05,3427.88,3285.3,5030000000.0
2008-04-15,3348.35,3282.57,3349.76,3212.15,4470000000.0
2008-04-16,3291.6,3349.93,3363.22,3283.08,4010000000.0
2008-04-17,3222.74,3286.41,3352.95,3180.2,4580000000.0
2008-04-18,3094.67,3200.57,3203.71,3078.17,4370000000.0
2008-04-21,3116.98,3305.15,3305.17,3073.56,6000000000.0
2008-04-22,3147.79,3076.72,3148.73,2990.79,4880000000.0
2008-04-23,3278.33,3116.41,3296.72,3089.89,6620000000.0
2008-04-24,3583.03,3539.87,3593.2,3461.64,14210000000.0
2008-04-25,3557.75,3572.55,3658.55,3527.84,12960000000.0
2008-04-28,3474.72,3497.38,3530.91,3460.26,7570000000.0
2008-04-29,3523.41,3457.35,3544.23,3453.28,6720000000.0
2008-04-30,3693.11,3545.57,3705.09,3543.02,10760000000.0
2008-05-05,3761.01,3739.8,3768.22,3696.7,9970000000.0
2008-05-06,3733.5,3735.85,3786.02,3680.99,9890000000.0
2008-05-07,3579.15,3716.45,3774.07,3577.99,9050000000.0
2008-05-08,3656.84,3538.92,3658.05,3523.03,7520000000.0
2008-05-09,3613.49,3682.95,3693.16,3552.47,8790000000.0
2008-05-12,3626.98,3548.61,3668.86,3521.88,7990000000.0
2008-05-13,3560.24,3515.71,3615.06,3508.32,9070000000.0
2008-05-14,3657.43,3549.67,3661.97,3549.67,8860000000.0
2008-05-15,3637.32,3676.84,3706.72,3636.22,8400000000.0
2008-05-16,3624.23,3637.64,3661.07,3582.5,6480000000.0
2008-05-19,3604.76,3615.59,3624.84,3563.61,4850000000.0
2008-05-20,3443.16,3601.55,3632.01,3432.38,6640000000.0
2008-05-21,3544.19,3414.34,3560.53,3355.08,7360000000.0
2008-05-22,3485.63,3493.07,3558.02,3469.79,6850000000.0
2008-05-23,3473.09,3473.8,3521.39,3435.84,6000000000.0
2008-05-26,3364.54,3442.29,3443.99,3361.99,5280000000.0
2008-05-27,3375.41,3355.11,3383.68,3333.95,4250000000.0
2008-05-28,3459.03,3382.77,3486.33,3354.25,5250000000.0
2008-05-29,3401.44,3447.77,3481.73,3400.77,5140000000.0
2008-05-30,3433.35,3414.25,3450.49,3390.88,4850000000.0
2008-06-02,3459.04,3426.2,3483.61,3400.72,4920000000.0
2008-06-03,3436.4,3456.58,3469.06,3409.23,5660000000.0
2008-06-04,3369.91,3424.04,3428.47,3341.74,4800000000.0
2008-06-05,3351.64,3355.93,3376.34,3326.54,4179999999.9999995
2008-06-06,3329.67,3362.01,3371.28,3312.72,3480000000.0
2008-06-10,3072.33,3202.11,3215.5,3045.06,5090000000.0
2008-06-11,3024.24,3042.16,3064.2,2992.35,4690000000.0
2008-06-12,2957.53,3011.56,3031.06,2900.12,4950000000.0
2008-06-13,2868.8,2960.91,2976.45,2865.5,4110000000.0000005
2008-06-16,2874.1,2876.29,2917.81,2811.72,4040000000.0
2008-06-17,2794.75,2873.13,2893.47,2769.12,4330000000.0
2008-06-18,2941.11,2772.37,2945.42,2729.71,6630000000.0
2008-06-19,2748.87,2921.72,2921.72,2742.15,5680000000.0
2008-06-20,2831.74,2811.08,2917.32,2695.63,7420000000.0
2008-06-23,2760.42,2780.15,2813.14,2741.19,4070000000.0000005
2008-06-24,2803.02,2747.32,2817.17,2728.83,4840000000.0
2008-06-25,2905.01,2794.04,2910.48,2784.42,6480000000.0
2008-06-26,2901.85,2904.09,2931.31,2851.12,6550000000.0
2008-06-27,2748.43,2809.31,2822.26,2723.16,6050000000.0
2008-06-30,2736.1,2724.4,2766.8,2693.4,3850000000.0
2008-07-01,2651.61,2743.16,2753.33,2644.78,4070000000.0000005
2008-07-02,2651.72,2656.04,2700.9,2627.9,4019999999.9999995
2008-07-03,2703.53,2610.82,2746.37,2566.53,6810000000.0
2008-07-04,2669.89,2691.21,2713.48,2645.83,5730000000.0
2008-07-07,2792.4,2673.55,2801.53,2673.55,7740000000.0
2008-07-08,2814.95,2805.61,2843.6,2754.62,8020000000.0
2008-07-09,2920.55,2838.86,2920.55,2838.86,9700000000.0
2008-07-10,2875.45,2879.62,2952.04,2862.06,9090000000.0
2008-07-11,2856.63,2863.81,2888.29,2821.31,6480000000.0
2008-07-14,2878.26,2837.49,2895.3,2828.24,5450000000.0
2008-07-15,2779.45,2886.11,2896.33,2769.91,7090000000.0
2008-07-16,2705.87,2753.9,2765.15,2656.61,6000000000.0
2008-07-17,2684.78,2747.95,2773.28,2676.15,5080000000.0
2008-07-18,2778.37,2711.74,2785.53,2665.91,5790000000.0
2008-07-21,2861.42,2759.88,2865.07,2745.64,6650000000.0
2008-07-22,2846.12,2852.44,2868.62,2830.76,6150000000.0
2008-07-23,2837.85,2870.93,2887.58,2831.11,6150000000.0
2008-07-24,2910.29,2861.81,2912.7,2849.1,7250000000.0
2008-07-25,2865.1,2875.77,2888.58,2851.93,6250000000.0
2008-07-28,2903.01,2883.76,2924.45,2883.76,6230000000.0
2008-07-29,2850.31,2868.01,2868.01,2827.7,5860000000.0
2008-07-30,2836.67,2884.59,2894.37,2822.19,4890000000.0
2008-07-31,2775.72,2844.65,2848.0,2774.1,4450000000.0
2008-08-01,2801.82,2751.02,2830.76,2721.95,4920000000.0
2008-08-04,2741.74,2782.99,2793.26,2738.85,3720000000.0
2008-08-05,2690.75,2751.2,2762.26,2684.73,4240000000.0
2008-08-06,2719.37,2711.6,2743.11,2678.86,4059999999.9999995
2008-08-07,2727.58,2717.5,2742.7,2691.36,3950000000.0
2008-08-08,2605.72,2724.43,2725.93,2595.92,4850000000.0
2008-08-11,2470.07,2595.89,2601.5,2453.71,4720000000.0
2008-08-12,2457.2,2445.22,2484.75,2430.85,3660000000.0
2008-08-13,2446.3,2440.53,2458.77,2370.74,4099999999.9999995
2008-08-14,2437.08,2432.2,2454.25,2409.01,3130000000.0
2008-08-15,2450.61,2434.41,2476.86,2414.57,3130000000.0
2008-08-18,2319.87,2451.78,2455.5,2318.93,5370000000.0
2008-08-19,2344.47,2297.24,2355.93,2284.59,3860000000.0
2008-08-20,2523.28,2332.48,2523.47,2306.66,7370000000.0
2008-08-21,2431.72,2484.49,2518.44,2431.05,6130000000.0
2008-08-22,2405.23,2414.46,2426.71,2362.09,4630000000.0
2008-08-25,2413.37,2408.09,2443.99,2382.29,3380000000.0
2008-08-26,2350.08,2384.95,2403.02,2327.22,4099999999.9999995
2008-08-27,2342.15,2343.88,2385.99,2310.45,4099999999.9999995
2008-08-28,2350.14,2341.96,2374.25,2333.03,3480000000.0
2008-08-29,2397.37,2361.05,2420.85,2352.1,4640000000.0
2008-09-01,2325.14,2380.47,2380.47,2311.73,3630000000.0
2008-09-02,2304.89,2312.1,2329.01,2284.92,3420000000.0
2008-09-03,2276.67,2301.94,2321.53,2248.07,4219999999.9999995
2008-09-04,2277.41,2270.52,2295.36,2249.12,3420000000.0
2008-09-05,2202.45,2224.53,2238.32,2199.36,3860000000.0
2008-09-08,2143.42,2210.34,2220.55,2135.38,3770000000.0
2008-09-09,2145.78,2152.28,2161.35,2114.5,3070000000.0
2008-09-10,2150.76,2131.8,2185.69,2102.91,3900000000.0
2008-09-11,2078.98,2143.4,2148.12,2070.43,3640000000.0
2008-09-12,2079.67,2077.55,2104.63,2064.29,3030000000.0
2008-09-16,1986.64,2049.81,2049.81,1974.39,4620000000.0
2008-09-17,1929.05,1971.94,1999.95,1922.68,4590000000.0
2008-09-18,1895.84,1876.12,1942.85,1802.33,6630000000.0
2008-09-19,2075.09,2067.64,2075.09,2043.32,5840000000.0
2008-09-22,2236.41,2241.72,2269.73,2164.8,13990000000.0
2008-09-23,2201.51,2209.12,2253.39,2181.96,10020000000.0
2008-09-24,2216.81,2133.1,2218.29,2116.96,6450000000.0
2008-09-25,2297.5,2214.58,2333.28,2211.45,10120000000.0
2008-09-26,2293.78,2304.12,2310.45,2246.28,7830000000.0
2008-10-06,2173.74,2267.39,2267.39,2172.57,6090000000.0
2008-10-07,2157.84,2101.09,2183.0,2072.9,5690000000.0
2008-10-08,2092.22,2095.91,2127.09,2059.09,5080000000.0
2008-10-09,2074.58,2125.57,2130.87,2063.41,4510000000.0
2008-10-10,2000.57,1995.96,2027.83,1963.18,5410000000.0
2008-10-13,2073.57,1978.56,2074.47,1931.47,5660000000.0
2008-10-14,2017.32,2139.07,2146.73,2016.18,6800000000.0
2008-10-15,1994.67,1995.88,2013.49,1963.1,4080000000.0
2008-10-16,1909.94,1916.13,1943.32,1901.5,5070000000.0
2008-10-17,1930.65,1921.84,1941.3,1902.6,3860000000.0
2008-10-20,1974.01,1924.18,1979.84,1890.92,4460000000.0
2008-10-21,1958.53,1978.67,1996.66,1956.11,5410000000.0
2008-10-22,1895.82,1932.68,1950.79,1894.31,4830000000.0
2008-10-23,1875.56,1851.26,1879.85,1828.31,4780000000.0
2008-10-24,1839.62,1875.63,1888.1,1825.53,4620000000.0
2008-10-27,1723.35,1809.22,1809.22,1721.6,5050000000.0
2008-10-28,1771.82,1671.4,1786.43,1664.92,5980000000.0
2008-10-29,1719.81,1786.2,1795.09,1719.34,5220000000.0
2008-10-30,1763.61,1732.77,1788.2,1710.73,5360000000.0
2008-10-31,1728.79,1754.21,1765.68,1721.59,4019999999.9999995
2008-11-03,1719.77,1713.76,1750.32,1702.98,3590000000.0
2008-11-04,1706.7,1707.92,1717.1,1678.96,3930000000.0
2008-11-05,1760.61,1716.22,1788.26,1716.22,6030000000.0
2008-11-06,1717.72,1720.42,1728.22,1703.1,4570000000.0
2008-11-07,1747.71,1686.52,1762.23,1680.6,4680000000.0
2008-11-10,1874.8,1782.31,1876.16,1782.31,9130000000.0
2008-11-11,1843.61,1872.07,1887.8,1840.92,9090000000.0
2008-11-12,1859.11,1820.44,1863.9,1815.08,6590000000.0
2008-11-13,1927.61,1837.27,1942.9,1825.88,12110000000.0
2008-11-14,1986.44,1943.96,1987.26,1921.84,13040000000.0
2008-11-17,2030.48,1981.26,2031.1,1963.85,13680000000.0
2008-11-18,1902.43,2020.99,2050.88,1889.87,15670000000.0
2008-11-19,2017.47,1889.35,2023.91,1883.84,12880000000.0
2008-11-20,1983.76,1977.21,2030.87,1956.73,13080000000.0
2008-11-21,1969.39,1932.6,2013.18,1893.15,12710000000.0
2008-11-24,1897.06,1961.21,1974.47,1893.34,8449999999.999999
2008-11-25,1888.71,1925.25,1939.37,1858.16,6950000000.0
2008-11-26,1897.88,1890.33,1914.71,1873.18,6510000000.0
2008-11-27,1917.86,2012.69,2022.48,1916.47,12230000000.0
2008-11-28,1871.16,1901.67,1915.27,1856.29,7770000000.0
2008-12-01,1894.62,1865.74,1895.76,1838.1,8189999999.999999
2008-12-02,1889.64,1856.97,1907.78,1846.53,10430000000.0
2008-12-03,1965.41,1903.43,1965.83,1902.94,13490000000.0
2008-12-04,2001.5,1992.72,2055.21,1985.2,17600000000.0
2008-12-05,2018.66,1984.26,2019.75,1975.71,11850000000.0
2008-12-08,2090.77,2049.16,2091.28,2038.19,16500000000.0
2008-12-09,2037.74,2100.77,2100.81,2036.89,14530000000.0
2008-12-10,2079.12,2025.03,2079.55,2005.56,12830000000.0
2008-12-11,2031.68,2072.58,2087.2,2028.73,12170000000.0
2008-12-12,1954.21,2014.58,2023.18,1932.27,10810000000.0
2008-12-15,1964.37,1977.03,1989.3,1936.56,8150000000.0
2008-12-16,1975.01,1948.86,1976.72,1907.83,7830000000.0
2008-12-17,1976.82,1983.84,2003.38,1971.82,9720000000.0
2008-12-18,2015.69,1978.97,2016.57,1958.97,9220000000.0
2008-12-19,2018.46,2006.21,2038.66,1997.12,10220000000.0
2008-12-22,1987.76,2016.45,2016.45,1965.35,8680000000.0
2008-12-23,1897.22,1990.05,1990.05,1895.18,9900000000.0
2008-12-24,1863.8,1873.58,1887.31,1850.86,7450000000.0
2008-12-25,1852.42,1865.72,1877.77,1832.36,6460000000.0
2008-12-26,1851.52,1852.91,1866.63,1840.19,5330000000.0
2008-12-29,1850.48,1846.3,1856.33,1815.41,5500000000.0
2008-12-30,1832.91,1851.91,1862.94,1826.98,5650000000.0
2008-12-31,1820.81,1834.95,1844.37,1814.75,5040000000.0
2009-01-05,1880.72,1849.02,1880.72,1844.09,6710000000.0
2009-01-06,1937.14,1878.83,1938.69,1871.97,9910000000.0
2009-01-07,1924.01,1938.97,1948.23,1920.52,9240000000.0
2009-01-08,1878.18,1890.24,1894.17,1862.26,8039999999.999999
2009-01-09,1904.86,1875.16,1909.35,1875.16,7120000000.0
2009-01-12,1900.35,1897.7,1924.44,1886.83,8359999999.999999
2009-01-13,1863.37,1880.87,1888.31,1861.81,7380000000.0
2009-01-14,1928.87,1862.31,1929.28,1862.31,8790000000.0
2009-01-15,1920.21,1912.77,1937.73,1902.54,11600000000.0
2009-01-16,1954.44,1928.92,1984.73,1928.92,13300000000.0
2009-01-19,1986.67,1971.0,2018.51,1966.19,10940000000.0
2009-01-20,1994.11,1981.15,1994.81,1956.1,7460000000.0
2009-01-21,1985.02,1965.94,2007.91,1960.53,8730000000.0
2009-01-22,2004.95,1996.09,2009.85,1980.44,8830000000.0
2009-01-23,1990.66,2001.17,2008.79,1986.35,8600000000.0
2009-02-02,2011.68,2008.13,2012.74,1987.13,8480000000.0
2009-02-03,2060.81,2011.77,2060.93,2005.02,13440000000.0
2009-02-04,2107.75,2068.09,2108.26,2067.79,15180000000.0
2009-02-05,2098.02,2106.84,2149.48,2082.6,16540000000.0
2009-02-06,2181.24,2102.08,2185.09,2102.08,16090000000.0
2009-02-09,2224.71,2211.32,2238.89,2196.71,19230000000.0
2009-02-10,2265.16,2218.49,2266.4,2197.01,17260000000.0
2009-02-11,2260.82,2230.49,2305.7,2218.3,20930000000.0
2009-02-12,2248.09,2265.79,2274.2,2191.89,17400000000.0
2009-02-13,2320.79,2249.18,2323.12,2236.18,19970000000.0
2009-02-16,2389.39,2338.76,2389.88,2328.18,21140000000.0
2009-02-17,2319.44,2387.35,2402.81,2316.93,19810000000.0
2009-02-18,2209.86,2271.26,2295.74,2206.06,16250000000.0
2009-02-19,2227.12,2224.49,2247.62,2190.47,12980000000.0
2009-02-20,2261.48,2234.36,2262.33,2206.21,12890000000.0
2009-02-23,2305.78,2249.29,2313.59,2219.71,16030000000.000002
2009-02-24,2200.65,2273.76,2295.59,2193.27,18390000000.0
2009-02-25,2206.57,2222.51,2234.02,2142.6,15240000000.0
2009-02-26,2121.25,2201.67,2237.55,2102.35,14860000000.0
2009-02-27,2082.85,2100.06,2123.24,2064.92,12290000000.0
2009-03-02,2093.45,2066.23,2102.11,2052.99,8750000000.0
2009-03-03,2071.43,2047.21,2088.63,2037.02,9780000000.0
2009-03-04,2198.11,2076.62,2201.73,2076.62,15480000000.0
2009-03-05,2221.08,2220.15,2241.76,2173.49,18240000000.0
2009-03-06,2193.01,2180.79,2221.04,2171.67,12390000000.0
2009-03-09,2118.75,2205.75,2232.67,2116.45,12430000000.0
2009-03-10,2158.57,2097.14,2159.27,2088.16,8390000000.000001
2009-03-11,2139.03,2199.98,2203.53,2133.14,10370000000.0
2009-03-12,2133.88,2127.73,2136.8,2086.02,8720000000.0
2009-03-13,2128.85,2148.42,2166.02,2124.98,8350000000.0
2009-03-16,2153.29,2122.41,2158.9,2108.61,7340000000.0
2009-03-17,2218.33,2156.77,2225.19,2151.78,13080000000.0
2009-03-18,2223.72,2227.98,2255.01,2221.59,14700000000.0
2009-03-19,2265.76,2227.34,2268.14,2220.16,14580000000.0
2009-03-20,2281.09,2272.44,2294.12,2250.41,15050000000.0
2009-03-23,2325.48,2286.25,2329.18,2276.81,16010000000.000002
2009-03-24,2338.42,2359.68,2369.45,2327.43,16270000000.0
2009-03-25,2291.55,2333.16,2355.69,2291.36,14480000000.0
2009-03-26,2361.7,2296.05,2362.05,2274.89,15860000000.0
2009-03-27,2374.44,2380.63,2392.77,2361.09,18650000000.0
2009-03-30,2358.04,2377.96,2380.19,2348.53,13990000000.0
2009-03-31,2373.21,2313.88,2375.71,2299.16,14270000000.0
2009-04-01,2408.02,2380.98,2422.62,2380.98,17990000000.0
2009-04-02,2425.29,2417.22,2450.0,2417.11,18840000000.0
2009-04-03,2419.78,2446.12,2456.81,2406.5,17030000000.000002
2009-04-07,2439.18,2422.1,2449.54,2407.51,12420000000.0
2009-04-08,2347.39,2429.88,2435.39,2346.54,14680000000.0
2009-04-09,2379.88,2345.01,2380.93,2331.88,11320000000.0
2009-04-10,2444.23,2400.01,2444.98,2392.8,15750000000.0
2009-04-13,2513.7,2468.08,2522.45,2464.06,19130000000.0
2009-04-14,2527.18,2512.01,2532.09,2495.34,16520000000.0
2009-04-15,2536.06,2514.59,2542.54,2485.93,18110000000.0
2009-04-16,2534.13,2542.34,2549.31,2497.12,18620000000.0
2009-04-17,2503.93,2524.63,2539.35,2481.9,16160000000.0
2009-04-20,2557.46,2500.17,2559.04,2497.32,14790000000.0
2009-04-21,2535.83,2523.26,2552.6,2499.6,16460000000.0
2009-04-22,2461.35,2548.11,2579.22,2449.89,19400000000.0
2009-04-23,2463.95,2440.68,2474.15,2422.79,12610000000.0
2009-04-24,2448.59,2477.16,2481.53,2445.66,11380000000.0
2009-04-27,2405.35,2443.44,2452.93,2393.16,11300000000.0
2009-04-28,2401.44,2382.88,2411.44,2372.34,9480000000.0
2009-04-29,2468.19,2401.66,2477.72,2395.48,12650000000.0
2009-04-30,2477.57,2477.93,2491.07,2461.36,13120000000.0
2009-05-04,2559.91,2486.68,2560.54,2486.22,15340000000.0
2009-05-05,2567.34,2577.43,2590.78,2552.39,15840000000.0
2009-05-06,2592.52,2563.56,2596.93,2552.63,16070000000.0
2009-05-07,2597.45,2612.12,2622.11,2566.12,18180000000.0
2009-05-08,2625.64,2586.76,2634.06,2574.57,16190000000.000002
2009-05-11,2579.75,2646.29,2663.95,2579.75,17820000000.0
2009-05-12,2618.17,2562.36,2619.69,2558.96,12300000000.0
2009-05-13,2663.77,2629.03,2670.21,2608.32,14580000000.0
2009-05-14,2639.89,2631.45,2651.49,2610.22,12480000000.0
2009-05-15,2645.26,2646.89,2661.37,2623.36,11090000000.0
2009-05-18,2652.78,2632.57,2656.84,2589.61,11900000000.0
2009-05-19,2676.68,2679.4,2688.11,2660.56,14750000000.0
2009-05-20,2651.41,2680.55,2686.34,2651.01,13820000000.0
2009-05-21,2610.62,2639.14,2663.23,2598.87,13890000000.0
2009-05-22,2597.6,2595.99,2617.75,2578.59,9910000000.0
2009-05-25,2610.01,2555.34,2618.36,2538.62,11200000000.0
2009-05-26,2588.57,2615.01,2618.8,2585.91,11450000000.0
2009-05-27,2632.93,2601.24,2635.31,2592.79,10320000000.0
2009-06-01,2721.28,2668.4,2726.72,2668.4,14800000000.0
2009-06-02,2724.3,2739.44,2750.88,2713.47,15640000000.0
2009-06-03,2778.59,2722.27,2778.68,2717.86,15570000000.0
2009-06-04,2767.24,2753.25,2778.24,2728.2,17090000000.0
2009-06-05,2753.89,2783.86,2791.65,2750.38,14660000000.0
2009-06-08,2768.34,2753.34,2795.15,2729.03,13320000000.0
2009-06-09,2787.89,2766.51,2788.37,2721.85,13260000000.0
2009-06-10,2816.25,2796.9,2820.57,2790.0,14530000000.0
2009-06-11,2797.32,2812.28,2828.74,2787.45,13410000000.0
2009-06-12,2743.76,2793.97,2812.68,2722.22,12770000000.0
2009-06-15,2789.55,2743.03,2790.98,2727.74,10620000000.0
2009-06-16,2776.02,2762.74,2797.48,2753.69,10340000000.0
2009-06-17,2810.12,2771.52,2813.61,2744.22,11080000000.0
2009-06-18,2853.9,2812.99,2855.41,2810.85,13880000000.0
2009-06-19,2880.49,2861.18,2886.5,2847.36,15300000000.0
2009-06-22,2896.3,2900.57,2923.24,2884.13,14700000000.0
