date,close,open,high,low,volume
1999-08-11,1583.4,1598.02,1607.68,1574.71,645790000.0
1999-08-12,1575.64,1583.51,1594.89,1566.71,510960000.0
1999-08-13,1571.9,1581.23,1591.49,1569.3,461690000.0
1999-08-16,1560.07,1568.9,1570.21,1546.84,507950000.0
1999-08-17,1576.4,1562.56,1596.15,1562.56,674560000.0
1999-08-18,1581.93,1578.26,1582.02,1555.98,530590000.00000006
1999-08-19,1637.74,1587.9,1645.84,1587.87,1140000000.0
1999-08-20,1628.93,1645.54,1651.17,1627.04,924660000.0
1999-08-23,1645.0,1631.43,1645.0,1626.95,884310000.0
1999-08-24,1648.47,1650.54,1655.14,1638.96,888160000.0
1999-08-25,1625.77,1649.61,1651.09,1618.54,724700000.0
1999-08-26,1638.23,1622.17,1638.23,1615.86,630430000.0
1999-08-27,1633.9,1642.06,1644.47,1627.26,649540000.0
1999-08-30,1619.04,1635.55,1637.31,1614.45,715740000.0
1999-08-31,1627.12,1622.88,1630.01,1609.8,521280000.0
1999-09-01,1599.55,1627.82,1629.08,1595.96,514370000.0
1999-09-02,1611.96,1591.58,1614.11,1572.42,546370000.0
1999-09-03,1587.89,1613.3,1614.41,1583.45,444790000.0
1999-09-06,1560.68,1577.51,1577.56,1556.83,349970000.0
1999-09-07,1562.79,1558.86,1574.65,1556.74,329700000.0
1999-09-08,1571.6,1563.62,1581.93,1563.61,306700000.0
1999-09-09,1675.12,1590.71,1675.26,1590.7,1190000000.0
1999-09-10,1659.93,1690.03,1695.64,1656.72,1420000000.0
1999-09-13,1670.14,1664.51,1671.64,1656.17,885250000.0
1999-09-14,1672.89,1675.71,1681.85,1668.13,805640000.0
1999-09-15,1662.8,1675.19,1679.13,1657.79,689070000.0
1999-09-16,1645.51,1662.46,1664.96,1643.98,561540000.0
1999-09-17,1648.56,1644.8,1662.16,1636.48,506820000.0
1999-09-20,1633.84,1649.12,1651.54,1628.89,398650000.0
1999-09-21,1625.59,1630.02,1630.27,1617.81,319080000.0
1999-09-22,1617.06,1625.16,1632.41,1613.58,289190000.0
1999-09-23,1604.2,1618.77,1622.67,1597.12,351650000.0
1999-09-24,1619.33,1609.83,1631.4,1609.83,292670000.0
1999-09-27,1602.16,1624.46,1629.19,1598.7,312800000.0
1999-09-28,1591.43,1602.79,1606.02,1586.55,298700000.0
1999-09-29,1584.95,1593.72,1608.6,1581.0,317230000.0
1999-09-30,1570.7,1588.99,1595.01,1567.72,331650000.0
1999-10-08,1534.52,1568.24,1568.38,1531.8,224310000.0
1999-10-11,1522.48,1529.22,1538.34,1516.62,233120000.0
1999-10-12,1537.8,1526.45,1538.28,1526.45,177360000.0
1999-10-13,1507.42,1540.6,1544.45,1504.39,208790000.0
1999-10-14,1508.73,1504.5,1535.24,1494.94,238410000.0
1999-10-15,1543.8,1515.91,1550.71,1515.91,348060000.0
1999-10-18,1501.66,1547.27,1549.37,1499.46,298430000.0
1999-10-19,1470.9,1493.47,1493.49,1468.1,273070000.0
1999-10-20,1485.83,1469.28,1490.76,1463.43,246590000.0
1999-10-21,1458.53,1486.92,1488.01,1452.71,291820000.0
1999-10-22,1497.46,1457.63,1512.93,1457.5,409480000.0
1999-10-25,1468.27,1499.14,1499.38,1465.14,254990000.0
1999-10-26,1482.67,1467.52,1496.45,1467.51,269060000.0
1999-10-27,1536.82,1509.64,1537.3,1504.99,608250000.0
1999-10-28,1514.53,1541.29,1542.05,1507.79,460400000.0
1999-10-29,1504.56,1515.18,1520.47,1494.71,373060000.0
1999-11-01,1493.1,1501.73,1506.99,1488.23,267610000.0
1999-11-02,1487.47,1491.76,1499.87,1481.57,243150000.0
1999-11-03,1475.68,1488.37,1492.31,1472.73,235800000.0
1999-11-04,1464.83,1474.13,1474.13,1457.14,264959999.99999997
1999-11-05,1465.23,1464.6,1478.83,1460.67,247140000.0
1999-11-08,1471.38,1464.49,1477.13,1458.65,228650000.0
1999-11-09,1464.03,1474.0,1479.83,1461.48,225090000.0
1999-11-10,1450.15,1463.69,1463.73,1436.74,461600000.0
1999-11-11,1443.9,1449.62,1459.45,1440.98,269000000.0
1999-11-12,1450.33,1446.26,1452.93,1444.13,214360000.0
1999-11-15,1451.54,1451.55,1454.09,1436.68,275080000.0
1999-11-16,1431.32,1463.34,1469.6,1428.75,429610000.0
1999-11-17,1462.79,1429.71,1462.85,1427.36,326850000.0
1999-11-18,1482.45,1466.49,1498.08,1454.47,540990000.0
1999-11-19,1468.47,1485.05,1489.9,1466.35,337520000.0
1999-11-22,1464.59,1468.22,1468.94,1457.61,300090000.0
1999-11-23,1466.43,1464.93,1471.91,1461.38,239600000.0
1999-11-24,1454.58,1466.09,1467.84,1451.03,227940000.0
1999-11-25,1444.24,1451.88,1451.89,1439.94,272360000.0
1999-11-26,1444.51,1443.44,1449.03,1441.52,248250000.0
1999-11-29,1435.47,1444.01,1444.59,1432.96,257920000.00000003
1999-11-30,1434.97,1433.9,1439.61,1429.55,222470000.0
1999-12-01,1447.12,1434.98,1447.68,1432.95,247460000.0
1999-12-02,1435.84,1446.69,1447.81,1433.54,284370000.0
1999-12-03,1437.23,1436.02,1440.54,1430.66,263779999.99999997
1999-12-06,1426.99,1436.8,1437.18,1422.73,273980000.0
1999-12-07,1428.26,1426.69,1438.04,1424.76,264060000.0
1999-12-08,1424.85,1428.77,1430.98,1422.05,289980000.0
1999-12-09,1416.73,1424.91,1424.91,1413.62,253150000.0
1999-12-10,1428.94,1416.37,1429.01,1413.45,303560000.0
1999-12-13,1417.11,1429.19,1430.41,1415.29,307160000.0
1999-12-14,1422.26,1415.71,1422.36,1411.07,267459999.99999997
1999-12-15,1451.06,1423.76,1461.9,1423.74,559060000.0
1999-12-16,1434.87,1451.72,1451.94,1432.83,362860000.0
1999-12-17,1419.55,1434.63,1438.22,1416.74,329310000.0
1999-12-21,1395.5,1416.5,1416.5,1388.06,293790000.0
1999-12-22,1387.51,1393.83,1397.17,1383.57,306910000.0
1999-12-23,1369.46,1386.79,1387.19,1364.92,304610000.0
1999-12-24,1355.37,1367.69,1375.92,1352.1,247520000.0
1999-12-27,1345.35,1353.53,1359.08,1341.05,282680000.0
1999-12-28,1348.82,1346.45,1368.25,1342.94,283560000.0
1999-12-29,1356.93,1350.27,1358.14,1341.93,297820000.0
1999-12-30,1366.58,1357.82,1366.68,1357.82,219800000.0
2000-01-04,1406.37,1368.69,1407.52,1361.21,437090000.0
2000-01-05,1409.68,1407.83,1433.78,1398.32,688090000.0
2000-01-06,1463.94,1406.04,1463.95,1400.25,809050000.0
2000-01-07,1516.6,1477.15,1522.83,1477.15,1600000000.0
2000-01-10,1545.11,1531.71,1546.72,1506.4,1510000000.0
2000-01-11,1479.78,1547.68,1547.71,1468.76,1280000000.0
2000-01-12,1438.02,1473.76,1489.28,1435.0,1020000000.0
2000-01-13,1424.44,1437.45,1444.07,1418.81,632760000.0
2000-01-14,1408.85,1426.22,1433.47,1401.71,520470000.0
2000-01-17,1433.33,1408.99,1433.38,1402.66,534400000.0
2000-01-18,1426.62,1436.89,1443.59,1421.64,604530000.0
2000-01-19,1440.72,1425.87,1443.67,1425.14,538080000.0
2000-01-20,1466.86,1443.09,1466.9,1443.09,711280000.0
2000-01-21,1465.09,1471.9,1476.46,1458.92,1050000000.0
2000-01-24,1477.34,1465.86,1477.41,1449.47,1120000000.0
2000-01-25,1476.51,1483.03,1490.46,1467.44,1030000000.0
2000-01-26,1481.12,1477.3,1482.46,1469.98,762360000.0
2000-01-27,1506.77,1490.45,1506.92,1485.23,1200000000.0
2000-01-28,1535.0,1514.56,1536.35,1510.74,1510000000.0
2000-02-14,1673.94,1591.44,1674.13,1587.82,1770000000.0
2000-02-15,1670.67,1709.22,1746.44,1663.01,2510000000.0
2000-02-16,1693.11,1674.94,1695.88,1649.7,2370000000.0
2000-02-17,1640.65,1734.27,1770.88,1615.63,3310000000.0
2000-02-18,1668.09,1623.96,1668.16,1583.58,1860000000.0
2000-02-21,1677.14,1681.36,1697.01,1652.48,2290000000.0
2000-02-22,1632.29,1681.3,1687.51,1627.47,1870000000.0
2000-02-23,1594.93,1618.01,1630.55,1586.63,1360000000.0
2000-02-24,1634.31,1593.95,1634.32,1593.93,1050000000.0
2000-02-25,1631.58,1639.92,1650.37,1618.18,1290000000.0
2000-02-28,1704.86,1639.8,1704.88,1639.7,1680000000.0
2000-02-29,1714.58,1728.14,1733.14,1678.35,2170000000.0
2000-03-01,1697.74,1720.6,1721.14,1692.51,1730000000.0
2000-03-02,1713.01,1697.56,1721.6,1682.54,1470000000.0
2000-03-03,1738.02,1728.36,1750.64,1721.7,1850000000.0
2000-03-06,1681.09,1756.31,1762.83,1678.74,1940000000.0
2000-03-07,1694.8,1661.95,1694.89,1654.44,1300000000.0
2000-03-08,1726.03,1699.46,1726.04,1690.12,1290000000.0
2000-03-09,1732.35,1734.77,1741.22,1714.92,1350000000.0
2000-03-10,1705.05,1731.94,1743.14,1701.79,1190000000.0
2000-03-13,1728.88,1706.77,1729.01,1706.35,961870000.0
2000-03-14,1681.56,1690.65,1700.37,1636.89,1440000000.0
2000-03-15,1681.47,1680.3,1695.16,1676.54,1220000000.0
2000-03-16,1607.53,1671.1,1671.18,1596.07,1170000000.0
2000-03-17,1658.6,1602.36,1661.98,1602.34,1070000000.0000001
2000-03-20,1699.25,1646.31,1699.28,1641.77,1370000000.0
2000-03-21,1710.32,1704.09,1713.2,1692.68,1390000000.0
2000-03-22,1720.45,1713.24,1726.59,1711.16,1210000000.0
2000-03-23,1747.24,1724.19,1747.28,1711.4,1350000000.0
2000-03-24,1730.5,1761.44,1770.26,1729.48,1740000000.0
2000-03-27,1775.91,1736.7,1776.02,1736.7,1590000000.0
2000-03-28,1791.44,1788.83,1799.95,1774.48,1930000000.0
2000-03-29,1788.81,1797.88,1803.83,1763.62,1580000000.0
2000-03-30,1810.98,1793.68,1811.06,1790.85,1420000000.0
2000-03-31,1800.22,1810.55,1810.9,1780.41,1500000000.0
2000-04-03,1801.0,1799.58,1816.86,1798.25,1330000000.0
2000-04-04,1760.69,1795.16,1795.16,1755.98,1170000000.0
2000-04-05,1771.2,1756.3,1776.71,1746.3,943600000.0
2000-04-06,1809.14,1775.78,1809.17,1775.68,1170000000.0
2000-04-07,1819.9,1816.79,1822.62,1807.54,1330000000.0
2000-04-10,1826.06,1826.61,1831.85,1815.99,1380000000.0
2000-04-11,1821.17,1826.4,1828.06,1812.01,1130000000.0
2000-04-12,1807.33,1822.4,1823.83,1785.33,1030000000.0
2000-04-13,1831.55,1807.84,1832.08,1807.71,1360000000.0
2000-04-14,1833.66,1835.86,1840.19,1820.67,1500000000.0
2000-04-17,1795.06,1829.62,1829.93,1778.88,1500000000.0
2000-04-18,1813.49,1794.34,1813.57,1779.29,1070000000.0000001
2000-04-19,1828.71,1819.08,1831.57,1817.21,1080000000.0
2000-04-20,1847.03,1831.66,1847.51,1831.48,1330000000.0
2000-04-21,1841.06,1851.31,1858.27,1834.85,1360000000.0
2000-04-24,1837.4,1844.69,1848.97,1827.17,1280000000.0
2000-04-25,1833.47,1838.05,1841.86,1815.63,919650000.0
2000-04-26,1832.78,1835.67,1842.89,1826.39,868580000.0
2000-04-27,1806.83,1835.6,1840.57,1803.58,962050000.0
2000-04-28,1836.32,1805.5,1836.33,1797.71,846700000.0
2000-05-08,1836.64,1848.17,1852.9,1828.1,680790000.0
2000-05-09,1806.64,1839.0,1839.29,1799.82,713240000.0
2000-05-10,1752.69,1801.43,1801.64,1750.01,692280000.0
2000-05-11,1724.05,1750.86,1762.12,1718.89,667470000.0
2000-05-12,1720.61,1725.87,1740.95,1715.06,599310000.0
2000-05-15,1704.59,1722.63,1726.72,1695.53,542040000.0
2000-05-16,1724.54,1706.73,1725.9,1706.73,424040000.0
2000-05-17,1725.4,1727.43,1736.27,1722.71,429540000.0
2000-05-18,1758.54,1725.6,1758.54,1719.84,625250000.0
2000-05-19,1777.83,1761.79,1777.98,1754.88,801650000.0
2000-05-22,1824.74,1785.89,1830.93,1783.3,1220000000.0
2000-05-23,1832.08,1834.44,1836.99,1811.58,1070000000.0000001
2000-05-24,1855.49,1835.56,1861.48,1831.84,1380000000.0
2000-05-25,1880.7,1866.56,1880.72,1860.78,1450000000.0
2000-05-26,1879.62,1885.75,1890.69,1860.92,1490000000.0
2000-05-29,1898.75,1885.55,1900.67,1882.74,1520000000.0
2000-05-30,1877.47,1903.53,1908.31,1868.61,1380000000.0
2000-05-31,1894.55,1875.46,1894.58,1869.34,1360000000.0
2000-06-01,1903.49,1900.53,1906.82,1889.99,1310000000.0
2000-06-02,1916.25,1906.16,1916.25,1897.71,1560000000.0
2000-06-05,1899.09,1921.97,1930.34,1889.82,1990000000.0
2000-06-06,1925.54,1898.59,1925.55,1891.66,1390000000.0
2000-06-07,1935.03,1934.38,1940.22,1921.38,1330000000.0
2000-06-08,1925.21,1937.19,1938.55,1913.37,1290000000.0
2000-06-09,1900.79,1926.15,1929.95,1896.06,1250000000.0
2000-06-12,1912.56,1896.43,1912.59,1884.62,1040000000.0
2000-06-13,1938.67,1918.19,1938.67,1917.19,1190000000.0
2000-06-14,1932.29,1944.44,1949.17,1929.71,1400000000.0
2000-06-15,1942.29,1933.06,1942.33,1925.91,1130000000.0
2000-06-16,1926.94,1945.7,1947.46,1919.4,1190000000.0
2000-06-19,1915.2,1924.69,1926.98,1910.47,987690000.0
2000-06-20,1895.35,1913.07,1913.07,1888.08,821730000.0
2000-06-21,1913.13,1894.78,1913.15,1894.63,689930000.0
2000-06-22,1913.9,1918.16,1921.15,1906.3,712050000.0
2000-06-23,1939.63,1915.31,1939.63,1913.65,984400000.0
2000-06-26,1948.64,1946.7,1953.34,1943.25,1210000000.0
2000-06-27,1942.9,1949.78,1952.45,1938.13,1030000000.0
2000-06-28,1947.48,1943.98,1953.06,1940.05,955710000.0
2000-06-29,1937.26,1949.85,1951.13,1924.47,966760000.0
2000-06-30,1928.11,1937.84,1941.4,1924.97,1000000000.0
2000-07-03,1895.64,1917.44,1917.45,1890.53,1000000000.0
2000-07-04,1907.93,1891.2,1907.94,1888.25,683470000.0
2000-07-05,1909.19,1910.42,1918.91,1904.47,645650000.0
2000-07-06,1902.55,1909.24,1910.05,1896.66,670520000.0
2000-07-07,1932.79,1904.09,1932.83,1904.09,893210000.0
2000-07-10,1948.02,1938.84,1948.06,1932.95,1200000000.0
2000-07-11,1960.54,1952.26,1960.6,1947.67,1190000000.0
2000-07-12,1973.37,1965.23,1974.41,1960.35,1200000000.0
2000-07-13,1979.2,1978.55,1984.07,1963.55,1520000000.0
2000-07-14,1987.19,1981.78,1987.22,1972.62,1300000000.0
2000-07-17,1982.48,1992.89,1997.94,1980.22,1350000000.0
2000-07-18,1993.99,1982.5,1993.99,1981.74,878000000.0
2000-07-19,1998.43,2000.33,2004.46,1987.42,971780000.0
2000-07-20,1991.56,1999.09,2003.8,1979.88,928320000.0
2000-07-21,1996.34,1994.42,1998.35,1991.84,853450000.0
2000-07-24,1989.24,1998.24,1999.9,1982.88,927660000.0
2000-07-25,1996.58,1990.15,1997.85,1989.09,875270000.0
2000-07-26,2012.32,1999.44,2012.39,1999.4,953180000.0
2000-07-27,2012.35,2017.46,2025.0,2004.55,1200000000.0
2000-07-28,2012.79,2014.11,2016.94,2006.17,1100000000.0
2000-07-31,2023.54,2016.14,2023.57,2008.64,1230000000.0
2000-08-01,2028.15,2027.01,2031.92,2023.45,902180000.0
2000-08-02,2030.68,2030.79,2033.19,2018.48,897430000.0
2000-08-03,2036.3,2032.94,2038.65,2030.1,1100000000.0
2000-08-04,2026.36,2037.47,2041.28,2013.45,1170000000.0
2000-08-07,2039.42,2025.18,2039.42,2017.9,1070000000.0000001
2000-08-08,2049.92,2042.74,2050.07,2040.78,1090000000.0
2000-08-09,2061.18,2051.65,2061.28,2048.49,1230000000.0
2000-08-10,2065.94,2065.3,2067.74,2053.86,1320000000.0
2000-08-11,2062.67,2067.78,2070.3,2055.2,1130000000.0
2000-08-14,2076.3,2065.93,2076.33,2065.93,1080000000.0
2000-08-15,2076.82,2079.07,2082.74,2066.16,1030000000.0
2000-08-16,2083.47,2078.49,2083.47,2072.98,1060000000.0
2000-08-17,2091.59,2086.81,2092.33,2086.56,1110000000.0
2000-08-18,2090.18,2093.63,2097.32,2086.75,1030000000.0
2000-08-21,2108.69,2095.38,2108.88,2093.42,1350000000.0
2000-08-22,2074.7,2112.02,2114.52,2074.52,1320000000.0
2000-08-23,2057.92,2064.05,2080.14,1980.35,1890000000.0
2000-08-24,2071.16,2058.53,2073.95,2043.21,1380000000.0
2000-08-25,2086.7,2073.72,2086.72,2066.33,1020000000.0
2000-08-28,2100.59,2092.12,2100.7,2085.6,1120000000.0
2000-08-29,2105.48,2103.03,2105.63,2094.61,1000000000.0
2000-08-30,2076.14,2107.02,2108.1,2075.16,1000000000.0
2000-08-31,2021.2,2062.84,2064.76,2019.45,1120000000.0
2000-09-01,1999.86,2009.15,2026.35,1997.72,926640000.0
2000-09-04,2010.6,1994.88,2010.6,1981.23,763880000.0
2000-09-05,1963.79,2015.06,2020.85,1959.59,717960000.0
2000-09-06,1925.91,1955.5,1964.27,1923.6,720580000.0
2000-09-07,1950.66,1929.3,1963.23,1929.3,624960000.0
2000-09-08,1959.31,1955.15,1963.89,1945.92,568170000.0
2000-09-11,1972.04,1963.27,1972.08,1956.08,616490000.0
2000-09-12,1979.1,1975.41,1979.32,1965.4,543590000.0
2000-09-13,1988.94,1980.53,1995.32,1975.13,603750000.0
2000-09-14,1979.51,1989.97,1992.37,1973.02,510430000.0
2000-09-15,1978.43,1978.04,1978.47,1966.88,469050000.0
2000-09-18,1946.75,1979.53,1981.13,1946.18,517700000.00000006
2000-09-19,1903.15,1937.32,1937.37,1895.49,674230000.0
2000-09-20,1922.29,1902.91,1922.3,1892.28,510610000.0
2000-09-21,1907.31,1924.83,1927.52,1905.65,488490000.0
2000-09-22,1891.98,1904.57,1904.57,1888.09,512280000.0
2000-09-25,1875.91,1889.9,1896.72,1874.21,376580000.0
2000-09-26,1887.83,1878.31,1890.67,1878.05,344900000.0
2000-09-27,1914.09,1889.88,1914.11,1889.87,337980000.0
2000-09-28,1889.29,1915.5,1917.06,1886.94,381820000.0
2000-09-29,1910.16,1888.2,1910.49,1888.07,374560000.0
2000-10-09,1915.35,1912.08,1915.49,1897.24,424580000.0
2000-10-10,1942.15,1917.9,1942.17,1917.68,522870000.0
2000-10-11,1933.73,1944.25,1948.01,1931.46,566960000.0
2000-10-12,1926.32,1933.14,1933.33,1918.47,569860000.0
2000-10-13,1918.16,1927.35,1932.32,1911.36,542440000.0
2000-10-16,1902.81,1917.45,1917.56,1897.91,466740000.0
2000-10-17,1909.49,1902.07,1909.49,1896.94,354640000.0
2000-10-18,1922.85,1911.7,1922.85,1911.7,505840000.0
2000-10-19,1913.42,1925.21,1927.37,1911.18,429810000.0
2000-10-20,1947.45,1913.16,1947.47,1912.38,670330000.0
2000-10-23,1958.94,1952.96,1960.86,1945.67,710550000.0
2000-10-24,1956.34,1960.37,1962.13,1945.53,523240000.0
2000-10-25,1977.25,1957.38,1978.99,1957.31,857620000.0
2000-10-26,1967.67,1979.3,1980.63,1962.2,786150000.0
2000-10-27,1967.4,1968.17,1971.79,1957.74,604910000.0
2000-10-30,1973.58,1967.65,1974.24,1962.81,744170000.0
2000-10-31,1961.29,1974.53,1979.99,1956.42,647150000.0
2000-11-01,1977.36,1961.08,1977.37,1959.72,582090000.0
2000-11-02,1984.26,1981.77,1992.86,1980.89,654430000.0
2000-11-03,1981.63,1984.99,1989.11,1977.21,584800000.0
2000-11-06,1991.17,1983.07,1992.88,1982.75,686310000.0
2000-11-07,1997.08,1993.45,1997.08,1990.06,530280000.0
2000-11-08,2012.91,1999.15,2012.99,1998.35,630140000.0
2000-11-09,2032.48,2016.22,2032.52,2014.84,921730000.0
2000-11-10,2047.46,2037.08,2051.34,2033.63,1100000000.0
2000-11-13,2070.79,2054.48,2071.69,2053.44,1080000000.0
2000-11-14,2085.12,2072.79,2085.12,2055.21,1010000000.0
2000-11-15,2081.91,2087.28,2092.65,2074.38,1010000000.0
2000-11-16,2095.98,2081.14,2096.05,2080.61,1030000000.0
2000-11-17,2093.24,2098.89,2104.7,2084.9,958950000.0
2000-11-20,2101.39,2092.59,2101.4,2078.28,1000000000.0
2000-11-21,2097.98,2104.07,2112.91,2095.58,902450000.0
2000-11-22,2113.3,2097.28,2113.35,2091.62,844740000.0
2000-11-23,2119.44,2119.16,2125.72,2109.22,1030000000.0
2000-11-24,2053.37,2119.01,2125.41,2045.51,1230000000.0
2000-11-27,2049.67,2041.15,2062.81,2031.93,814540000.0
2000-11-28,2079.4,2052.78,2079.48,2052.78,667210000.0
2000-11-29,2067.49,2081.5,2082.9,2055.94,715300000.0
2000-11-30,2070.61,2067.07,2072.29,2057.04,638120000.0
2000-12-01,2081.84,2073.09,2082.03,2071.49,607980000.0
2000-12-04,2092.14,2084.48,2092.32,2077.81,707280000.0
2000-12-05,2091.67,2094.99,2097.29,2085.8,626760000.0
2000-12-06,2075.63,2093.0,2095.44,2070.35,736720000.0
2000-12-07,2075.04,2072.53,2078.14,2060.73,704240000.0
2000-12-08,2073.16,2074.57,2083.27,2069.66,711880000.0
2000-12-11,2046.08,2072.28,2072.48,2039.0,650900000.0
2000-12-12,2059.05,2045.17,2059.05,2037.9,871840000.0
2000-12-13,2056.12,2057.38,2059.6,2050.18,653940000.0
2000-12-14,2051.08,2057.0,2059.27,2046.94,541530000.0
2000-12-15,2039.36,2052.79,2055.61,2036.88,548700000.0
2000-12-18,2044.55,2038.45,2044.56,2024.29,729050000.0
2000-12-19,2049.03,2047.35,2056.76,2046.03,744490000.0
2000-12-20,2071.27,2050.07,2071.31,2048.64,829890000.0
2000-12-21,2076.89,2075.56,2086.94,2074.34,928050000.0
2000-12-22,2069.77,2078.43,2079.97,2066.22,832830000.0
2000-12-25,2068.17,2071.57,2075.21,2062.04,862950000.0
2000-12-26,2076.27,2070.38,2076.41,2068.81,774610000.0
2000-12-27,2058.24,2077.72,2079.76,2056.0,874310000.0
2000-12-28,2053.7,2054.52,2061.05,2047.74,779820000.0
2000-12-29,2073.48,2055.83,2073.88,2055.51,849290000.0
2001-01-02,2103.47,2077.08,2103.54,2074.88,933900000.0
2001-01-03,2123.9,2108.25,2123.9,2105.5,1190000000.0
2001-01-04,2117.41,2125.49,2127.42,2113.18,1030000000.0
2001-01-05,2125.3,2117.66,2125.38,2114.06,1020000000.0
2001-01-08,2102.06,2128.6,2131.98,2092.1,1160000000.0
2001-01-09,2101.14,2099.32,2111.1,2082.84,877880000.0
2001-01-10,2125.61,2102.09,2125.67,2102.07,951910000.0
2001-01-11,2119.14,2129.61,2131.37,2117.03,1030000000.0
2001-01-12,2104.75,2116.85,2117.73,2100.27,797740000.0
2001-01-15,2032.44,2097.09,2097.09,2030.29,950700000.0
2001-01-16,2045.89,2018.3,2045.95,2007.71,843110000.0
2001-01-17,2034.58,2046.38,2048.7,2031.76,512419999.99999994
2001-01-18,2043.11,2033.69,2049.36,2033.58,608680000.0
2001-01-19,2065.61,2046.58,2067.88,2046.54,641930000.0
2001-02-05,2008.03,2069.86,2072.55,2005.68,565900000.0
2001-02-06,1995.32,1999.72,1999.72,1956.18,621170000.0
2001-02-07,1979.94,1995.6,1998.25,1978.6,422900000.0
2001-02-08,1930.14,1977.56,1986.9,1926.4,530870000.0
2001-02-09,1956.97,1935.19,1963.33,1935.19,608110000.0
2001-02-12,1961.22,1958.65,1961.81,1935.59,493030000.0
2001-02-13,1963.53,1962.53,1974.0,1958.99,394530000.0
2001-02-14,1963.2,1962.74,1966.84,1956.42,322750000.0
2001-02-15,1946.48,1963.45,1966.92,1944.56,339130000.0
2001-02-16,1941.96,1942.05,1942.12,1911.87,500070000.0
2001-02-19,1967.55,1942.58,1969.35,1935.65,406010000.0
2001-02-20,1953.22,1969.78,1980.39,1947.26,450410000.0
2001-02-21,1909.33,1948.42,1948.42,1901.2,554350000.0
2001-02-22,1907.26,1901.99,1922.46,1893.78,381820000.0
2001-02-23,1936.35,1906.91,1936.63,1906.55,422850000.0
2001-02-26,1954.69,1940.77,1954.78,1935.55,523250000.0
2001-02-27,1962.04,1956.27,1962.28,1946.98,494660000.0
2001-02-28,1959.18,1964.36,1965.02,1950.93,462490000.0
2001-03-01,1965.12,1959.01,1968.36,1953.72,804280000.0
2001-03-02,1985.11,1969.06,1987.39,1968.96,638040000.0
2001-03-05,1984.2,1991.28,1993.81,1979.65,639000000.0
2001-03-06,1990.06,1986.73,1990.06,1977.11,1760000000.0
2001-03-07,1991.18,1991.28,1996.85,1986.04,1170000000.0
2001-03-08,2000.9,1990.64,2002.25,1989.87,921790000.0
2001-03-09,2011.66,2003.2,2015.5,1999.48,1360000000.0
2001-03-12,2012.55,2013.31,2015.6,2004.96,1090000000.0
2001-03-13,1998.7,2012.15,2012.77,1992.17,1180000000.0
2001-03-14,2018.62,1996.15,2018.62,1994.94,855380000.0
2001-03-15,2022.6,2019.72,2027.33,2017.59,1060000000.0
2001-03-16,2020.24,2023.03,2024.28,2011.99,882280000.0
2001-03-19,2036.62,2019.85,2036.63,2017.49,993560000.0
2001-03-20,2045.79,2039.55,2045.94,2037.17,1060000000.0
2001-03-21,2066.39,2047.63,2066.39,2046.43,1150000000.0
2001-03-22,2087.53,2071.2,2087.53,2068.14,1640000000.0
2001-03-23,2053.54,2091.18,2093.95,2052.55,1860000000.0
2001-03-26,2089.88,2052.05,2089.99,2052.05,1290000000.0
2001-03-27,2107.26,2096.5,2107.3,2090.9,1350000000.0
2001-03-28,2106.87,2109.76,2112.88,2096.92,1250000000.0
2001-03-29,2101.66,2107.22,2111.73,2096.93,1230000000.0
2001-03-30,2112.78,2101.1,2112.83,2096.28,1060000000.0
2001-04-02,2125.08,2117.45,2126.97,2114.78,1200000000.0
2001-04-03,2123.05,2127.78,2129.83,2109.25,1060000000.0
2001-04-04,2090.72,2123.89,2128.16,2084.93,1220000000.0
2001-04-05,2112.6,2084.81,2112.62,2081.64,898620000.0
2001-04-06,2108.61,2116.38,2122.22,2103.26,829210000.0
2001-04-09,2117.37,2108.97,2117.41,2100.97,958210000.0
2001-04-10,2128.48,2119.54,2128.55,2119.36,884070000.0
2001-04-11,2131.4,2130.89,2134.51,2121.16,963160000.0
2001-04-12,2134.8,2132.81,2141.92,2124.82,1340000000.0
2001-04-13,2145.4,2135.67,2145.44,2130.59,1030000000.0
2001-04-16,2168.06,2150.29,2168.08,2150.29,1420000000.0
2001-04-17,2176.68,2173.3,2177.16,2163.19,1540000000.0
2001-04-18,2172.56,2177.99,2179.74,2167.59,1420000000.0
2001-04-19,2172.87,2172.43,2175.57,2148.31,1510000000.0
2001-04-20,2152.34,2173.96,2179.57,2152.01,1620000000.0
2001-04-23,2150.43,2150.34,2157.51,2132.55,1400000000.0
2001-04-24,2166.17,2151.34,2166.19,2151.34,1070000000.0000001
2001-04-25,2119.18,2168.05,2170.39,2115.26,1370000000.0
2001-04-26,2105.06,2113.39,2125.79,2102.82,998890000.0
2001-04-27,2115.11,2104.03,2120.84,2104.03,848590000.0
2001-04-30,2119.18,2117.17,2122.5,2111.95,763660000.0
2001-05-08,2137.99,2119.9,2138.04,2119.89,664910000.0
2001-05-09,2132.89,2140.55,2142.38,2127.32,784360000.0
2001-05-10,2147.28,2134.19,2147.34,2134.19,826860000.0
2001-05-11,2155.41,2150.32,2155.42,2144.76,834140000.0
2001-05-14,2178.47,2161.61,2178.7,2160.12,1160000000.0
2001-05-15,2191.06,2184.79,2191.07,2176.79,1290000000.0
2001-05-16,2199.51,2195.36,2199.54,2187.41,1200000000.0
2001-05-17,2194.65,2201.98,2205.01,2187.84,1170000000.0
