,up_dt,up_price,down_dt,down_price,highest,weeks,rise_rate%,down_up%,id
0,2011-08-26,983.21,2011-09-23,938.53,960.87,4,0.43,-4.54,000001
1,2012-03-23,902.67,2012-04-06,901.5,901.5,2,1.86,-0.13,000001
2,2013-01-25,1093.13,2013-08-16,972.51,1322.98,28,2.88,-11.03,000001
3,2013-09-13,1219.87,2014-02-14,1113.59,1281.95,22,8.61,-8.71,000001
4,2014-07-11,1083.87,2015-09-25,1440.98,2305.08,63,114.23,32.95,000001
5,2016-09-09,1557.32,2017-05-19,1445.18,1601.2,35,6.37,-7.2,000001
6,2017-07-14,1804.36,2018-05-18,1839.79,2463.9,43,34.76,1.96,000001
7,2019-03-08,2079.68,2020-04-03,2153.63,2896.38,55,37.13,3.56,000001
8,2020-09-30,2605.14,2021-09-10,3512.04,4191.4,49,60.79,34.81,000001
9,2011-04-07,1229.7,2011-06-24,1142.0,1196.98,11,0.0,-7.13,000002
10,2011-07-08,1199.6,2011-09-09,1102.72,1148.54,9,0.0,-8.08,000002
11,2012-03-23,1107.96,2013-09-18,1346.21,1677.42,73,48.59,21.5,000002
12,2014-07-18,1303.01,2017-05-26,2989.13,3927.76,120,175.93,129.4,000002
13,2017-07-07,3527.17,2018-06-29,3622.74,5643.98,50,60.43,2.71,000002
14,2019-03-22,4341.43,2020-04-24,4018.75,4852.65,56,6.85,-7.43,000002
15,2020-08-28,4399.25,2021-06-04,4236.93,5123.19,40,14.75,-3.69,000002
16,2013-03-01,35.94,2016-03-18,126.46,194.84,156,447.61,251.86,000004
17,2016-09-23,158.77,2017-06-23,97.82,184.86,28,26.23,-38.39,000004
18,2019-04-26,84.73,2020-09-30,88.41,164.39,74,69.04,4.34,000004
19,2020-12-04,101.21,2020-12-25,82.83,99.84,3,0.0,-18.16,000004
20,2014-08-29,23.73,2016-03-25,93.95,203.56,61,715.87,295.91,000005
21,2019-03-29,39.89,2019-06-28,29.98,42.61,13,0.0,-24.84,000005
22,2019-09-27,31.61,2019-11-29,28.48,32.69,9,2.54,-9.9,000005
23,2020-09-04,28.76,2020-09-18,26.99,27.67,2,0.0,-6.15,000005
24,2012-04-20,169.22,2013-08-16,170.32,202.96,67,16.11,0.65,000006
25,2013-08-30,183.66,2014-02-21,177.18,222.9,25,24.73,-3.53,000006
26,2014-04-04,200.42,2016-02-05,309.87,748.06,96,278.29,54.61,000006
27,2016-10-28,391.4,2017-05-12,322.06,410.07,28,0.0,-17.72,000006
28,2017-07-07,348.73,2017-08-11,333.49,347.97,5,0.55,-4.37,000006
29,2019-04-12,294.67,2019-06-21,251.43,286.29,10,0.0,-14.67,000006
30,2020-06-24,286.82,2021-01-08,244.54,371.4,28,12.07,-14.74,000006
31,2011-08-12,34.5,2011-09-30,28.58,34.12,7,3.96,-17.16,000008
32,2012-08-24,29.94,2014-06-20,47.36,64.47,93,106.97,58.18,000008
33,2014-09-26,88.53,2016-09-02,248.16,347.95,82,260.94,180.31,000008
34,2017-10-27,245.47,2018-02-09,200.43,245.74,15,0.0,-18.35,000008
35,2013-05-03,46.2,2014-01-17,42.29,56.09,37,18.21,-8.46,000009
36,2014-02-28,54.7,2015-09-18,60.2,141.34,65,157.22,10.05,000009
37,2015-12-04,108.66,2016-02-19,76.46,110.97,10,10.97,-29.63,000009
38,2016-09-02,89.8,2016-12-02,81.79,89.8,12,0.0,-8.92,000009
39,2019-03-22,60.98,2022-02-15,130.41,265.02,150,389.24,113.86,000009
40,2011-05-13,28.4,2011-10-28,19.25,29.91,23,0.0,-32.22,000011
41,2013-02-08,17.09,2013-03-29,14.48,16.41,6,0.8,-15.27,000011
42,2013-05-10,18.37,2014-01-24,17.0,21.56,37,12.12,-7.46,000011
43,2014-09-19,19.23,2015-10-23,30.83,46.08,57,138.26,60.32,000011
44,2015-11-06,36.73,2016-03-11,30.88,38.53,17,9.18,-15.93,000011
45,2016-04-01,32.9,2016-05-27,29.66,34.27,8,5.61,-9.85,000011
46,2016-08-05,33.94,2017-12-15,40.8,51.3,69,45.74,20.21,000011
47,2019-10-25,25.12,2019-11-01,24.35,24.35,1,0.0,-3.07,000011
48,2020-06-12,36.84,2021-01-08,29.84,68.33,30,71.0,-19.0,000011
49,2013-05-31,165.68,2014-01-10,114.26,169.72,32,0.0,-31.04,000012
50,2014-11-07,124.62,2015-10-16,161.64,255.2,45,98.35,29.71,000012
51,2015-12-18,191.8,2016-03-11,163.26,224.64,11,0.0,-14.88,000012
52,2016-07-22,185.74,2017-04-21,179.95,226.39,38,27.33,-3.12,000012
53,2019-04-12,132.98,2019-06-06,111.26,131.37,8,0.0,-16.33,000012
54,2012-06-01,53.27,2013-08-09,64.93,75.52,60,33.57,21.89,000014
55,2013-08-30,78.67,2014-02-28,69.03,88.39,26,23.04,-12.25,000014
56,2014-04-30,75.94,2014-05-09,67.21,67.21,1,0.0,-11.5,000014
57,2014-05-23,69.64,2014-06-06,64.85,67.28,2,0.0,-6.88,000014
58,2014-08-01,82.74,2016-02-05,130.42,279.72,79,233.52,57.63,000014
59,2016-08-26,152.87,2017-02-17,135.63,173.37,24,14.2,-11.28,000014
60,2019-04-12,89.88,2019-05-24,72.49,89.58,6,0.0,-19.35,000014
61,2020-07-03,82.19,2020-12-11,64.27,100.95,23,8.22,-21.8,000014
62,2013-03-15,27.13,2013-04-03,27.31,28.12,3,0.0,0.66,000016
63,2013-05-31,29.57,2013-06-28,25.96,28.76,4,0.0,-12.21,000016
64,2013-08-16,30.29,2016-02-19,92.27,271.34,118,823.24,204.62,000016
65,2017-07-21,91.73,2018-06-22,87.25,130.22,47,39.5,-4.88,000016
66,2019-04-19,99.35,2019-06-28,77.67,90.5,10,0.0,-21.82,000016
67,2019-09-06,84.18,2020-11-06,127.72,213.37,60,150.79,51.72,000016
68,2021-08-20,143.62,2021-11-19,118.33,143.44,12,2.19,-17.61,000016
69,2022-01-14,121.22,2022-01-21,115.8,115.8,1,0.0,-4.47,000016
70,2012-10-26,15.4,2015-09-30,27.35,87.93,95,464.38,77.6,000017
71,2015-12-11,47.17,2016-02-26,40.78,51.1,10,3.67,-13.55,000017
72,2016-12-23,43.41,2017-03-31,34.51,47.31,13,10.8,-20.5,000017
73,2019-03-29,17.1,2019-06-14,13.88,17.78,11,0.0,-18.83,000017
74,2019-09-06,17.85,2019-11-22,13.74,16.96,11,0.0,-23.03,000017
75,2011-04-08,11.93,2011-06-10,9.9,12.31,9,0.0,-17.02,000018
76,2012-11-02,9.19,2014-04-30,12.07,14.32,77,53.81,31.34,000018
77,2014-06-06,14.14,2016-11-11,51.08,71.76,105,282.92,261.24,000018
78,2012-04-26,18.59,2012-07-13,17.09,21.39,8,15.06,-8.07,000019
79,2013-09-13,15.87,2013-11-22,14.18,15.46,10,2.05,-10.65,000019
80,2014-03-28,16.36,2014-06-20,14.37,16.63,12,6.19,-12.16,000019
81,2014-08-08,16.37,2015-09-30,19.93,56.6,60,232.75,21.75,000019
82,2015-11-13,45.25,2017-05-12,44.83,71.86,76,74.63,-0.93,000019
83,2020-04-24,46.85,2021-01-15,27.97,42.16,38,16.43,-40.3,000019
84,2012-06-15,13.72,2012-08-17,11.64,14.61,9,0.0,-15.16,000020
85,2013-09-18,12.51,2016-07-01,40.65,61.18,101,404.79,224.94,000020
86,2016-10-21,42.49,2017-01-20,38.04,50.64,13,18.85,-10.47,000020
87,2017-04-14,46.32,2017-09-01,36.75,42.43,8,0.31,-20.66,000020
88,2019-10-25,20.38,2019-11-15,19.8,20.61,3,0.0,-2.85,000020
89,2020-07-24,23.98,2020-12-11,18.33,24.89,20,0.0,-23.56,000020
90,2013-07-05,61.91,2014-05-23,64.74,85.18,46,32.37,4.57,000021
91,2014-07-18,74.76,2015-10-09,105.87,233.75,62,219.24,41.61,000021
92,2015-11-27,182.85,2016-02-05,102.53,177.58,10,0.0,-43.93,000021
93,2016-08-19,150.08,2017-01-13,121.29,139.93,20,0.74,-19.18,000021
94,2017-11-17,122.45,2018-03-16,112.42,143.14,17,18.39,-8.19,000021
95,2019-03-22,129.26,2021-01-22,254.19,362.4,95,201.02,96.65,000021
96,2011-03-25,18.56,2011-07-22,17.25,18.49,17,2.04,-7.06,000023
97,2013-01-25,13.19,2017-04-28,47.02,70.81,165,430.01,256.48,000023
98,2019-03-29,30.19,2019-06-21,25.7,30.99,12,0.03,-14.87,000023
99,2019-09-06,28.6,2019-11-22,24.84,27.73,11,0.0,-13.15,000023
100,2020-04-17,34.01,2021-03-05,30.85,37.53,46,0.0,-9.29,000023
101,2011-05-06,93.08,2011-11-11,88.1,105.64,26,10.54,-5.35,000024
102,2012-01-20,98.7,2013-11-15,119.9,166.49,87,70.79,21.48,000024
103,2011-05-27,15.25,2011-09-09,12.32,15.8,15,0.0,-19.21,000025
104,2013-03-01,9.05,2013-04-19,8.25,8.82,7,0.0,-8.84,000025
105,2013-09-13,9.23,2016-11-04,87.47,126.58,157,1292.52,847.67,000025
106,2019-04-19,45.21,2019-07-12,37.89,42.39,12,0.0,-16.19,000025
107,2019-09-12,42.73,2020-02-07,34.96,42.41,20,2.12,-18.18,000025
108,2020-08-14,40.25,2020-11-27,36.38,44.94,15,0.0,-9.61,000025
109,2013-10-25,51.76,2014-02-07,45.78,54.14,15,5.15,-11.55,000026
110,2014-06-06,51.42,2015-09-11,71.22,179.95,65,236.99,38.51,000026
111,2015-12-11,115.58,2016-02-05,74.49,116.06,8,0.53,-35.55,000026
112,2016-09-30,90.55,2017-06-16,85.85,106.33,36,16.04,-5.19,000026
113,2019-04-19,64.42,2019-05-31,57.48,60.06,6,0.0,-10.77,000026
114,2019-10-11,60.14,2021-02-05,90.48,136.48,68,134.91,50.45,000026
115,2021-02-10,98.24,2021-08-06,93.4,119.81,25,18.11,-4.93,000026
116,2014-04-18,47.72,2016-01-22,87.85,181.25,92,279.26,84.09,000027
117,2017-02-17,84.82,2017-06-30,83.34,88.15,19,3.1,-1.74,000027
118,2017-07-21,82.66,2017-07-28,82.17,82.17,1,0.0,-0.59,000027
119,2019-03-08,78.93,2020-02-28,71.87,84.52,50,4.36,-8.94,000027
120,2020-07-24,83.95,2022-01-28,103.72,149.83,79,74.57,23.55,000027
121,2012-06-29,83.61,2013-06-28,79.0,100.98,50,19.91,-5.51,000028
122,2013-08-16,102.41,2014-06-20,108.58,158.69,44,54.88,6.02,000028
123,2014-07-25,128.78,2016-04-01,173.27,255.84,67,90.07,34.55,000028
124,2016-04-08,193.52,2016-07-15,191.6,195.52,14,1.77,-0.99,000028
125,2016-08-05,194.48,2017-09-29,190.86,230.87,59,18.75,-1.86,000028
126,2019-04-26,134.68,2019-05-31,123.48,135.31,5,0.0,-8.32,000028
127,2019-09-27,125.98,2020-04-10,120.0,152.63,27,20.73,-4.75,000028
128,2020-07-17,136.03,2021-02-05,110.15,158.67,29,19.64,-19.03,000028
129,2011-07-22,7.54,2011-07-29,7.19,7.19,1,0.0,-4.64,000029
130,2013-01-18,6.16,2013-04-19,5.5,6.05,12,1.0,-10.71,000029
131,2013-10-18,5.55,2014-02-07,5.22,6.21,16,15.64,-5.95,000029
132,2014-03-28,6.74,2016-02-26,13.29,24.06,99,252.79,97.18,000029
133,2014-04-18,9.37,2014-05-09,8.38,8.81,3,1.15,-10.57,000030
134,2014-07-25,9.53,2015-10-09,11.19,22.29,63,136.88,17.42,000030
135,2016-09-30,13.12,2017-12-01,11.64,13.56,59,6.35,-11.28,000030
136,2019-04-04,11.18,2021-06-25,14.23,17.54,115,44.96,27.28,000030
137,2011-05-06,16.4,2011-10-14,12.18,17.0,21,0.0,-25.73,000033
138,2013-03-01,9.52,2013-03-22,8.82,9.21,3,0.0,-7.35,000033
139,2013-11-01,8.9,2014-01-10,7.18,9.39,10,6.83,-19.33,000033
140,2013-09-30,12.57,2014-02-28,11.78,13.44,21,0.0,-6.28,000034
141,2014-03-14,14.0,2017-02-17,62.16,94.19,112,560.52,344.0,000034
142,2019-09-12,51.04,2021-01-15,58.43,92.2,69,87.36,14.48,000034
143,2014-08-22,28.53,2015-09-30,32.26,67.76,49,140.11,13.07,000035
144,2016-11-11,38.18,2017-06-16,34.94,41.99,30,6.38,-8.49,000035
145,2019-07-26,26.86,2020-03-20,24.23,33.71,33,32.87,-9.79,000035
146,2012-05-24,18.92,2012-11-30,14.49,20.67,26,13.14,-23.41,000036
147,2012-12-07,16.88,2013-04-19,16.53,19.12,18,10.33,-2.07,000036
148,2014-08-22,16.68,2017-02-03,41.69,54.29,125,217.86,149.94,000036
149,2017-06-09,45.57,2018-03-30,44.03,66.94,41,49.69,-3.38,000036
150,2019-04-04,44.13,2019-10-25,34.27,43.68,29,0.11,-22.34,000036
151,2020-07-03,38.09,2021-02-19,35.56,40.48,33,0.0,-6.64,000036
152,2021-03-26,36.21,2021-05-07,33.69,36.34,6,0.0,-6.96,000036
153,2019-10-18,39.17,2019-11-22,44.47,44.47,5,15.39,13.53,000038
154,2020-01-03,41.12,2020-02-14,34.89,41.36,5,0.0,-15.15,000038
155,2020-06-19,39.0,2020-11-27,36.71,54.48,23,40.16,-5.87,000038
156,2021-05-28,40.39,2021-07-09,35.39,39.7,6,0.0,-12.38,000038
157,2011-07-29,24.61,2011-09-09,20.57,23.72,6,0.0,-16.42,000040
158,2012-06-08,19.14,2012-07-13,16.52,19.56,5,1.56,-13.69,000040
159,2012-12-07,18.07,2013-07-12,17.06,22.11,30,17.36,-5.59,000040
160,2013-10-11,18.84,2013-11-08,16.34,17.89,4,0.0,-13.27,000040
161,2014-08-15,18.96,2016-06-24,59.65,109.26,81,462.04,214.61,000040
162,2016-08-19,74.82,2016-11-25,68.87,74.64,12,0.0,-7.95,000040
163,2017-02-24,67.92,2017-07-28,66.33,87.9,21,32.92,-2.34,000040
164,2017-08-11,66.81,2018-02-02,63.24,83.94,24,14.16,-5.34,000040
165,2011-04-15,95.78,2011-12-02,82.59,120.65,28,28.19,-13.77,000042
166,2012-04-20,100.48,2012-09-28,94.38,113.46,23,4.48,-6.07,000042
167,2012-10-12,95.62,2014-02-28,123.39,150.07,65,44.23,29.04,000042
168,2014-09-12,153.69,2015-09-30,156.49,317.21,55,118.45,1.82,000042
169,2015-12-04,217.3,2016-02-19,183.27,231.78,10,10.78,-15.66,000042
170,2016-08-26,221.13,2017-06-23,193.41,224.54,20,2.02,-12.54,000042
171,2018-08-31,189.58,2018-11-09,144.08,204.79,9,6.74,-24.0,000042
172,2020-06-19,122.87,2020-09-18,120.29,132.49,13,7.19,-2.1,000042
173,2013-03-01,18.03,2013-08-16,14.82,19.75,24,13.57,-17.8,000045
174,2013-09-06,16.25,2014-01-10,14.7,17.53,18,5.22,-9.54,000045
175,2014-01-24,16.54,2014-06-27,14.8,20.09,6,15.99,-10.52,000045
176,2014-07-11,16.82,2015-09-11,20.5,43.37,61,157.85,21.88,000045
177,2015-12-04,27.14,2016-02-05,22.88,31.08,9,12.98,-15.7,000045
178,2016-07-22,27.26,2017-05-05,23.77,33.63,22,32.56,-12.8,000045
179,2019-04-12,16.35,2020-05-08,14.15,17.1,55,4.84,-13.46,000045
180,2020-07-10,18.74,2020-12-25,14.84,21.51,24,24.34,-20.81,000045
181,2011-05-27,122.12,2011-07-29,121.09,132.75,9,5.27,-0.84,000046
182,2012-03-02,150.6,2012-08-24,101.91,150.6,25,0.0,-32.33,000046
183,2013-01-04,152.66,2013-12-20,124.93,167.41,49,21.91,-18.16,000046
184,2014-05-23,133.19,2014-06-06,130.24,133.48,2,0.0,-2.21,000046
185,2014-08-15,157.09,2015-10-09,305.79,604.95,59,272.51,94.66,000046
186,2016-10-28,314.34,2016-11-04,311.39,311.39,1,0.0,-0.94,000046
187,2019-04-04,252.38,2019-07-26,176.56,250.61,16,0.0,-30.04,000046
188,2020-09-04,153.55,2020-12-11,134.96,163.28,14,6.96,-12.11,000046
189,2013-05-24,53.3,2014-06-20,51.98,79.73,56,45.65,-2.48,000048
190,2014-09-05,64.1,2014-12-12,60.14,69.06,14,7.12,-6.18,000048
191,2015-02-13,78.35,2017-03-31,207.28,258.06,85,227.57,164.56,000048
192,2019-09-06,142.62,2021-01-08,151.92,278.78,69,86.36,6.52,000048
193,2021-04-09,174.55,2021-06-04,179.8,193.76,8,7.69,3.01,000048
194,2012-10-19,49.43,2014-06-27,72.07,103.37,77,112.61,45.8,000050
195,2014-08-01,96.33,2015-08-14,133.81,215.58,53,83.44,38.91,000050
196,2016-07-01,119.6,2017-04-21,96.9,127.97,15,2.97,-18.98,000050
197,2017-07-21,135.13,2018-01-26,118.04,151.71,26,12.6,-12.65,000050
198,2019-03-29,93.27,2020-04-24,79.87,107.65,55,12.84,-14.37,000050
199,2020-07-10,103.08,2020-11-06,91.36,103.66,17,6.02,-11.37,000050
200,2021-01-29,97.37,2021-02-05,91.07,91.07,1,0.0,-6.47,000050
201,2021-02-19,97.83,2021-04-02,86.91,95.17,6,4.05,-11.16,000050
202,2011-04-22,48.85,2011-06-10,38.07,44.6,7,6.39,-22.07,000055
203,2013-02-22,26.75,2015-08-28,47.75,120.66,131,335.44,78.5,000055
204,2015-12-18,77.62,2016-03-11,64.71,95.4,11,0.0,-16.63,000055
205,2016-04-01,94.23,2017-01-06,96.15,126.63,39,33.42,2.04,000055
206,2017-03-10,96.63,2017-03-31,95.94,100.41,3,0.14,-0.71,000055
207,2018-03-30,74.42,2018-04-04,71.95,71.95,1,0.0,-3.32,000055
208,2019-03-15,66.29,2019-07-19,53.73,83.38,18,11.58,-18.95,000055
209,2020-07-31,54.24,2021-01-15,46.93,54.55,24,0.39,-13.48,000055
210,2013-03-01,21.92,2014-02-07,27.43,39.67,47,85.55,25.14,000056
211,2014-11-07,28.77,2015-01-16,23.02,29.24,10,8.18,-19.99,000056
212,2015-03-20,30.99,2016-06-17,41.94,72.67,64,109.85,35.33,000056
213,2017-03-03,43.38,2017-03-24,43.86,44.59,3,0.41,1.11,000056
214,2017-03-31,44.62,2017-04-07,43.48,43.48,1,0.0,-2.55,000056
215,2017-09-01,43.65,2018-04-27,35.18,47.52,11,11.24,-19.4,000056
216,2021-05-21,14.55,2021-07-16,9.65,14.76,8,0.0,-33.68,000056
217,2013-02-08,271.84,2013-06-14,192.31,244.86,17,1.56,-29.26,000060
218,2014-07-25,205.1,2015-09-30,229.97,689.3,62,246.78,12.13,000060
219,2015-12-31,338.82,2016-01-15,246.86,305.27,2,0.0,-27.14,000060
220,2016-12-09,318.64,2017-05-05,241.7,304.1,21,0.0,-24.15,000060
221,2017-08-04,300.34,2017-12-01,267.5,318.88,16,12.13,-10.93,000060
222,2019-04-19,214.95,2019-07-12,175.89,196.3,12,0.0,-18.17,000060
223,2019-07-19,178.71,2019-08-09,163.93,172.73,3,0.0,-8.27,000060
224,2011-04-15,284.93,2011-06-03,236.93,276.88,7,0.0,-16.85,000061
225,2013-03-01,153.34,2013-04-12,141.64,152.79,6,0.0,-7.63,000061
226,2013-05-24,187.63,2015-10-16,442.1,740.6,124,286.68,135.62,000061
227,2015-12-11,491.71,2016-01-29,390.25,527.66,7,1.61,-20.63,000061
228,2019-04-12,169.51,2019-08-09,129.37,170.9,17,0.0,-23.68,000061
229,2019-10-18,145.54,2019-11-29,145.54,150.28,6,0.0,0.0,000061
230,2019-12-06,146.37,2020-12-31,194.59,252.01,55,68.01,32.94,000061
231,2011-04-08,39.3,2011-05-27,33.67,38.51,7,0.0,-14.33,000062
232,2013-02-08,26.91,2013-06-28,21.46,28.05,19,6.49,-20.25,000062
233,2013-07-05,26.69,2016-02-05,106.26,394.42,119,1102.87,298.13,000062
234,2017-01-06,121.29,2017-05-05,103.85,123.75,16,3.95,-14.38,000062
235,2017-05-19,154.82,2017-08-11,113.47,138.34,12,0.0,-26.71,000062
236,2017-10-13,116.59,2017-10-20,112.15,112.15,1,0.0,-3.81,000062
237,2019-04-04,108.28,2019-08-09,84.0,106.79,17,0.0,-22.42,000062
238,2019-09-06,97.58,2020-03-20,82.03,107.58,27,10.69,-15.94,000062
239,2020-07-10,123.57,2020-12-25,82.48,107.71,24,2.92,-33.25,000062
240,2013-05-24,147.8,2014-02-28,150.3,200.62,39,38.69,1.69,000063
241,2014-09-30,172.47,2015-10-16,241.77,365.51,54,112.06,40.18,000063
242,2015-12-18,254.82,2016-01-08,221.56,257.82,3,0.0,-13.05,000063
243,2016-11-25,239.03,2018-07-06,183.21,511.11,76,115.94,-23.35,000063
244,2019-03-22,381.2,2020-09-25,447.59,676.49,78,71.71,17.42,000063
245,2021-08-06,532.89,2021-12-03,421.89,479.8,17,0.22,-20.83,000063
246,2013-08-30,34.81,2016-07-01,101.74,172.95,106,395.84,192.27,000066
247,2016-07-28,96.7,2016-09-23,92.28,98.54,8,0.0,-4.57,000066
248,2018-05-18,65.87,2018-06-29,56.41,65.64,6,0.0,-14.36,000066
249,2019-03-29,83.27,2021-04-16,101.34,162.39,106,93.6,21.7,000066
250,2013-03-15,15.8,2013-12-20,12.16,15.49,40,0.85,-23.04,000068
251,2014-02-28,15.6,2016-03-11,20.13,31.39,82,88.08,29.04,000068
252,2019-01-18,11.55,2019-08-09,7.36,15.27,28,56.62,-36.28,000068
253,2019-10-11,11.0,2019-11-15,9.07,10.08,5,0.0,-17.55,000068
254,2011-09-16,11.45,2011-12-02,10.33,11.13,10,0.82,-9.78,000070
255,2013-03-08,8.35,2014-05-30,9.7,13.04,64,63.82,16.17,000070
256,2015-04-17,18.16,2016-06-08,24.81,34.03,59,33.87,36.62,000070
257,2016-06-17,26.21,2017-02-03,25.68,31.93,32,22.57,-2.02,000070
258,2019-01-25,20.39,2020-01-17,26.83,34.23,50,79.12,31.58,000070
259,2020-08-14,33.19,2020-10-30,24.64,32.13,11,0.0,-25.76,000070
260,2013-02-08,62.62,2013-08-02,54.79,76.04,24,19.45,-12.5,000078
261,2013-09-27,61.18,2015-10-16,128.27,272.58,106,341.5,109.66,000078
262,2015-11-13,149.83,2016-03-11,117.41,191.68,16,25.39,-21.64,000078
263,2016-07-15,152.07,2016-11-11,136.29,146.48,16,0.14,-10.38,000078
264,2019-04-26,87.18,2019-06-14,68.81,84.78,7,0.0,-21.07,000078
265,2020-02-07,145.28,2020-11-06,82.79,119.92,39,12.14,-43.01,000078
266,2011-04-01,28.73,2011-09-23,24.94,31.63,25,6.46,-13.19,000088
267,2012-06-21,26.06,2012-07-06,26.62,26.62,2,2.94,2.15,000088
268,2013-02-01,28.29,2013-06-07,24.74,27.99,17,0.0,-12.55,000088
269,2013-10-11,30.07,2015-09-18,39.83,72.57,101,127.56,32.46,000088
270,2016-10-28,43.04,2016-11-04,43.1,43.1,1,0.0,0.14,000088
271,2016-11-11,43.86,2017-12-15,45.46,62.51,56,38.05,3.65,000088
272,2019-04-12,39.99,2019-06-14,33.3,44.14,9,0.0,-16.73,000088
273,2019-09-12,37.94,2019-12-13,34.6,37.39,13,0.0,-8.8,000088
274,2020-07-24,42.68,2021-03-05,37.5,54.09,32,10.12,-12.14,000088
275,2011-05-20,40.36,2011-06-10,37.97,38.3,3,0.6,-5.92,000089
276,2013-03-22,29.85,2013-04-26,26.84,28.74,5,0.0,-10.08,000089
277,2013-09-18,30.08,2014-04-11,28.05,32.62,29,13.66,-6.75,000089
278,2014-09-05,30.76,2015-10-23,54.2,94.45,59,205.07,76.2,000089
279,2015-11-13,57.79,2016-01-22,49.63,59.55,10,0.0,-14.12,000089
280,2016-07-15,59.34,2017-02-10,56.21,63.85,29,7.01,-5.27,000089
281,2017-03-10,58.1,2018-03-02,59.83,67.51,50,12.65,2.98,000089
282,2019-03-01,68.33,2020-02-28,57.91,77.12,51,20.59,-15.25,000089
283,2020-08-21,70.26,2020-10-30,57.85,67.58,10,1.56,-17.66,000089
284,2021-04-16,61.77,2021-06-04,57.52,61.64,7,0.0,-6.88,000089
285,2011-04-22,21.27,2011-08-05,17.98,21.6,15,6.35,-15.47,000090
286,2013-01-04,14.56,2014-01-10,13.24,17.23,50,24.4,-9.07,000090
287,2014-04-25,16.34,2015-10-16,36.42,66.42,69,305.49,122.89,000090
288,2015-11-20,40.33,2016-01-15,25.71,40.04,8,0.0,-36.25,000090
289,2016-11-25,29.93,2016-12-02,29.1,29.1,1,0.0,-2.77,000090
290,2017-04-28,30.39,2018-02-14,28.52,35.72,41,21.17,-6.15,000090
291,2019-04-12,28.89,2020-03-20,23.66,29.2,47,1.99,-18.1,000090
292,2020-04-30,31.15,2021-01-29,29.03,43.77,39,37.0,-6.81,000090
293,2011-04-08,13.12,2011-06-17,10.78,13.02,10,0.85,-17.84,000096
294,2013-02-08,9.69,2013-08-02,8.28,9.55,24,1.7,-14.55,000096
295,2013-09-13,9.79,2016-02-26,23.44,50.78,127,440.21,139.43,000096
296,2016-10-28,23.92,2017-08-18,25.13,30.08,42,26.87,5.06,000096
297,2019-04-19,20.12,2019-06-28,17.39,20.73,10,2.62,-13.57,000096
298,2019-10-11,18.3,2020-10-30,17.32,22.65,54,25.76,-5.36,000096
299,2013-03-01,26.01,2013-04-12,23.52,25.83,6,0.0,-9.57,000099
300,2013-11-22,30.57,2015-10-16,50.29,80.52,99,174.06,64.51,000099
301,2019-03-29,24.58,2020-02-21,22.38,28.2,46,0.0,-8.95,000099
302,2020-07-24,24.75,2021-01-29,20.54,27.65,27,10.73,-17.01,000099
303,2011-03-24,4.6,2011-10-21,4.41,6.53,29,45.11,-4.13,000100
304,2012-12-14,4.63,2013-08-23,4.77,6.25,35,35.57,3.02,000100
305,2013-11-01,5.17,2013-11-22,5.05,5.05,3,2.43,-2.32,000100
306,2013-12-13,5.11,2013-12-20,4.87,4.87,1,0.0,-4.7,000100
307,2014-02-28,5.87,2014-06-20,4.93,5.65,16,1.44,-16.01,000100
308,2014-08-15,5.77,2015-09-30,8.13,15.25,59,168.01,40.9,000100
309,2017-08-25,8.07,2018-03-23,7.89,10.87,28,34.36,-2.23,000100
310,2019-03-15,8.61,2021-09-03,16.09,21.39,128,132.75,86.88,000100
311,2012-11-02,9.11,2016-06-24,52.65,104.45,141,1134.63,477.94,000150
312,2016-08-19,64.31,2016-09-23,58.41,64.05,5,1.97,-9.17,000150
313,2016-12-16,66.07,2017-02-17,57.06,63.62,9,0.0,-13.64,000150
314,2017-12-22,58.71,2018-08-03,54.19,61.04,32,0.0,-7.7,000150
315,2021-05-14,24.48,2021-09-24,13.81,22.12,19,0.0,-43.59,000150
316,2013-02-22,28.12,2014-04-25,27.6,37.12,48,24.56,-1.85,000153
317,2014-08-29,36.12,2015-08-21,45.76,78.36,50,89.64,26.69,000153
318,2016-11-11,51.96,2017-08-25,40.68,53.68,16,2.36,-21.71,000153
319,2019-04-19,30.4,2019-06-28,26.0,27.32,10,0.0,-14.47,000153
320,2019-07-26,25.92,2019-08-09,24.24,25.4,2,0.0,-6.48,000153
321,2019-08-16,24.56,2021-01-29,28.64,53.48,75,108.26,16.61,000153
322,2011-04-22,8.85,2011-09-16,8.06,10.31,21,19.88,-8.93,000155
323,2013-02-22,5.44,2013-08-09,4.9,6.46,24,16.4,-9.93,000155
324,2014-04-18,5.86,2015-09-02,7.36,18.43,66,185.74,25.6,000155
325,2015-12-31,10.46,2016-01-15,7.89,8.63,2,0.0,-24.57,000155
326,2020-01-17,6.18,2020-04-24,5.05,6.1,13,3.57,-18.28,000155
327,2015-01-23,27.38,2015-01-30,28.14,28.14,1,0.0,2.78,000156
328,2015-02-13,33.63,2015-08-21,28.73,60.08,27,54.77,-14.57,000156
329,2019-04-12,12.22,2019-11-08,9.29,12.53,29,0.0,-23.98,000156
330,2020-02-07,13.51,2020-04-24,10.18,12.83,11,1.34,-24.65,000156
331,2020-06-19,11.96,2020-12-11,10.49,13.1,25,10.74,-12.29,000156
332,2012-06-08,403.52,2012-08-24,328.48,397.0,11,0.0,-18.6,000157
