,up_dt,up_price,down_dt,down_price,highest,weeks,rise_rate%,down_up%,id
2490,2021-07-02,108.26,2021-09-10,82.22,105.08,10,5.25,-24.05,600060
2491,2015-11-27,95.35,2016-02-26,65.9,114.09,12,18.14,-30.89,600061
2492,2020-01-03,58.79,2020-04-17,48.85,57.13,14,1.75,-16.91,600061
2493,2020-07-17,59.03,2021-02-10,50.07,62.89,30,8.54,-15.18,600061
2494,2013-03-08,27.34,2013-04-03,23.91,26.48,4,0.0,-12.55,600063
2495,2013-01-18,51.95,2013-06-28,42.62,54.25,22,11.08,-17.96,600064
2496,2013-09-13,53.04,2014-01-30,45.89,51.8,20,1.37,-13.48,600064
2497,2020-01-23,103.12,2020-02-07,97.33,97.33,1,0.0,-5.61,600064
2498,2013-01-18,294.35,2014-04-14,337.46,391.3,64,30.53,14.65,600066
2499,2014-08-15,381.53,2016-03-11,607.24,730.77,81,96.36,59.16,600066
2500,2016-05-20,682.91,2017-01-20,668.26,762.47,34,17.68,-2.15,600066
2501,2017-06-30,762.47,2018-05-11,756.19,893.47,44,16.77,-0.82,600066
2502,2020-08-14,612.33,2021-05-14,580.92,708.93,39,18.85,-5.13,600066
2503,2015-12-11,154.48,2016-01-08,142.87,167.66,4,0.21,-7.52,600067
2504,2017-08-11,141.11,2017-11-17,124.76,150.26,13,2.27,-11.59,600067
2505,2021-08-20,86.96,2021-11-19,86.26,103.84,13,15.21,-0.8,600067
2506,2014-04-04,48.75,2015-09-30,104.39,211.75,78,329.86,114.13,600070
2507,2016-03-25,136.78,2016-12-16,152.38,184.66,37,23.23,11.41,600070
2508,2011-07-15,56.45,2011-07-22,54.59,54.59,1,0.0,-3.29,600071
2509,2013-03-15,35.06,2013-05-10,32.47,36.91,8,6.31,-7.39,600071
2510,2013-09-30,29.29,2013-10-25,27.93,30.32,3,0.0,-4.64,600071
2511,2014-06-20,39.7,2015-09-18,67.68,165.66,65,181.3,70.48,600071
2512,2015-11-27,109.49,2016-03-18,119.06,129.12,15,18.09,8.74,600071
2513,2016-03-25,120.14,2017-01-20,105.29,146.32,20,24.63,-12.36,600071
2514,2020-08-07,57.08,2020-11-06,46.29,60.75,13,0.0,-18.9,600071
2515,2014-09-05,41.22,2014-11-21,41.08,49.99,11,12.56,-0.34,600072
2516,2017-08-25,65.92,2017-11-10,55.27,67.26,10,0.0,-16.16,600072
2517,2019-04-04,64.8,2019-06-21,44.39,61.21,11,10.91,-31.5,600072
2518,2020-08-21,52.57,2020-09-18,45.83,51.16,4,0.0,-12.82,600072
2519,2013-02-08,14.33,2014-04-25,17.03,25.74,62,68.57,18.84,600073
2520,2014-10-10,20.43,2014-12-05,20.38,20.62,8,8.58,-0.24,600073
2521,2020-05-29,21.41,2021-03-05,21.15,29.77,40,29.72,-1.21,600073
2522,2011-07-15,35.5,2011-12-09,19.24,37.02,20,5.53,-45.8,600074
2523,2013-09-18,54.02,2013-11-15,46.03,51.9,8,3.39,-14.79,600075
2524,2016-04-22,82.65,2017-06-30,96.65,116.38,61,38.81,16.94,600075
2525,2017-08-04,121.63,2017-11-03,95.34,111.52,12,6.35,-21.61,600075
2526,2014-07-11,15.12,2016-08-19,48.95,62.79,89,319.44,223.74,600076
2527,2012-04-06,42.22,2012-10-12,40.06,59.66,26,26.72,-5.12,600077
2528,2013-01-18,49.77,2013-06-28,38.29,52.87,22,14.19,-23.07,600077
2529,2015-12-25,66.44,2016-01-08,45.36,59.67,2,0.0,-31.73,600077
2530,2020-01-23,23.35,2020-05-15,22.92,23.7,15,16.69,-1.84,600077
2531,2011-04-08,88.25,2011-06-10,70.81,89.31,9,0.0,-19.76,600078
2532,2012-06-29,191.46,2012-07-27,181.73,193.22,4,0.0,-5.08,600079
2533,2014-07-11,252.91,2014-09-19,243.88,248.97,10,2.2,-3.57,600079
2534,2015-02-13,241.08,2016-03-11,261.33,446.55,55,81.92,8.4,600079
2535,2011-11-25,57.95,2012-01-20,47.48,54.51,8,0.0,-18.07,600080
2536,2012-03-16,53.0,2012-06-29,50.2,58.59,15,2.81,-5.28,600080
2537,2013-04-03,55.07,2013-05-03,45.17,51.96,4,0.0,-17.98,600080
2538,2015-03-27,89.5,2015-08-21,79.44,155.41,21,50.17,-11.24,600080
2539,2020-10-09,43.01,2020-11-06,42.45,42.45,4,5.78,-1.3,600080
2540,2014-08-29,24.07,2015-08-28,27.07,58.52,52,128.86,12.46,600082
2541,2011-04-08,8.69,2011-06-03,7.18,9.05,8,0.0,-17.38,600083
2542,2014-08-01,7.23,2017-03-03,21.97,25.46,114,225.58,203.87,600083
2543,2019-10-18,18.75,2020-03-13,11.64,28.8,20,51.58,-37.92,600083
2544,2015-12-11,43.89,2016-01-29,26.7,47.7,7,0.0,-39.17,600084
2545,2020-08-28,13.32,2020-09-30,11.11,13.02,5,0.0,-16.59,600084
2546,2012-06-21,143.79,2013-11-29,185.19,227.05,73,41.82,28.79,600085
2547,2015-12-11,327.01,2016-04-22,269.1,420.99,18,20.4,-17.71,600085
2548,2011-11-11,38.24,2011-12-16,31.93,37.02,5,1.04,-16.5,600088
2549,2014-08-29,43.54,2015-01-16,42.3,50.73,20,14.39,-2.85,600088
2550,2015-12-11,65.4,2016-02-05,43.8,70.27,8,2.97,-33.03,600088
2551,2019-03-15,45.29,2020-04-03,35.76,61.95,54,0.0,-21.04,600088
2552,2014-09-19,392.54,2015-09-25,447.07,863.33,53,113.99,13.89,600089
2553,2020-04-10,331.72,2020-05-29,302.3,355.89,7,0.0,-8.87,600089
2554,2019-11-08,1.76,2019-11-15,1.32,1.32,1,0.0,-25.0,600091
2555,2014-03-07,20.37,2014-07-04,19.13,22.27,17,15.45,-6.09,600093
2556,2015-11-06,57.45,2016-02-05,40.65,62.1,13,4.16,-29.24,600093
2557,2017-03-31,42.54,2017-05-12,40.09,44.41,6,0.0,-5.76,600093
2558,2013-12-06,13.54,2014-03-14,12.19,14.0,14,0.0,-9.97,600097
2559,2014-09-26,13.57,2016-03-18,18.32,31.03,52,129.0,35.0,600097
2560,2016-03-25,17.98,2016-06-24,15.7,18.76,10,0.0,-12.68,600097
2561,2016-08-12,19.95,2017-03-31,19.39,27.29,32,37.14,-2.81,600097
2562,2012-12-28,25.97,2013-05-31,23.86,27.69,21,4.65,-8.12,600098
2563,2014-09-05,19.86,2016-02-05,30.95,68.47,74,241.84,55.84,600098
2564,2016-12-16,40.29,2017-01-20,42.04,43.03,5,3.99,4.34,600098
2565,2021-08-13,15.46,2021-11-05,15.01,16.92,12,12.43,-2.91,600099
2566,2014-08-22,149.87,2015-11-06,284.53,478.67,61,205.24,89.85,600100
2567,2015-11-20,301.5,2016-01-15,191.09,293.58,8,13.43,-36.62,600100
2568,2017-04-14,233.12,2017-09-22,192.71,218.09,2,0.0,-17.33,600100
2569,2014-09-26,50.72,2014-10-31,50.86,51.65,5,0.0,0.28,600101
2570,2013-11-15,70.73,2014-01-17,60.46,74.01,9,3.21,-14.52,600104
2571,2016-08-05,72.83,2016-08-26,78.8,81.13,3,9.0,8.2,600105
2572,2012-03-16,19.18,2012-06-15,13.87,16.81,13,0.0,-27.69,600106
2573,2014-08-15,14.89,2016-03-25,26.23,45.14,65,212.39,76.16,600106
2574,2016-04-15,26.7,2016-04-29,23.83,24.88,2,0.0,-10.75,600106
2575,2021-04-09,15.07,2021-06-18,14.43,15.07,10,0.0,-4.25,600106
2576,2021-10-08,15.6,2021-11-05,14.53,15.43,4,0.0,-6.86,600106
2577,2014-09-19,13.47,2017-01-20,31.68,39.93,114,201.81,135.19,600107
2578,2019-09-27,13.86,2019-12-27,12.95,13.7,13,5.71,-6.57,600107
2579,2020-04-17,22.05,2020-05-29,12.5,23.62,6,0.0,-43.31,600107
2580,2014-10-10,94.77,2014-11-14,96.57,96.57,5,4.55,1.9,600108
2581,2020-04-24,39.46,2020-06-05,38.15,41.26,6,8.15,-3.32,600108
2582,2013-03-29,69.93,2014-02-28,62.95,79.62,48,12.6,-9.98,600110
2583,2016-10-14,153.29,2017-11-24,135.58,204.85,56,24.11,-11.55,600110
2584,2020-01-23,57.38,2020-05-08,58.03,76.9,14,40.66,1.13,600110
2585,2012-03-30,362.87,2013-03-15,329.94,498.98,48,28.05,-9.07,600111
2586,2017-08-04,291.83,2018-02-23,216.81,314.27,28,2.29,-25.71,600111
2587,2015-03-13,66.47,2015-08-28,51.38,116.37,24,53.99,-22.7,600112
2588,2015-12-31,57.56,2016-01-08,46.28,46.28,1,0.0,-19.6,600112
2589,2012-04-20,38.69,2012-11-30,19.76,48.03,31,0.0,-48.93,600113
2590,2013-02-01,29.24,2013-04-03,24.57,29.02,8,0.0,-15.97,600113
2591,2015-01-09,33.86,2015-09-18,23.03,53.51,34,52.58,-31.98,600113
2592,2015-12-18,45.14,2016-03-04,30.73,43.31,10,0.0,-31.92,600113
2593,2016-08-12,42.28,2017-05-19,42.55,62.56,39,44.65,0.64,600113
2594,2015-12-31,43.41,2016-01-15,33.93,36.32,2,0.0,-21.84,600114
2595,2021-08-13,45.35,2021-09-03,43.65,43.65,3,9.04,-3.75,600114
2596,2014-09-26,3.05,2016-01-15,6.77,12.05,67,286.22,121.97,600115
2597,2015-12-04,33.52,2017-11-03,50.13,72.79,97,131.01,49.55,600116
2598,2020-03-27,46.86,2020-05-29,45.91,50.35,9,7.2,-2.03,600116
2599,2021-01-22,50.93,2021-06-11,48.6,54.78,20,12.83,-4.57,600116
2600,2021-08-27,60.48,2021-10-29,55.1,65.08,9,5.58,-8.9,600116
2601,2014-09-12,10.37,2015-10-09,10.48,25.77,51,169.0,1.06,600117
2602,2015-12-31,14.53,2016-01-22,11.58,13.63,3,0.0,-20.3,600117
2603,2016-12-02,11.65,2017-01-26,12.07,12.07,8,3.25,3.61,600117
2604,2017-08-04,16.91,2017-12-08,11.3,16.29,17,9.62,-33.18,600117
2605,2020-01-23,560.65,2021-03-05,614.97,781.55,57,6.39,9.69,600118
2606,2014-09-19,34.31,2014-12-19,33.03,35.85,13,0.45,-3.73,600119
2607,2015-11-27,44.15,2016-01-08,34.94,42.15,6,2.18,-20.86,600119
2608,2021-06-25,18.67,2021-07-30,16.01,18.05,5,0.0,-14.25,600119
2609,2014-09-26,15.56,2014-10-17,15.29,15.96,3,0.0,-1.74,600121
2610,2017-08-04,18.28,2018-03-23,15.94,20.61,32,17.04,-12.8,600121
2611,2014-02-14,28.99,2016-09-02,75.09,151.04,103,475.83,159.02,600122
2612,2013-02-08,119.8,2013-03-29,94.85,108.56,6,0.8,-20.83,600123
2613,2017-07-21,57.51,2018-03-30,48.84,61.39,35,12.07,-15.08,600123
2614,2014-09-26,88.75,2015-10-09,128.38,269.96,54,198.43,44.65,600125
2615,2021-01-08,90.74,2021-02-10,79.62,89.17,5,0.0,-12.25,600125
2616,2013-09-27,9.97,2014-02-21,10.22,12.58,21,26.81,2.51,600126
2617,2014-08-15,10.78,2016-01-15,16.75,37.32,59,235.31,55.38,600126
2618,2019-12-13,17.79,2020-11-06,21.78,36.12,46,95.35,22.43,600126
2619,2020-02-21,18.48,2021-03-12,34.86,55.82,55,214.66,88.64,600127
2620,2013-03-15,16.09,2013-05-03,14.42,17.06,7,2.59,-10.38,600129
2621,2013-05-24,18.65,2016-01-29,32.09,100.54,116,392.84,72.06,600129
2622,2021-05-28,45.63,2021-09-10,36.4,52.32,15,19.59,-20.23,600129
2623,2015-11-13,39.31,2016-02-19,28.98,42.76,13,8.42,-26.28,600131
2624,2016-06-03,37.82,2016-08-19,50.33,50.33,11,34.64,33.08,600131
2625,2018-08-24,37.56,2018-12-14,27.58,48.41,15,38.95,-26.57,600131
2626,2014-09-30,80.7,2014-11-07,77.14,81.07,5,0.0,-4.41,600132
2627,2018-02-02,110.06,2018-03-23,103.8,111.15,7,11.14,-5.69,600132
2628,2018-04-20,121.29,2022-01-28,634.8,938.7,194,663.61,423.37,600132
2629,2014-08-22,20.96,2015-09-02,29.05,60.13,54,220.01,38.6,600133
2630,2015-09-25,34.85,2016-01-29,20.74,43.61,16,39.69,-40.49,600133
2631,2017-05-12,32.23,2018-02-09,28.26,46.53,38,46.55,-12.32,600133
2632,2021-09-24,18.94,2021-09-30,17.97,17.97,1,0.0,-5.12,600133
2633,2014-03-28,20.04,2014-05-23,18.84,19.77,8,0.0,-5.99,600135
2634,2015-12-25,40.92,2016-02-26,26.19,42.23,8,0.0,-36.0,600135
2635,2020-02-14,19.94,2020-04-30,15.38,19.32,11,0.0,-22.87,600135
2636,2021-08-13,17.23,2021-10-08,16.57,18.08,8,8.2,-3.83,600135
2637,2013-02-22,11.0,2013-08-30,10.6,12.41,24,13.64,-3.64,600136
2638,2013-09-13,10.81,2016-08-12,56.4,99.01,122,799.27,421.74,600136
2639,2020-01-03,34.38,2020-04-03,21.17,36.19,12,0.0,-38.42,600136
2640,2021-07-16,17.66,2021-07-30,17.7,17.7,2,0.68,0.23,600137
2641,2015-11-06,80.77,2016-03-04,72.29,91.45,16,14.47,-10.5,600138
2642,2011-07-15,110.96,2011-08-12,91.92,106.95,4,0.0,-17.16,600139
2643,2020-08-21,40.19,2020-10-23,30.31,36.62,9,0.0,-24.58,600139
2644,2017-08-11,28.54,2018-02-23,28.97,38.07,27,24.98,1.51,600141
2645,2020-08-28,27.19,2020-09-25,23.84,26.62,4,0.0,-12.32,600141
2646,2013-10-11,110.32,2014-01-30,88.67,104.11,16,0.0,-19.62,600143
2647,2014-10-10,92.3,2015-10-16,136.82,272.65,53,181.55,48.23,600143
2648,2014-09-19,17.75,2014-11-28,17.64,19.83,10,7.54,-0.62,600145
2649,2017-08-04,72.39,2017-11-03,52.06,71.9,12,6.53,-28.08,600148
2650,2012-04-20,18.6,2012-05-25,18.45,18.45,5,4.06,-0.81,600149
2651,2012-06-01,20.09,2012-07-27,17.45,20.21,8,6.37,-13.14,600149
2652,2014-04-11,36.57,2015-08-28,48.95,79.54,72,132.17,33.85,600149
2653,2016-08-19,90.34,2017-05-05,45.73,111.91,36,30.4,-49.38,600149
2654,2021-04-23,20.24,2021-08-06,13.3,16.96,15,2.11,-34.29,600149
2655,2013-12-27,59.91,2014-03-14,47.12,59.73,11,2.15,-21.35,600150
2656,2014-03-07,12.33,2014-05-09,11.23,11.71,9,3.26,-8.92,600152
2657,2015-12-04,26.59,2016-03-04,18.98,27.93,12,16.96,-28.62,600152
2658,2019-09-20,15.12,2019-11-08,12.22,14.08,7,2.33,-19.18,600152
2659,2020-02-07,17.58,2020-04-30,12.77,18.06,12,11.34,-27.36,600152
2660,2012-05-04,71.62,2012-05-25,70.54,72.12,3,0.0,-1.51,600153
2661,2013-02-08,68.88,2013-05-10,65.57,68.3,12,4.56,-4.81,600153
2662,2018-01-26,141.66,2018-04-27,121.86,144.1,13,0.0,-13.98,600153
2663,2013-04-03,5.12,2013-05-10,4.08,4.87,5,6.33,-20.31,600156
2664,2016-05-06,15.51,2016-06-24,13.17,16.16,7,12.07,-15.09,600156
2665,2020-03-20,5.58,2020-04-30,4.17,5.05,6,0.0,-25.27,600156
2666,2012-03-09,148.93,2012-09-28,129.46,168.1,29,26.69,-13.07,600157
2667,2013-01-18,162.37,2013-06-07,131.22,196.46,14,17.28,-19.18,600157
2668,2016-12-09,172.54,2016-12-30,162.22,168.34,3,0.0,-5.98,600157
2669,2015-12-18,139.46,2016-01-15,85.94,143.95,4,6.8,-38.38,600158
2670,2016-12-23,146.87,2017-02-24,111.45,131.69,5,1.3,-24.12,600158
2671,2015-12-11,26.7,2016-02-05,16.98,26.53,8,0.0,-36.4,600159
2672,2021-06-11,9.43,2021-08-06,8.15,9.43,8,2.84,-13.57,600159
2673,2014-09-12,33.36,2016-04-01,72.28,147.43,79,314.25,116.67,600160
2674,2018-04-20,69.34,2018-05-11,73.17,73.62,3,2.41,5.52,600160
2675,2019-04-04,78.86,2019-05-17,59.45,79.19,6,2.91,-24.61,600160
2676,2020-03-20,68.24,2020-04-03,58.96,60.2,2,0.0,-13.6,600160
2677,2020-08-14,62.36,2020-09-18,59.45,62.02,5,0.0,-4.67,600160
2678,2014-07-25,77.19,2015-09-02,87.56,192.1,58,130.89,13.43,600161
2679,2011-08-19,26.67,2011-09-30,20.22,26.29,6,0.0,-24.18,600162
2680,2012-04-13,25.02,2012-05-18,24.36,25.77,5,3.58,-2.64,600162
2681,2013-02-01,36.37,2013-12-06,25.19,38.68,43,0.0,-30.74,600162
2682,2015-12-18,44.17,2016-02-05,29.99,44.97,7,0.0,-32.1,600162
2683,2011-08-05,8.95,2012-07-13,6.26,12.32,46,22.22,-30.06,600163
2684,2015-11-27,11.54,2016-01-29,8.34,12.48,9,0.0,-27.73,600163
2685,2014-01-03,15.24,2014-03-28,11.12,15.4,12,12.57,-27.03,600165
2686,2017-11-10,96.33,2017-12-01,89.99,92.01,3,0.0,-6.58,600166
2687,2013-05-24,15.73,2014-01-03,13.56,17.33,32,7.04,-13.8,600167
2688,2014-08-22,16.35,2016-03-18,19.38,34.06,54,111.16,18.53,600167
2689,2016-06-08,24.36,2016-08-19,21.62,23.41,10,7.09,-11.25,600167
2690,2020-11-20,49.2,2020-12-18,42.84,48.82,4,0.0,-12.93,600167
2691,2020-02-07,12.02,2020-06-24,11.21,14.0,20,7.69,-6.74,600168
2692,2013-11-08,27.54,2013-12-27,24.61,30.4,7,7.99,-10.64,600169
2693,2014-07-18,28.32,2015-09-02,40.76,114.2,59,306.99,43.93,600169
2694,2013-09-18,26.73,2013-12-06,25.19,28.08,11,10.46,-5.76,600170
2695,2014-09-19,25.78,2015-12-11,47.71,89.97,64,253.66,85.07,600170
2696,2019-03-15,39.87,2020-02-14,35.57,43.03,47,5.54,-10.79,600170
2697,2015-11-27,46.22,2016-02-19,33.02,53.38,11,6.04,-28.56,600171
2698,2016-08-05,86.55,2016-08-26,83.55,86.24,3,6.96,-3.47,600172
2699,2015-12-18,19.75,2016-03-04,12.72,21.22,10,0.0,-35.59,600173
2700,2016-10-28,17.99,2016-11-15,17.29,17.33,3,0.0,-3.89,600173
2701,2020-07-10,11.62,2020-12-11,10.9,12.38,22,7.19,-6.2,600173
2702,2021-05-21,11.94,2021-11-12,11.39,14.89,25,10.71,-4.61,600173
2703,2013-07-19,52.89,2015-01-09,70.41,90.94,71,71.13,33.13,600175
2704,2015-04-03,98.27,2015-09-11,68.52,150.15,20,52.19,-30.27,600175
2705,2017-11-03,79.45,2017-12-29,70.29,76.31,8,0.0,-11.53,600175
2706,2014-07-18,34.89,2016-03-04,72.35,123.31,83,245.79,107.37,600176
2707,2020-01-03,138.45,2020-03-27,107.23,138.1,11,0.85,-22.55,600176
2708,2015-12-04,216.1,2016-01-22,182.7,228.6,7,8.93,-15.46,600177
2709,2017-07-07,213.52,2017-10-20,205.67,220.76,14,2.45,-3.68,600177
2710,2020-08-07,219.88,2021-07-30,221.57,257.89,51,15.51,0.77,600177
2711,2013-03-29,10.88,2013-05-10,8.63,10.24,6,0.0,-20.68,600178
2712,2014-09-05,7.72,2016-02-05,11.2,26.78,74,202.6,45.08,600178
2713,2021-12-03,13.95,2022-01-28,10.59,15.12,8,9.57,-24.09,600178
2714,2014-09-05,9.15,2016-05-06,20.56,44.56,63,349.19,124.7,600179
2715,2012-04-20,17.05,2012-06-29,11.73,17.35,10,4.39,-31.2,600180
2716,2013-02-08,16.25,2013-05-10,14.43,19.94,12,9.44,-11.2,600180
2717,2013-09-06,18.25,2015-11-06,53.74,107.35,109,484.38,194.47,600180
2718,2015-11-13,63.4,2016-01-15,31.82,59.41,9,1.71,-49.81,600180
2719,2016-10-14,28.83,2017-01-26,30.15,37.6,15,32.63,4.58,600182
2720,2017-10-20,29.01,2017-12-08,26.98,28.54,7,0.78,-7.0,600182
2721,2021-08-27,18.2,2021-10-08,16.66,18.11,6,1.8,-8.46,600182
2722,2015-12-04,44.08,2016-02-05,37.57,47.92,9,9.86,-14.77,600183
2723,2018-08-31,72.53,2018-11-02,66.3,70.27,8,0.88,-8.59,600183
2724,2019-03-01,77.38,2020-09-25,145.92,198.85,81,163.17,88.58,600183
2725,2020-08-14,42.21,2020-09-18,35.69,42.91,5,0.0,-15.45,600184
2726,2021-07-23,37.74,2021-09-30,34.97,39.65,10,7.34,-7.34,600184
2727,2013-09-18,15.32,2015-09-25,35.91,92.26,103,477.71,134.4,600185
2728,2020-05-29,56.74,2021-01-08,38.06,108.08,32,45.86,-32.92,600185
2729,2013-10-18,12.3,2013-10-25,11.33,11.33,1,0.0,-7.89,600186
2730,2014-08-29,11.91,2016-03-11,20.18,41.39,55,233.25,69.44,600186
2731,2019-12-13,10.39,2021-02-19,14.33,16.92,61,53.68,37.92,600186
2732,2014-09-05,29.75,2015-08-28,23.99,51.98,49,72.46,-19.36,600187
2733,2017-07-14,26.41,2018-07-20,24.63,36.37,52,25.98,-6.74,600188
2734,2014-08-22,11.48,2016-02-26,12.64,28.66,54,164.64,10.1,600189
2735,2020-08-21,9.23,2021-09-17,15.69,27.58,56,130.22,69.99,600189
2736,2013-06-14,8.79,2013-08-09,7.44,9.47,8,2.49,-15.36,600190
2737,2014-05-16,7.66,2014-06-20,7.28,7.5,5,0.0,-4.96,600190
2738,2014-07-04,7.84,2014-07-11,7.79,7.79,1,0.0,-0.64,600190
2739,2014-07-18,8.02,2014-08-15,8.13,8.13,4,0.49,1.37,600190
2740,2013-09-18,11.31,2013-12-20,9.66,11.35,13,5.78,-14.59,600191
2741,2020-04-10,15.65,2020-06-19,10.39,15.84,10,12.02,-33.61,600191
2742,2021-01-15,9.94,2021-02-05,3.22,9.46,3,0.0,-67.61,600191
2743,2011-04-15,46.79,2011-06-10,39.9,50.27,8,0.0,-14.73,600193
2744,2012-05-25,46.57,2012-06-29,38.81,46.49,5,0.0,-16.66,600193
2745,2015-02-27,39.12,2016-03-04,47.84,163.28,33,299.32,22.29,600193
2746,2016-05-13,56.46,2016-07-01,61.93,68.83,7,16.68,9.69,600193
2747,2014-07-25,25.31,2016-01-29,27.08,61.27,65,144.98,6.99,600195
2748,2016-09-23,40.26,2016-10-21,37.26,38.34,3,0.0,-7.45,600195
2749,2019-04-26,34.13,2019-05-17,30.14,30.93,3,0.0,-11.69,600195
2750,2021-02-26,54.3,2021-03-19,48.87,56.45,3,0.0,-10.0,600195
2751,2012-11-16,31.76,2013-04-26,25.5,37.16,22,22.8,-19.71,600197
2752,2014-09-30,25.78,2014-11-07,25.82,26.2,5,1.24,0.16,600197
2753,2015-12-11,32.9,2016-02-19,27.04,35.08,9,0.69,-17.81,600197
2754,2016-05-20,31.98,2016-06-24,35.44,35.44,5,11.31,10.82,600197
2755,2018-06-29,51.52,2018-08-31,43.18,57.16,9,12.39,-16.19,600197
2756,2014-08-29,19.6,2015-09-30,22.95,76.24,57,285.44,17.09,600198
2757,2012-03-30,76.93,2012-11-23,67.17,103.01,33,21.17,-12.69,600199
2758,2017-02-24,40.21,2017-05-05,31.69,40.69,10,2.52,-21.19,600199
2759,2013-03-29,74.51,2014-01-17,77.71,146.64,42,99.19,4.29,600200
2760,2015-11-13,189.61,2016-05-20,129.19,235.46,12,0.0,-31.87,600200
2761,2020-02-14,73.04,2020-05-15,48.66,65.92,13,0.0,-33.38,600200
2762,2011-12-02,57.98,2011-12-30,48.38,56.88,4,0.0,-16.56,600201
2763,2012-04-20,57.6,2012-12-14,53.43,67.58,33,9.71,-7.24,600201
2764,2013-02-08,77.31,2016-03-04,215.59,406.06,154,411.54,178.86,600201
2765,2013-09-18,25.18,2013-11-29,21.61,23.46,10,0.86,-14.18,600202
2766,2014-08-15,22.67,2016-05-20,34.06,70.96,75,201.57,50.24,600202
2767,2021-09-17,20.26,2021-11-12,17.45,20.71,8,3.24,-13.87,600202
2768,2011-04-22,13.92,2011-06-03,11.68,13.61,6,6.75,-16.09,600203
2769,2015-12-04,23.03,2016-01-29,16.74,23.43,8,8.88,-27.31,600203
2770,2020-11-13,17.61,2021-03-05,13.68,17.92,16,6.22,-22.32,600203
2771,2021-11-12,16.46,2022-01-21,15.37,18.07,10,6.36,-6.62,600203
2772,2015-12-31,48.26,2016-01-15,32.03,37.19,2,0.0,-33.63,600206
2773,2018-04-27,32.45,2018-06-15,28.76,34.1,7,5.28,-11.37,600206
2774,2021-07-16,45.08,2021-10-08,41.33,50.69,12,4.97,-8.32,600206
2775,2016-07-22,12.04,2016-09-14,11.04,12.27,8,1.66,-8.31,600207
2776,2011-04-15,31.6,2011-05-06,29.67,30.48,3,0.0,-6.11,600208
2777,2012-06-01,30.3,2012-06-21,26.83,27.38,3,0.0,-11.45,600208
2778,2013-01-25,25.98,2013-03-29,20.26,25.55,8,2.94,-22.02,600208
2779,2017-12-08,33.88,2018-03-23,30.11,35.64,15,0.0,-11.13,600208
2780,2020-08-21,23.45,2020-11-20,22.66,25.46,13,8.57,-3.37,600208
2781,2014-10-10,28.11,2014-11-07,27.25,27.25,4,2.1,-3.06,600209
2782,2015-12-11,36.29,2018-01-26,32.67,46.01,47,17.61,-9.98,600209
2783,2014-07-18,22.68,2015-09-11,29.01,58.18,60,158.0,27.91,600210
2784,2015-11-13,37.54,2016-02-19,27.88,42.1,13,12.84,-25.73,600210
2785,2019-04-04,63.55,2019-06-21,50.08,60.82,11,3.88,-21.2,600211
2786,2020-02-28,51.57,2021-03-05,112.42,329.67,53,483.8,117.99,600211
2787,2017-08-18,30.98,2017-12-29,28.0,38.93,18,16.21,-9.62,600212
2788,2019-10-11,13.64,2019-12-27,10.85,16.09,11,0.0,-20.45,600212
2789,2014-03-21,10.42,2014-05-23,9.52,11.3,9,7.52,-8.64,600213
2790,2021-08-06,11.51,2021-10-08,11.42,14.09,9,16.64,-0.78,600213
2791,2021-12-03,12.17,2022-02-11,11.6,15.64,9,29.58,-4.68,600213
2792,2017-12-01,29.83,2018-02-02,22.31,28.64,9,4.64,-25.21,600215
2793,2020-02-14,22.55,2020-05-08,13.56,23.71,12,0.0,-39.87,600215
2794,2011-03-25,78.43,2011-06-10,66.44,76.11,11,1.76,-15.29,600216
2795,2013-03-08,52.26,2013-05-10,46.39,51.95,9,2.02,-11.23,600216
2796,2016-02-26,54.09,2016-06-08,55.99,60.73,15,14.13,3.51,600216
2797,2020-02-21,18.96,2020-04-10,17.07,19.85,7,3.66,-9.97,600217
2798,2020-12-25,18.83,2021-02-10,14.76,18.8,7,0.0,-21.61,600217
2799,2021-09-03,19.79,2021-10-15,16.94,19.63,6,0.15,-14.4,600217
2800,2015-11-27,41.94,2016-01-08,37.42,46.93,6,10.29,-10.78,600220
2801,2020-12-11,23.79,2021-02-10,16.47,24.55,9,0.0,-30.77,600220
2802,2021-12-24,20.24,2022-02-11,19.94,21.15,6,1.83,-1.48,600220
2803,2014-09-30,4.97,2015-12-04,9.06,14.4,59,183.46,82.29,600221
2804,2017-09-01,7.94,2017-10-20,7.81,7.96,6,0.0,-1.64,600221
2805,2020-02-07,31.98,2020-06-05,22.41,25.49,17,4.55,-29.92,600222
2806,2015-12-11,11.22,2016-01-29,7.8,13.18,7,13.82,-30.48,600223
2807,2014-07-11,22.12,2017-03-03,115.06,124.53,101,451.51,420.16,600226
2808,2021-12-10,47.93,2022-01-21,42.59,48.54,6,3.94,-11.14,600226
2809,2021-05-14,17.51,2021-11-12,13.58,17.15,26,19.93,-22.44,600227
2810,2011-08-05,21.15,2011-12-30,10.69,24.39,18,18.0,-49.46,600228
2811,2012-03-23,18.31,2013-12-27,20.4,61.89,85,223.69,11.41,600228
2812,2015-12-18,24.08,2016-02-19,19.86,26.55,8,0.0,-17.52,600228
2813,2020-04-17,18.02,2021-05-28,15.19,21.12,58,1.98,-15.7,600228
2814,2014-12-12,7.4,2016-02-05,12.71,34.18,60,211.01,71.76,600229
2815,2019-03-29,9.51,2019-05-17,8.71,9.93,7,0.91,-8.41,600229
