,up_dt,up_price,down_dt,down_price,highest,weeks,rise_rate%,down_up%,id
0,2013-09-13,1219.87,2014-02-14,1113.59,1281.95,22,8.61,-8.71,000001
1,2017-07-14,1804.36,2018-05-18,1839.79,2463.9,43,34.76,1.96,000001
2,2020-09-30,2605.14,2021-09-10,3512.04,4191.4,49,60.79,34.81,000001
3,2011-07-08,1199.6,2011-09-09,1102.72,1148.54,9,0.0,-8.08,000002
4,2017-07-07,3527.17,2018-06-29,3622.74,5643.98,50,60.43,2.71,000002
5,2020-08-28,4399.25,2021-05-07,4455.55,5123.19,36,14.75,1.28,000002
6,2016-09-23,158.77,2017-02-17,147.42,184.86,20,26.23,-7.15,000004
7,2020-12-04,101.21,2020-12-25,82.83,99.84,3,0.0,-18.16,000004
8,2014-08-29,23.73,2016-03-25,93.95,203.56,61,715.87,295.91,000005
9,2019-09-27,31.61,2019-11-29,28.48,32.69,9,2.54,-9.9,000005
10,2017-07-07,348.73,2017-08-11,333.49,347.97,5,0.55,-4.37,000006
11,2012-03-16,115.42,2013-07-19,138.24,229.52,65,120.02,19.77,000007
12,2015-03-27,183.06,2018-04-04,213.07,293.05,55,40.31,16.39,000007
13,2020-06-19,135.83,2020-12-18,126.58,142.77,26,7.06,-6.81,000007
14,2014-09-26,88.53,2016-09-02,248.16,347.95,82,260.94,180.31,000008
15,2014-02-28,54.7,2015-09-18,60.2,141.34,65,157.22,10.05,000009
16,2015-12-04,108.66,2016-01-29,69.99,110.97,8,10.97,-35.59,000009
17,2014-08-15,91.38,2014-12-19,104.74,115.45,18,15.44,14.62,000010
18,2015-12-04,137.85,2016-03-11,115.45,146.2,13,9.83,-16.25,000010
19,2021-04-16,61.18,2021-07-02,52.97,59.51,11,0.0,-13.42,000010
20,2014-09-19,19.23,2015-10-23,30.83,46.08,57,138.26,60.32,000011
21,2015-11-06,36.73,2016-03-11,30.88,38.53,17,9.18,-15.93,000011
22,2016-04-01,32.9,2016-05-27,29.66,34.27,8,5.61,-9.85,000011
23,2015-12-18,191.8,2016-03-11,163.26,224.64,11,0.0,-14.88,000012
24,2013-08-30,78.67,2014-02-28,69.03,88.39,26,23.04,-12.25,000014
25,2014-05-23,69.64,2014-06-06,64.85,67.28,2,0.0,-6.88,000014
26,2014-08-01,82.74,2016-02-05,130.42,279.72,79,233.52,57.63,000014
27,2017-07-21,91.73,2018-06-22,87.25,130.22,47,39.5,-4.88,000016
28,2015-12-11,47.17,2016-02-26,40.78,51.1,10,3.67,-13.55,000017
29,2016-12-23,43.41,2017-02-03,38.8,47.31,6,10.8,-10.62,000017
30,2019-09-06,17.85,2019-11-22,13.74,16.96,11,0.0,-23.03,000017
31,2014-06-06,14.14,2016-08-19,56.64,71.76,94,282.92,300.57,000018
32,2015-11-13,45.25,2017-05-12,44.83,71.86,76,74.63,-0.93,000019
33,2014-07-18,74.76,2015-10-09,105.87,233.75,62,219.24,41.61,000021
34,2015-11-27,182.85,2016-02-05,102.53,177.58,10,0.0,-43.93,000021
35,2020-08-14,40.25,2020-11-06,36.23,44.94,12,0.0,-9.99,000025
36,2014-06-06,51.42,2015-09-11,71.22,179.95,65,236.99,38.51,000026
37,2015-12-11,115.58,2016-02-05,74.49,116.06,8,0.53,-35.55,000026
38,2021-02-10,98.24,2021-08-06,93.4,119.81,25,18.11,-4.93,000026
39,2017-07-21,82.66,2017-07-28,82.17,82.17,1,0.0,-0.59,000027
40,2020-07-24,83.95,2022-01-28,103.72,149.83,79,74.57,23.55,000027
41,2013-08-16,102.41,2014-06-20,108.58,158.69,44,54.88,6.02,000028
42,2014-07-25,128.78,2016-04-01,173.27,255.84,67,90.07,34.55,000028
43,2016-04-08,193.52,2016-07-15,191.6,195.52,14,1.77,-0.99,000028
44,2016-08-05,194.48,2016-12-09,197.99,206.22,17,6.07,1.8,000028
45,2020-07-17,136.03,2021-01-22,123.92,158.67,27,19.64,-8.9,000028
46,2021-12-10,15.5,2022-01-14,15.35,17.48,5,0.0,-0.97,000030
47,2014-08-01,57.86,2016-01-29,113.72,276.34,78,393.73,96.54,000031
48,2011-04-08,23.41,2011-05-13,21.53,23.71,5,0.85,-8.03,000032
49,2016-04-01,45.21,2016-05-06,41.01,46.9,5,6.25,-9.29,000032
50,2021-03-12,59.85,2021-05-28,53.5,59.66,11,1.6,-10.61,000032
51,2014-02-28,10.7,2017-06-23,3.28,22.48,31,112.28,-69.35,000033
52,2014-03-14,14.0,2017-02-17,62.16,94.19,112,560.52,344.0,000034
53,2014-08-22,28.53,2015-09-30,32.26,67.76,49,140.11,13.07,000035
54,2017-06-09,45.57,2017-12-15,45.22,66.94,26,49.69,-0.77,000036
55,2021-03-26,36.21,2021-05-07,33.69,36.34,6,0.0,-6.96,000036
56,2015-12-04,68.17,2016-03-04,52.68,72.58,12,11.37,-22.72,000037
57,2016-05-30,65.69,2016-12-09,56.05,59.16,3,0.0,-14.67,000037
58,2019-03-15,55.01,2020-03-13,61.23,77.81,51,10.37,11.31,000037
59,2020-07-10,83.04,2020-11-06,64.44,104.59,17,0.0,-22.4,000037
60,2021-05-28,40.39,2021-07-09,35.39,39.7,6,0.0,-12.38,000038
61,2014-08-01,298.85,2015-10-09,362.67,569.62,62,91.55,21.36,000039
62,2013-10-11,18.84,2013-11-08,16.34,17.89,4,0.0,-13.27,000040
63,2016-08-19,74.82,2016-11-25,68.87,74.64,12,0.0,-7.95,000040
64,2017-08-11,66.81,2017-12-15,70.44,83.94,17,14.16,5.43,000040
65,2012-04-20,100.48,2012-09-28,94.38,113.46,23,4.48,-6.07,000042
66,2015-12-04,217.3,2016-02-19,183.27,231.78,10,10.78,-15.66,000042
67,2014-01-24,16.54,2014-06-27,14.8,20.09,6,15.99,-10.52,000045
68,2015-12-04,27.14,2016-02-05,22.88,31.08,9,12.98,-15.7,000045
69,2021-04-23,16.7,2021-10-08,20.38,20.38,24,20.02,22.04,000045
70,2013-01-04,152.66,2013-12-20,124.93,167.41,49,21.91,-18.16,000046
71,2014-05-23,133.19,2014-06-06,130.24,133.48,2,0.0,-2.21,000046
72,2014-09-05,64.1,2014-12-12,60.14,69.06,14,7.12,-6.18,000048
73,2015-02-13,78.35,2017-03-31,207.28,258.06,85,227.57,164.56,000048
74,2021-04-09,174.55,2021-06-04,179.8,193.76,8,7.69,3.01,000048
75,2014-06-20,163.57,2014-07-11,145.21,162.08,3,0.0,-11.22,000049
76,2015-11-13,215.21,2016-03-04,136.67,247.47,15,11.13,-36.49,000049
77,2019-08-16,155.9,2021-09-10,223.88,319.62,107,94.1,43.6,000049
78,2014-08-01,96.33,2015-08-14,133.81,215.58,53,83.44,38.91,000050
79,2017-07-21,135.13,2017-08-11,123.01,134.73,3,0.0,-8.97,000050
80,2020-07-10,103.08,2020-11-06,91.36,103.66,17,6.02,-11.37,000050
81,2021-01-29,97.37,2021-02-05,91.07,91.07,1,0.0,-6.47,000050
82,2011-04-22,48.85,2011-06-10,38.07,44.6,7,6.39,-22.07,000055
83,2015-12-18,77.62,2016-01-29,62.38,95.4,6,0.0,-19.63,000055
84,2016-04-01,94.23,2016-08-19,104.46,126.63,20,33.42,10.86,000055
85,2017-03-10,96.63,2017-03-31,95.94,100.41,3,0.14,-0.71,000055
86,2019-03-15,66.29,2019-05-10,60.11,83.38,8,11.58,-9.32,000055
87,2014-08-22,11.82,2015-10-23,31.59,82.18,61,629.84,167.26,000058
88,2016-03-25,36.76,2016-06-03,32.9,41.66,10,2.94,-10.5,000058
89,2020-07-10,31.22,2020-11-13,18.78,33.24,18,30.05,-39.85,000058
90,2017-07-21,15.07,2017-11-17,12.14,15.24,16,0.0,-19.44,000059
91,2020-12-04,7.19,2021-01-15,6.84,7.17,6,7.01,-4.87,000059
92,2015-12-31,338.82,2016-01-15,246.86,305.27,2,0.0,-27.14,000060
93,2016-12-09,318.64,2017-01-06,276.42,304.1,4,0.0,-13.25,000060
94,2017-08-04,300.34,2017-11-17,248.73,318.88,14,12.13,-17.18,000060
95,2011-04-15,284.93,2011-06-03,236.93,276.88,7,0.0,-16.85,000061
96,2015-12-11,491.71,2016-01-29,390.25,527.66,7,1.61,-20.63,000061
97,2019-12-06,146.37,2020-12-31,194.59,252.01,55,68.01,32.94,000061
98,2021-05-14,113.06,2021-09-17,95.22,119.05,18,6.2,-15.78,000062
99,2015-12-18,254.82,2016-01-08,221.56,257.82,3,0.0,-13.05,000063
100,2021-08-06,532.89,2021-08-27,467.28,479.8,3,0.22,-12.31,000063
101,2016-07-01,166.2,2016-12-23,204.02,217.96,24,24.68,22.76,000065
102,2021-04-16,100.51,2021-08-13,86.46,101.64,17,5.68,-13.98,000065
103,2016-07-28,96.7,2016-09-23,92.28,98.54,8,0.0,-4.57,000066
104,2019-03-29,83.27,2021-04-16,101.34,162.39,106,93.6,21.7,000066
105,2013-03-15,15.8,2013-05-17,14.46,15.49,9,0.85,-8.48,000068
106,2014-02-28,15.6,2016-03-11,20.13,31.39,82,88.08,29.04,000068
107,2019-10-11,11.0,2019-11-15,9.07,10.08,5,0.0,-17.55,000068
108,2014-09-05,182.58,2014-09-30,177.97,177.97,4,0.35,-2.52,000069
109,2015-11-27,260.07,2016-01-22,221.63,299.74,8,7.38,-14.78,000069
110,2020-07-31,266.05,2021-08-20,276.51,368.15,55,36.17,3.93,000069
111,2011-09-16,11.45,2011-12-02,10.33,11.13,10,0.82,-9.78,000070
112,2015-04-17,18.16,2016-06-08,24.81,34.03,59,33.87,36.62,000070
113,2016-06-17,26.21,2016-08-05,25.9,28.4,7,9.02,-1.18,000070
114,2013-09-27,61.18,2014-05-09,58.39,69.17,32,12.03,-4.56,000078
115,2015-11-13,149.83,2016-03-11,117.41,191.68,16,25.39,-21.64,000078
116,2020-02-07,145.28,2020-05-22,77.2,119.92,15,12.14,-46.86,000078
117,2012-06-21,26.06,2012-07-06,26.62,26.62,2,2.94,2.15,000088
118,2013-10-11,30.07,2015-09-18,39.83,72.57,101,127.56,32.46,000088
119,2020-07-24,42.68,2021-03-05,37.5,54.09,32,10.12,-12.14,000088
120,2013-09-18,30.08,2014-04-04,27.99,32.62,28,13.66,-6.95,000089
121,2014-09-05,30.76,2015-10-23,54.2,94.45,59,205.07,76.2,000089
122,2015-11-13,57.79,2016-01-22,49.63,59.55,10,0.0,-14.12,000089
123,2020-08-21,70.26,2020-10-09,62.88,67.58,7,1.56,-10.5,000089
124,2011-04-22,21.27,2011-05-27,19.0,21.6,5,6.35,-10.67,000090
125,2014-04-25,16.34,2014-08-01,16.26,16.38,14,0.0,-0.49,000090
126,2015-11-20,40.33,2016-01-15,25.71,40.04,8,0.0,-36.25,000090
127,2017-04-28,30.39,2018-02-14,28.52,35.72,41,21.17,-6.15,000090
128,2020-04-30,31.15,2021-01-29,29.03,43.77,39,37.0,-6.81,000090
129,2013-09-13,9.79,2016-02-26,23.44,50.78,127,440.21,139.43,000096
130,2020-07-24,24.75,2020-11-13,23.69,27.65,16,10.73,-4.28,000099
131,2021-08-27,25.02,2021-10-15,24.7,25.7,7,1.86,-1.28,000099
132,2013-11-01,5.17,2013-11-22,5.05,5.05,3,2.43,-2.32,000100
133,2013-12-13,5.11,2013-12-20,4.87,4.87,1,0.0,-4.7,000100
134,2014-02-28,5.87,2014-05-16,5.15,5.65,11,1.44,-12.27,000100
135,2016-08-19,64.31,2016-09-23,58.41,64.05,5,1.97,-9.17,000150
136,2014-04-04,14.22,2014-05-16,13.42,14.08,6,0.0,-5.63,000151
137,2019-04-04,25.56,2019-06-06,21.51,27.07,9,0.0,-15.85,000151
138,2014-08-29,36.12,2015-08-21,45.76,78.36,50,89.64,26.69,000153
139,2021-07-02,39.4,2021-10-08,49.32,52.04,14,41.11,25.18,000153
140,2014-04-18,5.86,2015-09-02,7.36,18.43,66,185.74,25.6,000155
141,2015-12-31,10.46,2016-01-15,7.89,8.63,2,0.0,-24.57,000155
142,2020-01-17,6.18,2020-04-24,5.05,6.1,13,3.57,-18.28,000155
143,2015-02-13,33.63,2015-08-21,28.73,60.08,27,54.77,-14.57,000156
144,2020-02-07,13.51,2020-04-24,10.18,12.83,11,1.34,-24.65,000156
145,2013-02-08,391.56,2013-03-22,333.2,364.01,5,1.72,-14.9,000157
146,2017-07-21,218.28,2017-12-15,204.51,221.55,20,3.38,-6.31,000157
147,2015-11-20,36.74,2016-01-29,21.1,38.84,10,18.96,-42.57,000158
148,2017-05-19,28.98,2017-08-11,24.6,28.63,12,0.77,-15.11,000158
149,2021-06-18,28.81,2021-07-23,21.0,27.11,5,0.0,-27.11,000158
150,2021-04-16,19.26,2021-10-29,19.38,28.07,28,34.63,0.62,000159
151,2019-03-08,7.83,2019-05-24,6.66,8.16,11,4.35,-14.94,000166
152,2021-09-24,8.45,2021-10-29,7.59,8.1,5,0.12,-10.18,000166
153,2013-09-06,6.19,2014-06-13,5.94,6.74,40,2.59,-4.04,000301
154,2014-09-05,6.75,2015-09-30,8.9,20.75,56,188.19,31.85,000301
155,2015-12-31,11.97,2016-01-08,10.31,10.31,1,0.0,-13.87,000301
156,2016-11-25,10.1,2017-01-26,9.68,10.24,9,3.43,-4.16,000301
157,2019-04-30,11.5,2019-05-24,10.24,10.73,3,0.0,-10.96,000301
158,2016-05-17,87.56,2018-08-17,169.95,243.75,114,159.17,94.1,000333
159,2020-06-05,247.7,2021-07-02,299.27,428.3,56,70.26,20.82,000333
160,2014-08-15,119.56,2014-09-30,117.93,124.84,7,4.47,-1.36,000400
161,2015-01-23,137.59,2015-08-21,107.82,201.05,30,51.05,-21.64,000400
162,2019-12-06,57.83,2021-03-05,87.93,102.31,64,70.94,52.05,000400
163,2021-03-26,92.7,2021-05-14,77.54,87.03,7,0.0,-16.35,000400
164,2012-06-01,153.54,2012-07-06,150.47,150.47,5,3.29,-2.0,000402
165,2013-01-25,149.51,2013-04-12,134.36,156.61,10,1.62,-10.13,000402
166,2014-05-16,138.96,2015-09-25,192.49,313.92,71,116.06,38.52,000402
167,2015-12-25,278.24,2016-02-19,205.53,254.07,7,0.0,-26.13,000402
168,2018-01-19,277.28,2018-02-14,241.98,282.65,4,0.0,-12.73,000402
169,2017-11-24,118.3,2018-01-12,102.88,124.63,7,0.0,-13.03,000403
170,2014-09-12,22.76,2015-09-02,20.95,53.18,51,116.53,-7.95,000404
171,2015-12-04,37.39,2016-02-05,24.91,37.09,9,5.64,-33.38,000404
172,2020-07-24,51.99,2021-08-13,51.73,59.26,55,16.04,-0.5,000407
173,2021-08-27,58.6,2021-12-17,54.5,68.11,16,15.72,-7.0,000407
174,2015-11-13,144.06,2016-02-26,99.96,165.29,12,15.49,-30.61,000408
175,2017-09-22,138.18,2018-06-01,111.39,146.57,35,8.34,-19.39,000408
176,2014-02-28,18.28,2014-05-09,14.62,17.36,10,0.0,-20.02,000410
177,2018-04-13,52.87,2018-07-06,24.79,51.94,12,1.6,-53.11,000411
178,2013-06-14,13.57,2015-08-26,21.22,43.24,107,208.2,56.37,000413
179,2013-03-01,63.94,2013-04-26,51.82,63.54,8,3.59,-18.96,000416
180,2015-12-04,111.23,2016-01-22,70.55,103.12,6,1.19,-36.57,000416
181,2014-08-29,92.26,2015-10-23,153.61,280.07,60,197.06,66.5,000417
182,2015-11-13,150.0,2016-01-29,115.79,174.54,11,16.14,-22.81,000417
183,2017-09-22,146.25,2017-12-01,129.07,146.97,9,0.0,-11.75,000417
184,2020-01-23,83.89,2020-03-06,83.16,83.16,5,6.47,-0.87,000417
185,2013-10-25,18.88,2014-04-04,19.83,20.99,23,13.58,5.03,000418
186,2014-09-05,64.28,2014-11-28,67.76,70.17,12,0.57,5.41,000419
187,2015-12-18,98.28,2016-01-15,67.9,105.11,4,0.0,-30.91,000419
188,2020-01-17,44.88,2020-02-14,35.91,41.26,3,0.0,-19.99,000419
189,2013-11-01,5.22,2013-11-08,4.95,4.95,1,0.0,-5.17,000420
190,2013-12-09,6.61,2013-12-20,5.42,5.42,1,0.0,-18.0,000420
191,2015-12-04,18.15,2016-05-27,15.86,23.05,24,24.73,-12.62,000420
192,2014-02-28,36.75,2015-10-09,63.57,128.47,76,156.99,72.98,000421
193,2016-07-01,509.42,2018-03-16,610.87,704.8,87,30.46,19.91,000423
194,2015-10-09,152.61,2016-01-08,131.55,182.95,13,14.02,-13.8,000425
195,2021-02-10,251.3,2021-10-29,226.32,280.93,36,10.85,-9.94,000425
196,2017-08-18,176.56,2017-11-24,168.63,207.66,13,19.5,-4.49,000426
197,2021-06-11,151.99,2021-09-30,137.33,189.63,16,37.29,-9.65,000426
198,2015-11-27,106.55,2016-02-05,74.04,114.5,10,11.83,-30.51,000428
199,2020-04-10,32.4,2020-11-27,25.99,39.4,33,7.44,-19.78,000428
200,2021-04-23,31.92,2021-05-14,28.36,29.55,3,0.0,-11.15,000428
201,2013-12-13,5.9,2014-01-17,5.22,5.74,5,0.0,-11.53,000429
202,2016-08-05,12.57,2018-03-23,16.17,18.6,83,41.44,28.64,000429
203,2019-11-01,18.56,2020-03-06,17.9,19.85,17,4.53,-3.56,000429
204,2012-04-06,43.39,2012-05-11,41.8,46.13,5,0.0,-3.66,000430
205,2021-03-26,26.95,2021-08-20,24.4,29.05,21,11.77,-9.46,000430
206,2021-08-27,27.5,2021-11-05,22.57,30.51,10,7.73,-17.93,000430
207,2014-08-15,18.36,2016-02-19,29.0,44.74,78,140.93,57.95,000488
208,2014-05-09,42.81,2014-07-18,39.55,41.11,10,1.11,-7.62,000501
209,2014-08-15,42.47,2015-10-23,66.92,99.44,60,129.49,57.57,000501
210,2015-11-20,68.51,2016-02-05,55.79,80.61,11,25.44,-18.57,000501
211,2011-08-19,31.97,2011-09-30,24.29,32.65,6,0.0,-24.02,000502
212,2014-03-07,27.89,2016-07-29,76.0,146.46,77,419.18,172.5,000502
213,2016-11-18,89.74,2016-11-25,88.69,88.69,1,0.0,-1.17,000502
214,2014-09-30,186.46,2015-09-30,208.78,678.56,42,263.41,11.97,000503
215,2016-07-01,343.99,2016-09-09,433.08,433.08,10,14.64,25.9,000503
216,2014-03-07,19.21,2016-03-25,56.57,108.21,59,450.41,194.48,000504
217,2015-12-25,34.2,2016-01-15,21.48,33.12,3,0.0,-37.19,000505
218,2017-10-13,36.17,2017-11-24,30.53,35.71,6,1.3,-15.59,000505
219,2020-04-10,27.02,2021-02-19,23.08,39.9,45,62.92,-14.58,000505
220,2011-07-22,36.76,2011-09-30,30.2,39.54,10,1.31,-17.85,000507
221,2015-12-04,118.87,2016-02-19,83.45,130.95,10,11.21,-29.8,000509
222,2015-07-24,118.95,2016-01-29,78.0,154.99,26,43.06,-34.43,000510
223,2017-08-25,122.35,2017-10-13,124.52,139.89,6,13.58,1.77,000510
224,2014-03-28,117.75,2015-12-31,273.95,381.71,74,195.14,132.65,000511
225,2014-01-30,127.59,2014-05-09,118.19,143.46,14,16.19,-7.37,000513
226,2021-05-21,404.05,2021-08-20,334.9,436.3,13,8.43,-17.11,000513
227,2015-11-06,56.16,2016-03-11,42.79,60.74,17,23.15,-23.81,000514
228,2016-12-16,55.37,2017-05-12,41.58,73.63,21,28.12,-24.91,000514
229,2022-01-07,22.08,2022-01-28,19.92,21.08,3,0.0,-9.78,000514
230,2013-09-27,89.21,2015-10-09,341.85,765.2,106,727.78,283.2,000516
231,2015-12-11,399.68,2016-01-15,311.75,462.25,5,6.8,-22.0,000516
232,2019-03-08,299.92,2019-07-05,281.47,376.25,17,19.46,-6.15,000516
233,2020-07-31,333.07,2021-09-30,608.82,1111.41,61,233.15,82.79,000516
234,2012-04-27,26.35,2012-05-11,24.27,26.42,2,0.0,-7.89,000517
235,2014-08-29,22.92,2016-03-04,51.42,99.91,73,307.46,124.35,000517
236,2017-01-06,59.32,2017-03-03,63.44,67.33,8,17.46,6.95,000517
237,2017-08-11,61.61,2017-10-13,57.96,60.92,8,0.0,-5.92,000518
238,2016-07-22,107.85,2017-03-10,118.95,125.8,32,22.35,10.29,000519
239,2020-01-23,52.4,2020-02-07,47.83,47.83,1,0.0,-8.72,000519
240,2020-05-08,58.41,2021-03-19,63.01,89.41,45,35.29,7.88,000519
241,2013-10-25,15.98,2015-09-25,25.92,51.84,100,223.39,62.2,000521
242,2020-12-04,15.51,2021-07-23,15.18,27.89,33,34.93,-2.13,000521
243,2011-08-12,39.21,2011-10-21,32.27,39.42,9,1.49,-17.7,000523
244,2013-02-08,38.72,2014-06-27,44.12,60.74,71,34.47,13.95,000523
245,2014-09-12,54.7,2016-01-29,60.45,137.44,60,150.99,10.51,000523
246,2020-09-04,41.94,2020-09-18,41.45,41.45,2,1.72,-1.17,000523
247,2020-09-25,40.34,2020-09-30,29.67,29.67,1,0.0,-26.45,000523
248,2011-05-06,40.25,2011-06-10,31.52,38.49,5,0.0,-21.69,000524
249,2020-07-31,36.12,2021-01-15,25.2,46.58,24,10.98,-30.23,000524
250,2021-04-16,29.45,2021-05-14,26.41,28.86,4,3.63,-10.32,000524
251,2011-08-05,98.64,2011-12-02,83.81,102.58,16,0.0,-15.03,000525
252,2014-08-08,47.58,2014-11-21,53.51,53.51,14,12.89,12.46,000526
253,2018-02-14,102.23,2018-12-07,100.44,136.65,41,33.54,-1.75,000528
254,2019-04-12,115.65,2019-05-24,98.41,124.9,6,0.0,-14.91,000528
255,2012-05-25,31.57,2012-10-12,29.02,35.03,19,3.79,-8.08,000529
256,2016-07-01,56.02,2016-08-05,51.45,57.8,5,0.0,-8.16,000530
257,2021-03-26,32.73,2021-05-07,29.85,31.1,6,1.83,-8.8,000530
258,2020-05-15,77.5,2020-06-24,75.47,77.42,6,3.67,-2.62,000531
259,2021-12-31,93.94,2022-01-21,86.74,91.35,3,0.0,-7.66,000531
260,2013-11-15,8.64,2014-05-23,8.68,9.59,27,8.85,0.46,000533
261,2015-11-20,16.79,2016-08-26,23.21,23.21,38,38.98,38.24,000533
262,2021-04-16,7.51,2021-07-02,6.45,7.18,11,2.43,-14.11,000533
263,2021-09-17,7.55,2021-10-29,6.83,7.82,6,2.36,-9.54,000533
264,2014-09-19,61.06,2014-12-31,46.65,71.24,15,0.0,-23.6,000536
265,2012-12-28,36.21,2013-04-12,30.19,40.99,14,0.0,-16.63,000537
266,2013-08-07,42.12,2013-11-29,31.92,33.05,3,0.55,-24.22,000537
267,2014-04-25,31.44,2014-05-23,31.32,31.32,4,4.99,-0.38,000537
268,2014-08-29,32.81,2015-09-02,33.11,94.22,53,164.51,0.91,000537
269,2015-12-25,62.59,2016-01-29,35.26,64.26,5,0.0,-43.67,000537
270,2017-09-22,62.41,2018-07-06,48.45,94.76,40,27.76,-22.37,000537
271,2012-06-21,51.12,2012-09-28,47.08,53.37,14,1.6,-7.9,000539
272,2014-08-29,153.66,2016-02-05,380.52,891.8,67,462.58,147.64,000540
273,2019-04-04,443.97,2019-05-24,333.22,428.8,7,0.35,-24.95,000540
274,2021-08-27,113.11,2021-10-08,109.75,114.04,6,0.21,-2.97,000541
275,2013-10-18,12.82,2014-03-14,12.6,13.4,21,5.93,-1.72,000543
276,2014-08-08,12.88,2016-01-29,19.07,39.98,73,205.19,48.06,000543
277,2021-10-08,16.35,2021-11-19,14.65,16.42,6,12.62,-10.4,000543
278,2014-08-22,27.47,2015-10-23,42.06,70.78,43,162.34,53.11,000544
279,2015-11-06,48.0,2016-02-05,33.62,48.79,13,5.08,-29.96,000544
280,2013-08-16,23.51,2014-01-24,18.85,24.34,22,0.0,-19.82,000545
281,2014-08-15,21.62,2016-03-11,30.68,56.89,62,170.39,41.91,000545
282,2016-05-27,34.35,2016-06-08,36.24,36.24,2,0.0,5.5,000545
283,2015-11-27,29.11,2016-03-18,19.36,31.84,14,17.58,-33.49,000546
284,2017-08-04,29.65,2018-06-22,30.98,44.23,45,52.2,4.49,000546
285,2015-12-18,277.9,2016-01-15,188.85,265.99,4,0.0,-32.04,000547
286,2013-03-15,18.98,2013-04-19,17.31,19.37,5,0.0,-8.8,000548
287,2013-09-13,25.04,2014-03-07,19.5,31.71,25,22.01,-22.12,000548
288,2014-04-04,22.9,2014-06-06,19.8,22.64,9,0.0,-13.54,000548
289,2014-09-12,25.99,2014-11-28,27.11,27.11,11,3.95,4.31,000548
290,2015-12-31,51.48,2016-01-15,29.86,40.22,2,0.0,-42.0,000548
291,2016-12-02,24.1,2016-12-30,23.0,24.1,4,0.0,-4.56,000552
292,2017-08-25,23.64,2017-11-24,21.37,25.67,12,0.9,-9.6,000552
293,2016-11-25,64.78,2017-02-10,57.52,65.96,11,7.53,-11.21,000553
294,2018-05-11,65.39,2018-08-24,55.95,66.81,15,2.05,-14.44,000553
295,2015-12-04,71.73,2016-01-15,52.32,77.18,6,16.66,-27.06,000554
296,2016-12-16,68.42,2017-01-26,74.12,79.57,6,10.74,8.33,000554
297,2015-11-13,107.93,2016-03-11,77.59,141.81,16,42.22,-28.11,000555
298,2016-08-12,104.14,2016-09-14,86.5,101.31,5,0.0,-16.94,000555
299,2019-04-04,43.83,2019-06-06,33.67,42.29,9,5.46,-23.18,000555
300,2015-11-27,85.33,2016-01-22,58.76,84.57,8,0.0,-31.14,000557
301,2021-09-30,34.22,2021-10-29,30.28,36.25,4,0.0,-11.51,000557
302,2019-09-12,28.72,2019-11-22,23.42,26.78,10,0.56,-18.45,000558
303,2020-03-06,205.24,2020-03-27,182.75,192.14,3,0.0,-10.96,000559
304,2020-08-14,205.81,2020-09-04,195.56,200.69,3,0.0,-4.98,000559
305,2021-08-06,197.55,2022-01-28,203.82,246.81,25,18.45,3.17,000559
306,2014-10-10,15.97,2015-09-30,22.42,55.83,50,190.48,40.39,000560
307,2015-11-20,45.96,2016-02-26,27.32,43.18,13,6.8,-40.56,000560
308,2013-03-08,18.12,2013-04-19,16.7,19.51,6,12.71,-7.84,000561
309,2016-01-08,40.11,2016-01-15,27.72,27.72,1,0.0,-30.89,000561
310,2016-04-15,37.67,2016-05-20,28.77,34.09,5,0.0,-23.63,000561
311,2020-01-17,18.49,2020-02-07,15.46,17.22,2,0.0,-16.39,000561
312,2021-08-27,20.25,2021-09-17,20.8,22.19,3,0.0,2.72,000561
313,2013-09-18,86.54,2013-10-11,75.83,82.35,3,0.0,-12.38,000562
314,2012-04-13,52.93,2012-11-30,39.97,62.14,32,0.0,-24.49,000563
315,2013-02-08,61.04,2014-01-17,56.01,86.14,48,42.52,-8.24,000563
316,2015-12-31,121.44,2016-02-19,87.85,111.49,6,0.0,-27.66,000563
317,2019-03-08,101.72,2020-02-14,71.5,107.51,48,13.06,-29.71,000563
318,2013-10-18,28.81,2014-01-24,26.63,30.33,14,7.1,-7.57,000565
319,2016-11-18,132.82,2017-01-20,117.82,133.44,9,1.57,-11.29,000565
320,2011-08-19,51.07,2011-12-30,38.13,50.69,18,0.38,-25.34,000566
321,2014-02-21,46.44,2014-04-30,39.52,45.68,10,8.3,-14.9,000566
322,2013-09-27,21.69,2013-12-20,19.04,23.4,12,6.56,-12.22,000567
323,2020-03-27,36.49,2020-05-15,31.95,35.79,7,0.0,-12.44,000567
324,2021-07-23,45.18,2021-08-13,41.05,43.39,3,0.0,-9.14,000567
325,2012-05-04,907.15,2012-05-25,791.59,881.11,3,0.0,-12.74,000568
326,2016-06-03,626.77,2018-08-10,1123.09,1510.78,112,135.96,79.19,000568
327,2020-06-05,1985.93,2021-08-27,3473.6,6143.58,64,205.3,74.91,000568
328,2015-11-27,61.16,2016-07-22,69.8,78.93,33,25.25,14.13,000573
329,2015-11-20,135.72,2016-04-08,114.29,147.7,19,19.3,-15.79,000576
330,2013-09-18,76.34,2014-04-04,78.9,99.24,28,33.32,3.35,000581
331,2020-01-03,77.43,2020-05-29,77.09,81.4,20,4.45,-0.44,000581
332,2013-08-30,43.62,2014-02-21,37.05,45.5,25,11.25,-15.06,000582
333,2014-05-16,43.28,2014-06-06,40.13,42.37,3,6.46,-7.28,000582
