,id,low,middle,high
283,000756,0.5211956521739173,1.3333333333333246,2.7555846137081716
284,000757,0.5322924729558834,1.4501897316326082,3.224623035032231
285,000758,0.5685421058550736,1.5564663023679453,3.439651799687013
286,000759,0.48638254948934967,1.2938009150764418,2.661091111429613
287,000761,0.549653657145737,1.360544217687076,2.8636890570659803
288,000762,0.6422804156925955,1.7684887459807126,3.9446145876648995
289,000766,0.5910177863887908,1.5873015873015905,3.3977358490566107
290,000767,0.46526072511917466,1.1707317073170656,2.660164566006883
291,000768,0.5351170568561878,1.4084507042253533,3.2057911065149938
292,000776,0.40404040404039543,1.186537503519678,2.9220779220779174
293,000777,0.6009624081913219,1.5050167224080242,3.339837398373983
294,000778,0.45203870005414576,1.1242977528089926,2.3785269625677152
295,000779,0.5887630396726322,1.4838438658838113,3.235375336094768
296,000780,0.5376344086021551,1.372549019607849,2.8947368421052717
297,000782,0.5893109105681623,1.4477781770271925,3.0101059099361263
298,000783,0.489239598278334,1.3793103448275978,3.2657966441990527
299,000785,0.5464480874316823,1.4018691588784955,3.0100334448160484
300,000786,0.5930417065093656,1.5771033418254783,3.3663512013865518
301,000788,0.603787365016435,1.53964679388408,3.3735438064382697
302,000789,0.5819029455393165,1.5494399272189745,3.3124370432285346
303,000790,0.6287151841868794,1.6064257028112285,3.5666245813940876
304,000791,0.6459955506117944,1.6356205102799102,3.4552549094863507
305,000792,0.5376344086021551,1.3878751013787523,3.056027164685917
306,000793,0.5050505050504942,1.4074602325627477,3.217391304347819
307,000795,0.6407522825433289,1.6339869281045791,3.513315533648244
308,000796,0.600218579234976,1.545778834720559,3.251343530384458
309,000797,0.5966588528530236,1.4814814814814827,3.2851211798737987
310,000798,0.6055104754045758,1.5834119318521034,3.406974858069749
311,000799,0.6161538461538456,1.5267175572519165,3.4618524745686257
312,000800,0.5275190006074588,1.4876033057851217,3.3333333333333277
313,000801,0.5947988051309023,1.5590799813412803,3.6117929420953323
314,000802,0.6196886474509639,1.6302421964071097,3.6077699839939665
315,000803,0.5151994688208958,1.5996237064910601,3.600971974248611
316,000806,0.6152125279642027,1.6064257028112285,3.4379671150971527
317,000807,0.5892753963185499,1.5517241379310525,3.4135175514344027
318,000809,0.5643641535494955,1.4271127930991223,3.068250825082514
319,000810,0.5729129022578665,1.639344262295087,3.5464874636327686
320,000811,0.5925925925925931,1.5472546036605326,3.3240997229916927
321,000812,0.600000000000005,1.546391752577321,3.1055900621117902
322,000813,0.5629273580433,1.4830508474576332,3.3806290328029456
323,000815,0.5787038973423816,1.4960629921259945,3.221969452178052
324,000816,0.6451612903225669,1.4986376021798409,3.1133250311332508
325,000818,0.637213714595482,1.5860438205921628,3.4645374384381826
326,000819,0.4945601644184176,1.36878578410836,3.229118213490606
327,000820,0.6944444444444451,1.7738359201773852,3.7866575201509143
328,000821,0.6143011276581563,1.520467836257298,3.2202105803800647
329,000822,0.5867398178489525,1.4653292741220194,3.1360842844600536
330,000823,0.6475011106485372,1.6843038447181846,3.5293083853733327
331,000825,0.4918032786885287,1.2024652978600332,2.8189910979228414
332,000826,0.5307856623083893,1.4893617021276466,3.2917108255831926
333,000828,0.48828311812530595,1.2282510308759935,2.6946771600237027
334,000829,0.6850880626223109,1.736972704714625,3.909069548872179
335,000830,0.5441880778426733,1.3636363636363547,2.9474982381959083
