,dt,Open,Close,High,Low,Vol
0,2016-07-12,7.64,9.17,9.17,7.64,101006.0
1,2016-07-13,10.09,10.09,10.09,10.09,36172.0
2,2016-07-14,11.1,11.1,11.1,11.1,52170.0
3,2016-07-15,12.21,12.21,12.21,12.21,62039.0
4,2016-07-18,13.43,13.43,13.43,13.43,71179.0
5,2016-07-19,14.77,14.77,14.77,14.77,56126.0
6,2016-07-20,16.25,16.25,16.25,16.25,47125.0
7,2016-07-21,17.88,17.88,17.88,17.88,209196.0
8,2016-07-22,19.67,19.67,19.67,19.67,584887.0
9,2016-07-25,21.64,21.64,21.64,21.64,940171.0
10,2016-07-26,23.8,23.8,23.8,23.8,591739.0
11,2016-07-27,26.18,26.18,26.18,26.18,1678242.0
12,2016-07-28,28.8,28.8,28.8,28.8,1925107.0
13,2016-07-29,31.68,31.68,31.68,31.68,1897727.0
14,2016-08-01,34.85,34.85,34.85,34.85,3537275.0
15,2016-08-02,38.34,38.34,38.34,38.34,4429151.0
16,2016-08-03,42.17,42.17,42.17,42.17,4169263.0
17,2016-08-04,46.39,46.39,46.39,46.39,4720321.0
18,2016-08-05,51.03,51.03,51.03,51.03,13798563.0
19,2016-08-08,56.13,56.13,56.13,56.13,23396387.0
20,2016-08-09,55.98,58.91,60.88,52.03,1087393872.0
21,2016-08-10,57.0,57.91,61.0,56.17,1002148384.0
22,2016-08-11,55.95,55.62,58.0,55.3,635837952.0
23,2016-08-12,54.39,59.31,60.8,54.16,902011504.0
24,2016-08-15,58.89,60.52,61.59,58.85,827140016.0
25,2016-08-16,59.18,61.91,65.8,59.18,875460560.0
26,2016-08-17,60.9,62.66,62.98,60.08,659179120.0
27,2016-08-18,62.85,63.42,65.73,61.9,767403456.0
28,2016-08-19,63.0,59.01,63.0,58.71,593183952.0
29,2016-08-22,58.0,56.05,58.67,56.0,342488384.0
30,2016-08-23,56.0,56.65,57.2,55.8,249055839.0
31,2016-08-24,56.65,55.22,56.87,54.98,256271047.0
32,2016-08-25,54.5,56.13,56.4,52.59,367070096.0
33,2016-08-26,55.2,55.45,56.4,54.68,278669296.0
34,2016-08-29,54.55,53.07,55.3,52.9,170631278.0
35,2016-08-30,53.01,53.2,54.35,52.9,136404645.0
36,2016-08-31,53.01,55.22,56.0,52.71,299372448.0
37,2016-09-01,54.67,54.65,55.86,54.31,253764828.0
38,2016-09-02,53.3,52.96,54.02,52.81,180189842.0
39,2016-09-05,52.96,50.55,53.29,50.12,196273541.0
40,2016-09-06,50.55,51.32,51.85,49.68,154202521.0
41,2016-09-07,51.29,49.81,51.29,49.8,139634644.0
42,2016-09-08,49.9,49.05,50.13,48.9,127633071.0
43,2016-09-09,49.05,48.05,49.43,48.03,131188615.0
44,2016-09-12,46.2,47.2,47.95,45.78,126657872.0
45,2016-09-13,47.71,48.28,48.68,47.41,127812337.0
46,2016-09-14,47.8,47.85,48.31,47.16,77597791.0
47,2016-09-19,47.8,48.14,48.63,47.8,56737855.0
48,2016-09-20,48.25,47.2,48.25,47.01,77611865.0
49,2016-09-21,47.35,48.35,48.4,46.63,191308485.0
50,2016-09-22,48.99,47.49,49.45,47.29,200371737.0
51,2016-09-23,47.0,45.2,47.0,44.99,165313360.0
52,2016-09-26,44.59,42.18,44.59,42.13,123111406.0
53,2016-09-27,42.1,42.69,42.93,42.01,73954361.0
54,2016-09-28,42.46,42.65,43.05,42.21,68295039.0
55,2016-09-29,42.65,43.56,44.31,42.32,104527543.0
56,2016-09-30,43.2,43.86,44.26,43.0,73012291.0
57,2016-10-10,44.08,45.5,45.5,43.5,91978763.0
58,2016-10-11,45.35,45.39,45.88,44.82,75034738.0
59,2016-10-12,45.0,45.28,45.79,44.72,67545676.0
60,2016-10-13,45.38,44.85,45.46,44.8,55049197.0
61,2016-10-14,44.86,45.54,45.87,44.61,85723720.0
62,2016-10-17,45.58,46.69,46.69,45.0,212973858.0
63,2016-10-18,46.7,49.28,49.99,46.69,358700480.0
64,2016-10-19,48.51,48.22,48.99,47.55,227695758.0
65,2016-10-20,47.98,46.87,48.17,46.32,165697927.0
66,2016-10-21,46.5,47.11,47.25,46.1,108770113.0
67,2016-10-24,46.73,46.99,47.37,46.46,91738295.0
68,2016-10-25,47.23,47.95,48.37,46.93,141682676.0
69,2016-10-26,47.48,46.66,47.8,46.44,101064723.0
70,2016-10-27,46.74,50.06,50.51,46.61,352559264.0
71,2016-10-28,49.88,49.6,53.33,49.12,513200672.0
72,2016-10-31,49.0,49.49,51.5,48.0,283129680.0
73,2016-11-01,48.65,50.04,50.55,48.65,220342622.0
74,2016-11-02,50.01,51.98,52.77,49.2,364734704.0
75,2016-11-03,51.7,50.71,52.4,50.61,288600384.0
76,2016-11-04,50.01,51.77,52.0,50.0,182980052.0
77,2016-11-07,51.88,53.95,54.38,51.31,393284800.0
78,2016-11-08,53.47,53.13,53.88,52.11,333661520.0
79,2016-11-09,52.75,52.67,53.23,50.88,264285334.0
80,2016-11-10,53.02,54.0,54.78,52.49,371079312.0
81,2016-11-11,53.98,52.88,54.99,52.7,268782832.0
82,2016-11-14,52.18,53.05,53.99,51.51,207721900.0
83,2016-11-15,53.49,53.07,53.9,52.69,178683607.0
84,2016-11-16,53.1,51.16,53.16,51.0,148465039.0
85,2016-11-17,51.04,48.81,51.05,48.0,177244408.0
86,2016-11-18,49.18,49.64,50.48,49.18,111050729.0
87,2016-11-21,49.77,50.75,51.0,48.3,135799450.0
88,2016-11-22,51.28,52.15,52.5,50.81,186289565.0
89,2016-11-23,52.6,51.9,52.88,51.4,209293094.0
90,2016-11-24,51.55,52.8,53.5,51.55,317710144.0
91,2016-11-25,52.1,54.01,54.4,49.2,374560544.0
92,2016-11-28,54.06,56.02,58.12,54.06,529953856.0
93,2016-11-29,55.18,61.62,61.62,55.18,968675744.0
94,2016-11-30,60.48,56.98,61.9,55.48,882466560.0
95,2016-12-01,55.3,57.5,60.99,55.2,639647328.0
96,2016-12-02,55.9,58.84,60.6,55.21,556877312.0
97,2016-12-05,57.25,61.2,61.69,57.2,555843104.0
98,2016-12-06,60.8,57.54,60.8,57.16,520540576.0
99,2016-12-07,55.3,57.03,58.49,55.0,393631056.0
100,2016-12-08,56.82,53.76,57.03,52.5,300249952.0
101,2016-12-09,53.1,54.91,55.99,53.08,259811994.0
102,2016-12-12,55.01,52.08,56.34,51.6,189938154.0
103,2016-12-13,51.36,52.45,52.88,51.36,118035905.0
104,2016-12-14,53.0,57.7,57.7,52.5,412357296.0
105,2016-12-15,57.7,62.0,63.0,57.26,585819504.0
106,2016-12-16,62.0,62.01,64.0,59.21,525267952.0
107,2016-12-19,62.0,67.3,67.3,58.0,646049600.0
108,2016-12-20,67.52,74.03,74.03,64.3,692963648.0
109,2016-12-21,72.0,72.53,77.65,66.63,1431608064.0
110,2016-12-22,65.28,65.28,66.68,65.28,807583504.0
111,2016-12-23,62.17,58.75,62.53,58.75,426727536.0
112,2016-12-26,55.63,62.9,63.09,54.0,720728960.0
113,2016-12-27,60.0,56.9,61.5,56.61,664348592.0
114,2016-12-28,56.05,56.56,58.44,55.01,350132384.0
115,2016-12-29,56.5,54.81,56.9,54.2,345092848.0
116,2016-12-30,55.18,51.78,55.18,51.5,352076320.0
117,2017-01-03,51.77,53.17,53.45,51.62,237433537.0
118,2017-01-04,53.4,54.57,56.8,53.17,415866400.0
119,2017-01-05,54.03,51.9,54.03,51.8,292208880.0
120,2017-01-06,51.97,52.48,53.78,51.96,258893066.0
121,2017-01-09,52.01,49.06,52.17,48.0,244858403.0
122,2017-01-10,49.37,49.65,49.79,48.31,153333331.0
123,2017-01-11,49.54,45.72,49.54,45.51,208066504.0
124,2017-01-12,45.6,43.55,46.4,43.03,168749966.0
125,2017-01-13,43.64,43.9,44.64,42.12,172078604.0
126,2017-01-16,43.6,39.59,43.6,39.51,156811404.0
127,2017-01-17,39.17,41.0,41.5,38.38,156161870.0
128,2017-01-18,40.68,40.32,40.96,39.8,86201781.0
129,2017-01-19,40.53,41.91,44.0,40.04,182606664.0
130,2017-01-20,41.91,42.32,43.97,41.45,129964006.0
131,2017-01-23,43.0,43.32,43.55,42.55,106139659.0
132,2017-01-24,43.32,45.09,46.0,43.11,190492246.0
133,2017-01-25,44.7,45.03,45.87,43.67,123577433.0
134,2017-01-26,44.88,45.38,46.5,44.7,96862899.0
135,2017-04-26,40.84,40.84,40.84,40.84,13583384.0
136,2017-04-27,36.76,39.02,42.5,36.76,186682657.0
137,2017-04-28,37.61,38.34,40.42,37.61,101012873.0
138,2017-05-02,38.35,35.96,38.65,35.82,110914926.0
139,2017-05-03,36.63,37.1,37.37,36.12,82544178.0
140,2017-05-04,37.07,40.81,40.81,36.56,175263171.0
141,2017-05-05,41.22,43.12,44.8,41.22,252432842.0
142,2017-05-08,44.13,41.52,44.13,40.0,127979556.0
143,2017-05-09,41.7,42.98,44.28,41.6,146938408.0
144,2017-05-10,43.05,41.37,43.3,41.0,114415495.0
145,2017-05-11,40.31,40.27,41.17,38.21,107088856.0
146,2017-05-12,40.51,41.69,41.79,40.2,88678013.0
147,2017-05-15,41.85,40.85,42.68,40.7,62726107.0
148,2017-05-16,40.75,40.9,40.96,39.11,71627148.0
149,2017-05-17,41.0,40.72,42.25,40.54,72703575.0
150,2017-05-18,39.99,39.72,40.65,39.5,51399998.0
151,2017-05-19,40.1,39.64,40.67,39.6,36531842.0
152,2017-05-22,39.4,38.0,40.14,37.61,57535826.0
