,id,profit,profit_percent,bars,profit_percent_per_bar,stock_id,sell_reason
59,sz002435-60,-92.98,-1.62,5,-0.32,sz002435,
60,sz002435-61,-193.07,-3.5,1,-3.5,sz002435,
61,sz002435-62,179.49,3.18,9,0.35,sz002435,
62,sz002435-63,-447.94,-7.85,15,-0.52,sz002435,
63,sz002435-64,-12.4,-0.23,3,-0.08,sz002435,
64,sz002435-65,40.86,0.74,36,0.02,sz002435,
65,sz002435-66,253.64,4.63,18,0.26,sz002435,
66,sz002435-67,705.82,12.54,18,0.7,sz002435,
67,sz002435-68,100.5,1.67,13,0.13,sz002435,
68,sz002435-69,-625.77,-10.35,22,-0.47,sz002435,
69,sz002435-70,192.54,3.39,4,0.85,sz002435,
70,sz002435-71,-118.19,-2.04,3,-0.68,sz002435,
71,sz002435-72,2596.37,45.21,26,1.74,sz002435,
72,sz002435-73,-587.46,-8.23,2,-4.12,sz002435,
73,sz002435-74,342.37,5.0,7,0.71,sz002435,
74,sz002435-75,-38.55,-0.57,3,-0.19,sz002435,
75,sz002435-76,1341.25,19.31,24,0.8,sz002435,
76,sz002435-77,-874.92,-11.7,4,-2.92,sz002435,
77,sz002435-78,-124.37,-1.74,8,-0.22,sz002435,
78,sz002435-79,1139.26,16.11,50,0.32,sz002435,
79,sz002435-80,-41.26,-0.54,3,-0.18,sz002435,
80,sz002435-81,279.87,3.68,3,1.23,sz002435,
81,sz002435-82,492.02,6.42,10,0.64,sz002435,
82,sz002435-83,74.91,0.94,5,0.19,sz002435,
83,sz002435-84,510.89,6.34,3,2.11,sz002435,
84,sz002435-85,-227.24,-2.74,13,-0.21,sz002435,
85,sz002435-86,-505.97,-6.27,8,-0.78,sz002435,
86,sz002435-87,-639.33,-8.06,26,-0.31,sz002435,
87,sz002435-88,122.17,1.61,2,0.81,sz002435,
88,sz002435-89,138.86,1.8,22,0.08,sz002435,
89,sz002435-90,-3477.86,-44.66,3,-14.89,sz002435,
90,sz002435-91,14.73,0.25,2,0.12,sz002435,
91,sz002435-92,-396.9,-6.59,2,-3.29,sz002435,
92,sz002435-93,198.81,3.48,5,0.7,sz002435,
93,sz002435-94,64.97,1.09,12,0.09,sz002435,
94,sz002435-95,1151.58,19.37,7,2.77,sz002435,
95,sz002435-96,-218.22,-3.33,3,-1.11,sz002435,
96,sz002435-97,-582.85,-9.03,16,-0.56,sz002435,
97,sz002435-98,-178.25,-2.91,20,-0.15,sz002435,
98,sz002435-99,43.08,0.72,4,0.18,sz002435,
99,sz002435-100,-410.09,-6.76,14,-0.48,sz002435,
100,sz002435-101,399.69,6.78,17,0.4,sz002435,
101,sz002435-102,639.46,11.11,3,3.7,sz002435,
102,sz002435-103,-425.31,-6.73,2,-3.37,sz002435,
103,sz002435-104,257.77,4.19,13,0.32,sz002435,
104,sz002435-105,-61.15,-0.98,5,-0.2,sz002435,
105,sz002435-106,-28.1,-0.45,4,-0.11,sz002435,
106,sz002435-107,169.44,2.73,29,0.09,sz002435,
107,sz002435-108,-215.07,-3.45,3,-1.15,sz002435,
108,sz002435-109,-37.67,-0.6,4,-0.15,sz002435,
109,sz002435-110,286.89,4.71,3,1.57,sz002435,
110,sz002435-111,-242.3,-3.84,3,-1.28,sz002435,
111,sz002435-112,-387.22,-6.43,2,-3.21,sz002435,
112,sz002435-113,-464.31,-7.6,2,-3.8,sz002435,
113,sz002435-114,-86.63,-1.54,2,-0.77,sz002435,
114,sz002435-115,204.95,3.56,28,0.13,sz002435,
115,sz002435-116,2637.22,45.63,11,4.15,sz002435,
116,sz002353-117,-117.08,-2.35,2,-1.18,sz002353,
117,sz002353-118,-269.14,-5.43,2,-2.71,sz002353,
118,sz002353-119,-27.85,-0.59,3,-0.2,sz002353,
119,sz002353-120,270.59,5.65,4,1.41,sz002353,
120,sz002353-121,98.49,2.0,10,0.2,sz002353,
121,sz002353-122,0.0,0.0,2,0.0,sz002353,
122,sz002353-123,104.96,2.1,6,0.35,sz002353,
123,sz002353-124,146.58,2.91,7,0.42,sz002353,
124,sz002353-125,7.74,0.15,6,0.02,sz002353,
125,sz002353-126,-354.98,-6.95,11,-0.63,sz002353,
126,sz002353-127,-56.82,-1.14,2,-0.57,sz002353,
127,sz002353-128,-2509.93,-51.12,26,-1.97,sz002353,
128,sz002353-129,111.58,3.08,8,0.39,sz002353,
129,sz002353-130,234.37,6.33,12,0.53,sz002353,
130,sz002353-131,-71.23,-1.86,8,-0.23,sz002353,
131,sz002353-132,-315.26,-8.3,7,-1.19,sz002353,
132,sz002353-133,57.75,1.59,5,0.32,sz002353,
133,sz002353-134,59.71,1.62,22,0.07,sz002353,
134,sz002353-135,75.41,2.04,11,0.19,sz002353,
135,sz002353-136,254.61,6.83,23,0.3,sz002353,
136,sz002353-137,105.52,2.77,3,0.92,sz002353,
137,sz002353-138,129.69,3.37,15,0.22,sz002353,
138,sz002353-139,16.95,0.43,22,0.02,sz002353,
139,sz002353-140,-18.4,-0.46,2,-0.23,sz002353,
140,sz002353-141,-97.58,-2.46,2,-1.23,sz002353,
141,sz002353-142,971.09,24.79,13,1.91,sz002353,
142,sz002353-143,-170.0,-3.86,8,-0.48,sz002353,
143,sz002353-144,-31.44,-0.73,2,-0.36,sz002353,
144,sz002353-145,175.85,4.09,4,1.02,sz002353,
145,sz002353-146,-304.33,-6.97,2,-3.48,sz002353,
146,sz002353-147,-176.12,-4.14,4,-1.03,sz002353,
147,sz002353-148,309.88,7.47,6,1.24,sz002353,
148,sz002353-149,-106.94,-2.49,2,-1.25,sz002353,
149,sz002353-150,46.69,1.1,6,0.18,sz002353,
150,sz002353-151,-257.36,-6.02,3,-2.01,sz002353,
151,sz002353-152,-177.62,-4.3,2,-2.15,sz002353,
152,sz002353-153,102.48,2.54,8,0.32,sz002353,
153,sz002353-154,99.69,2.43,5,0.49,sz002353,
154,sz002353-155,79.6,1.82,3,0.61,sz002353,
155,sz002353-156,93.6,2.23,6,0.37,sz002353,
156,sz002353-157,-377.88,-8.92,7,-1.27,sz002353,
157,sz002353-158,374.91,9.33,13,0.72,sz002353,
158,sz002353-159,34.22,0.81,8,0.1,sz002353,
159,sz002353-160,64.78,1.52,4,0.38,sz002353,
160,sz002353-161,-88.96,-2.07,4,-0.52,sz002353,
161,sz002353-162,-95.7,-2.25,2,-1.12,sz002353,
162,sz002353-163,-477.16,-11.35,2,-5.67,sz002353,
163,sz002353-164,-661.17,-16.57,5,-3.31,sz002353,
164,sz002353-165,-213.52,-6.0,2,-3.0,sz002353,
165,sz002353-166,260.53,7.39,8,0.92,sz002353,
166,sz002353-167,-191.29,-5.29,3,-1.76,sz002353,
167,sz002353-168,-226.61,-6.44,7,-0.92,sz002353,
168,sz002353-169,236.73,6.83,20,0.34,sz002353,
169,sz002353-170,-199.38,-5.65,17,-0.33,sz002353,
170,sz002353-171,416.12,12.02,12,1.0,sz002353,
171,sz002353-172,-491.63,-13.4,19,-0.71,sz002353,
172,sz002353-173,306.1,9.0,13,0.69,sz002353,
173,sz002353-174,-576.07,-15.41,3,-5.14,sz002353,
174,sz002353-175,73.6,2.26,29,0.08,sz002353,
175,sz002353-176,-151.04,-4.58,16,-0.29,sz002353,
176,sz002353-177,59.37,1.84,2,0.92,sz002353,
177,sz002353-178,156.47,4.81,4,1.2,sz002353,
178,sz002353-179,18.09,0.53,7,0.08,sz002353,
179,sz002353-180,443.81,13.45,26,0.52,sz002353,
180,sz002353-181,-196.0,-5.39,7,-0.77,sz002353,
181,sz002353-182,517.33,14.51,10,1.45,sz002353,
182,sz002353-183,-118.31,-3.2,3,-1.07,sz002353,
183,sz002353-184,67.74,1.86,13,0.14,sz002353,
184,sz002353-185,-111.25,-2.98,2,-1.49,sz002353,
185,sz002353-186,-187.79,-5.12,5,-1.02,sz002353,
186,sz002353-187,16.64,0.47,2,0.23,sz002353,
187,sz002353-188,-488.09,-13.54,2,-6.77,sz002353,
188,sz002353-189,-71.45,-2.14,4,-0.54,sz002353,
189,sz002353-190,439.23,13.12,17,0.77,sz002353,
190,sz002353-191,52.97,1.53,7,0.22,sz002353,
191,sz002353-192,788.64,21.85,18,1.21,sz002353,
192,sz002353-193,733.77,18.19,19,0.96,sz002353,
193,sz002353-194,843.27,19.58,22,0.89,sz002353,
194,sz002353-195,-35.68,-0.75,5,-0.15,sz002353,
195,sz002353-196,604.73,12.7,11,1.15,sz002353,
196,sz002353-197,87.72,1.77,3,0.59,sz002353,
197,sz002353-198,-846.56,-16.8,3,-5.6,sz002353,
198,sz002353-199,-730.04,-15.79,2,-7.89,sz002353,
199,sz002353-200,-196.73,-4.6,6,-0.77,sz002353,
200,sz002353-201,-66.91,-1.6,4,-0.4,sz002353,
201,sz002353-202,70.17,1.7,4,0.42,sz002353,
202,sz002353-203,-195.34,-4.5,3,-1.5,sz002353,
203,sz002353-204,922.74,22.67,16,1.42,sz002353,
204,sz002353-205,713.89,15.1,6,2.52,sz002353,
205,sz002353-206,-304.41,-6.21,1,-6.21,sz002353,
206,sz002353-207,619.92,13.06,13,1.0,sz002353,
207,sz002353-208,-152.56,-3.02,4,-0.76,sz002353,
208,sz002353-209,238.15,4.71,4,1.18,sz002353,
209,sz002353-210,-587.16,-11.64,3,-3.88,sz002353,
210,sz002353-211,360.36,7.51,8,0.94,sz002353,
211,sz002353-212,555.88,11.37,31,0.37,sz002353,
212,sz002353-213,-245.09,-4.68,4,-1.17,sz002353,
213,sz002353-214,-415.96,-8.26,8,-1.03,sz002353,
214,sz000544-215,-325.39,-6.51,2,-3.25,sz000544,
215,sz000544-216,1179.27,24.4,4,6.1,sz000544,
216,sz000544-217,-236.6,-4.33,3,-1.44,sz000544,
217,sz000544-218,-720.76,-13.73,2,-6.87,sz000544,
218,sz000544-219,240.93,5.02,8,0.63,sz000544,
219,sz000544-220,-135.17,-2.67,2,-1.33,sz000544,
220,sz000544-221,-51.51,-1.04,9,-0.12,sz000544,
221,sz000544-222,-492.07,-9.92,5,-1.98,sz000544,
222,sz000544-223,491.41,10.39,14,0.74,sz000544,
223,sz000544-224,450.38,9.08,12,0.76,sz000544,
224,sz000544-225,45.04,0.87,3,0.29,sz000544,
225,sz000544-226,-297.79,-5.73,3,-1.91,sz000544,
226,sz000544-227,-60.51,-1.19,2,-0.59,sz000544,
227,sz000544-228,145.8,2.91,4,0.73,sz000544,
228,sz000544-229,-606.37,-11.64,4,-2.91,sz000544,
229,sz000544-230,471.23,9.79,3,3.26,sz000544,
230,sz000544-231,-197.47,-3.89,3,-1.3,sz000544,
231,sz000544-232,196.44,4.02,9,0.45,sz000544,
232,sz000544-233,86.25,1.73,5,0.35,sz000544,
233,sz000544-234,82.51,1.63,7,0.23,sz000544,
234,sz000544-235,0.0,0.0,11,0.0,sz000544,
235,sz000544-236,-414.18,-8.11,18,-0.45,sz000544,
236,sz000544-237,-398.86,-8.15,12,-0.68,sz000544,
237,sz000544-238,421.36,8.99,14,0.64,sz000544,
238,sz000544-239,1795.7,36.16,13,2.78,sz000544,
239,sz000544-240,-386.6,-6.65,2,-3.33,sz000544,
240,sz000544-241,-686.19,-12.31,4,-3.08,sz000544,
241,sz000544-242,43.36,0.82,3,0.27,sz000544,
242,sz000544-243,145.62,2.71,3,0.9,sz000544,
243,sz000544-244,126.62,2.35,14,0.17,sz000544,
244,sz000544-245,22.09,0.4,4,0.1,sz000544,
245,sz000544-246,97.45,1.76,12,0.15,sz000544,
246,sz000544-247,347.05,6.35,54,0.12,sz000544,
247,sz000544-248,173.58,3.05,10,0.3,sz000544,
248,sz000544-249,919.93,14.48,7,2.07,sz000544,
249,sz000544-250,123.13,1.98,6,0.33,sz000544,
250,sz000544-251,-172.41,-2.76,4,-0.69,sz000544,
251,sz000544-252,-894.5,-14.29,3,-4.76,sz000544,
252,sz000544-253,-135.82,-2.36,3,-0.79,sz000544,
253,sz000544-254,508.17,8.91,6,1.49,sz000544,
254,sz000544-255,319.68,5.24,5,1.05,sz000544,
255,sz000544-256,-97.89,-1.57,5,-0.31,sz000544,
256,sz000544-257,91.34,1.52,5,0.3,sz000544,
257,sz000544-258,97.65,1.61,9,0.18,sz000544,
258,sz000544-259,599.29,9.88,21,0.47,sz000544,
259,sz000544-260,91.88,1.42,6,0.24,sz000544,
260,sz000544-261,-93.15,-1.43,3,-0.48,sz000544,
261,sz000544-262,556.4,8.6,24,0.36,sz000544,
262,sz000544-263,-119.14,-1.78,9,-0.2,sz000544,
263,sz000544-264,807.43,12.04,17,0.71,sz000544,
264,sz000544-265,-364.48,-5.16,16,-0.32,sz000544,
265,sz000544-266,-14.04,-0.2,2,-0.1,sz000544,
266,sz000544-267,270.78,3.94,19,0.21,sz000544,
267,sz000544-268,-684.14,-9.74,6,-1.62,sz000544,
268,sz000544-269,-157.25,-2.35,19,-0.12,sz000544,
269,sz000544-270,233.38,3.53,4,0.88,sz000544,
270,sz000544-271,-322.42,-4.81,9,-0.53,sz000544,
271,sz000544-272,157.86,2.42,7,0.35,sz000544,
272,sz000544-273,221.24,3.37,3,1.12,sz000544,
273,sz000544-274,-269.91,-3.98,5,-0.8,sz000544,
274,sz000544-275,-426.63,-6.5,5,-1.3,sz000544,
275,sz000544-276,172.29,2.72,12,0.23,sz000544,
276,sz000544-277,-260.42,-4.03,16,-0.25,sz000544,
277,sz000544-278,805.1,12.69,9,1.41,sz000544,
278,sz000544-279,-237.12,-3.56,4,-0.89,sz000544,
279,sz000544-280,-139.15,-2.07,2,-1.03,sz000544,
280,sz000544-281,-48.17,-0.73,4,-0.18,sz000544,
281,sz000544-282,-514.84,-7.88,11,-0.72,sz000544,
282,sz000544-283,-139.96,-2.18,4,-0.55,sz000544,
283,sz000544-284,-37.35,-0.6,3,-0.2,sz000544,
284,sz000544-285,419.13,6.75,3,2.25,sz000544,
285,sz000544-286,347.3,5.39,15,0.36,sz000544,
286,sz000544-287,-149.84,-2.26,3,-0.75,sz000544,
287,sz000544-288,328.89,5.05,10,0.51,sz000544,
288,sz000544-289,-173.67,-2.62,3,-0.87,sz000544,
289,sz000544-290,923.77,14.01,18,0.78,sz000544,
290,sz000544-291,-595.08,-8.48,3,-2.83,sz000544,
291,sz000544-292,123.24,1.83,8,0.23,sz000544,
292,sz000544-293,54.84,0.8,3,0.27,sz000544,
293,sz000544-294,-105.7,-1.54,5,-0.31,sz000544,
294,sz000544-295,144.83,2.14,3,0.71,sz000544,
295,sz000544-296,-98.68,-1.44,2,-0.72,sz000544,
296,sz000544-297,-735.36,-10.8,16,-0.68,sz000544,
297,sz000544-298,-281.76,-4.39,10,-0.44,sz000544,
298,sz000544-299,-323.36,-5.21,5,-1.04,sz000544,
299,sz000544-300,399.93,6.47,11,0.59,sz000544,
300,sz000544-301,-683.35,-10.73,9,-1.19,sz000544,
301,sz000544-302,308.05,5.14,41,0.13,sz000544,
302,sz000544-303,-351.5,-5.69,6,-0.95,sz000544,
303,sz000544-304,-313.5,-5.26,15,-0.35,sz000544,
304,sh603663-305,43.03,0.87,6,0.14,sh603663,
305,sh603663-306,-74.39,-1.46,2,-0.73,sh603663,
306,sh603663-307,-324.6,-6.27,3,-2.09,sh603663,
307,sh603663-308,1220.54,24.89,7,3.56,sh603663,
308,sh603663-309,17.08,0.32,2,0.16,sh603663,
309,sh603663-310,-930.04,-16.09,3,-5.36,sh603663,
310,sh603663-311,-35.84,-0.73,2,-0.36,sh603663,
311,sh603663-312,410.43,8.34,8,1.04,sh603663,
312,sh603663-313,-440.66,-8.79,15,-0.59,sh603663,
313,sh603663-314,-304.75,-6.37,3,-2.12,sh603663,
314,sh603663-315,-53.37,-1.13,7,-0.16,sh603663,
315,sh603663-316,63.74,1.36,8,0.17,sh603663,
316,sh603663-317,309.69,6.77,4,1.69,sh603663,
317,sh603663-318,-401.46,-7.69,14,-0.55,sh603663,
318,sh603663-319,-621.01,-13.26,4,-3.31,sh603663,
319,sh603663-320,-261.74,-5.77,6,-0.96,sh603663,
320,sh603663-321,275.0,6.38,26,0.25,sh603663,
321,sh603663-322,-171.17,-3.84,2,-1.92,sh603663,
322,sh603663-323,-161.49,-3.66,2,-1.83,sh603663,
323,sh603663-324,156.87,3.74,25,0.15,sh603663,
324,sh603663-325,-186.44,-4.28,2,-2.14,sh603663,
325,sh603663-326,-191.67,-4.63,2,-2.31,sh603663,
326,sh603663-327,-56.6,-1.35,2,-0.68,sh603663,
327,sh603663-328,-317.43,-7.65,9,-0.85,sh603663,
328,sh603663-329,294.84,7.4,20,0.37,sh603663,
329,sh603663-330,484.59,11.73,9,1.3,sh603663,
330,sh603663-331,-282.66,-6.45,3,-2.15,sh603663,
331,sh603663-332,-102.3,-2.42,2,-1.21,sh603663,
332,sh603663-333,0.0,0.0,2,0.0,sh603663,
333,sh603663-334,91.7,2.18,2,1.09,sh603663,
334,sh603663-335,254.63,5.87,20,0.29,sh603663,
335,sh603663-336,-132.14,-2.95,3,-0.98,sh603663,
336,sh603663-337,-206.85,-4.83,3,-1.61,sh603663,
337,sh603663-338,-12.56,-0.3,9,-0.03,sh603663,
338,sh603663-339,-96.38,-2.31,3,-0.77,sh603663,
339,sh603663-340,-226.54,-5.38,6,-0.9,sh603663,
340,sh603663-341,76.17,1.9,30,0.06,sh603663,
341,sh603663-342,402.47,9.76,9,1.08,sh603663,
342,sh603663-343,-375.67,-8.78,2,-4.39,sh603663,
343,sh603663-344,219.72,5.42,3,1.81,sh603663,
344,sh603663-345,-133.69,-3.2,6,-0.53,sh603663,
345,sh603663-346,38.29,0.93,10,0.09,sh603663,
346,sh603663-347,-251.41,-6.11,3,-2.04,sh603663,
347,sh603663-348,88.64,2.18,4,0.55,sh603663,
348,sz000550-349,200.69,4.06,3,1.35,sz000550,
349,sz000550-350,19.25,0.38,2,0.19,sz000550,
350,sz000550-351,-162.29,-3.12,20,-0.16,sz000550,
351,sz000550-352,-41.83,-0.83,3,-0.28,sz000550,
352,sz000550-353,-286.91,-5.73,4,-1.43,sz000550,
353,sz000550-354,172.87,3.55,4,0.89,sz000550,
354,sz000550-355,515.41,10.39,13,0.8,sz000550,
355,sz000550-356,-255.48,-4.91,3,-1.64,sz000550,
356,sz000550-357,564.54,11.12,4,2.78,sz000550,
357,sz000550-358,78.18,1.47,9,0.16,sz000550,
358,sz000550-359,324.05,6.02,12,0.5,sz000550,
359,sz000550-360,26.11,0.47,4,0.12,sz000550,
360,sz000550-361,254.83,4.58,6,0.76,sz000550,
361,sz000550-362,-99.17,-1.74,3,-0.58,sz000550,
362,sz000550-363,-252.96,-4.32,4,-1.08,sz000550,
363,sz000550-364,-115.61,-2.08,8,-0.26,sz000550,
364,sz000550-365,35.24,0.64,15,0.04,sz000550,
365,sz000550-366,664.26,12.05,25,0.48,sz000550,
366,sz000550-367,206.76,3.55,17,0.21,sz000550,
367,sz000550-368,-305.64,-5.17,18,-0.29,sz000550,
368,sz000550-369,-545.87,-9.54,8,-1.19,sz000550,
369,sz000550-370,-145.74,-2.64,2,-1.32,sz000550,
370,sz000550-371,-292.88,-5.45,4,-1.36,sz000550,
371,sz000550-372,792.73,14.98,11,1.36,sz000550,
372,sz000550-373,-193.58,-3.44,10,-0.34,sz000550,
373,sz000550-374,-33.66,-0.6,3,-0.2,sz000550,
374,sz000550-375,-14.65,-0.26,2,-0.13,sz000550,
375,sz000550-376,-139.11,-2.5,2,-1.25,sz000550,
376,sz000550-377,57.07,1.04,2,0.52,sz000550,
377,sz000550-378,-349.37,-6.37,19,-0.34,sz000550,
378,sz000550-379,231.97,4.34,18,0.24,sz000550,
379,sz000550-380,23.28,0.43,5,0.09,sz000550,
380,sz000550-381,825.83,15.11,36,0.42,sz000550,
381,sz000550-382,110.67,1.89,8,0.24,sz000550,
382,sz000550-383,882.94,14.99,6,2.5,sz000550,
383,sz000550-384,-238.53,-3.74,3,-1.25,sz000550,
384,sz000550-385,-84.79,-1.36,17,-0.08,sz000550,
385,sz000550-386,-115.04,-1.85,2,-0.93,sz000550,
386,sz000550-387,871.02,14.17,8,1.77,sz000550,
387,sz000550-388,-14.98,-0.23,2,-0.12,sz000550,
388,sz000550-389,-85.24,-1.29,15,-0.09,sz000550,
389,sz000550-390,-113.57,-1.73,3,-0.58,sz000550,
390,sz000550-391,120.89,1.88,2,0.94,sz000550,
391,sz000550-392,-337.37,-5.17,8,-0.65,sz000550,
392,sz000550-393,-132.61,-2.08,3,-0.69,sz000550,
393,sz000550-394,418.45,6.64,4,1.66,sz000550,
394,sz000550-395,-124.89,-1.93,5,-0.39,sz000550,
395,sz000550-396,147.38,2.28,3,0.76,sz000550,
396,sz000550-397,-147.4,-2.26,2,-1.13,sz000550,
397,sz000550-398,-267.91,-4.14,3,-1.38,sz000550,
398,sz000550-399,163.57,2.58,3,0.86,sz000550,
399,sz000550-400,157.52,2.5,5,0.5,sz000550,
400,sz000550-401,-189.16,-2.94,2,-1.47,sz000550,
401,sz000550-402,351.92,5.63,6,0.94,sz000550,
402,sz000550-403,-214.05,-3.26,5,-0.65,sz000550,
403,sz000550-404,-1051.49,-16.31,8,-2.04,sz000550,
404,sz000550-405,-724.94,-12.06,3,-4.02,sz000550,
405,sz000550-406,-154.79,-2.68,2,-1.34,sz000550,
406,sz000550-407,159.35,2.92,36,0.08,sz000550,
407,sz000550-408,175.24,3.16,2,1.58,sz000550,
408,sz000550-409,324.6,5.73,6,0.96,sz000550,
409,sz000550-410,-19.22,-0.33,21,-0.02,sz000550,
410,sz000550-411,-35.43,-0.61,16,-0.04,sz000550,
411,sz000550-412,-392.8,-6.85,4,-1.71,sz000550,
412,sz000550-413,243.91,4.35,8,0.54,sz000550,
413,sz000550-414,151.4,2.65,14,0.19,sz000550,
414,sz000550-415,371.89,6.45,15,0.43,sz000550,
415,sz000550-416,799.36,13.43,21,0.64,sz000550,
416,sz000550-417,-1150.17,-18.05,21,-0.86,sz000550,
417,sz000550-418,-461.1,-7.93,13,-0.61,sz000550,
418,sz000550-419,-321.53,-5.76,6,-0.96,sz000550,
419,sz000550-420,355.55,6.57,25,0.26,sz000550,
420,sz000550-421,500.03,9.03,17,0.53,sz000550,
421,sz000550-422,133.63,2.29,9,0.25,sz000550,
422,sz000550-423,1258.98,21.31,14,1.52,sz000550,
423,sz000550-424,-101.5,-1.59,2,-0.8,sz000550,
424,sz000550-425,1338.42,20.69,10,2.07,sz000550,
425,sz000550-426,77.69,1.09,3,0.36,sz000550,
426,sz000550-427,-820.21,-11.42,2,-5.71,sz000550,
427,sz000550-428,170.77,2.51,12,0.21,sz000550,
428,sz000550-429,-333.66,-4.78,7,-0.68,sz000550,
429,sz000550-430,416.17,6.22,5,1.24,sz000550,
430,sz000550-431,-631.6,-9.36,3,-3.12,sz000550,
431,sz000550-432,-69.56,-1.06,2,-0.53,sz000550,
432,sz000550-433,-307.96,-4.62,3,-1.54,sz000550,
433,sz000550-434,725.46,11.15,4,2.79,sz000550,
434,sz000550-435,-103.65,-1.52,3,-0.51,sz000550,
435,sz000550-436,237.18,3.5,12,0.29,sz000550,
436,sz000550-437,-365.82,-5.14,4,-1.28,sz000550,
437,sz000550-438,-294.01,-4.55,3,-1.52,sz000550,
438,sz000550-439,-410.06,-6.49,2,-3.25,sz000550,
439,sz000550-440,469.54,7.62,5,1.52,sz000550,
440,sz000550-441,46.8,0.71,18,0.04,sz000550,
441,sz000550-442,-1361.02,-20.01,4,-5.0,sz000550,
442,sz000550-443,-99.44,-1.61,3,-0.54,sz000550,
443,sz000550-444,105.52,1.81,3,0.6,sz000550,
444,sz000550-445,-131.14,-2.2,2,-1.1,sz000550,
445,sz000550-446,-23.83,-0.41,3,-0.14,sz000550,
446,sz001896-447,-320.51,-6.43,3,-2.14,sz001896,
447,sz001896-448,199.06,4.17,10,0.42,sz001896,
448,sz001896-449,-103.69,-2.12,2,-1.06,sz001896,
449,sz001896-450,-35.1,-0.73,30,-0.02,sz001896,
450,sz001896-451,69.32,1.43,9,0.16,sz001896,
451,sz001896-452,-33.59,-0.69,2,-0.34,sz001896,
452,sz001896-453,-28.98,-0.59,7,-0.08,sz001896,
453,sz001896-454,119.99,2.49,5,0.5,sz001896,
454,sz001896-455,0.0,0.0,2,0.0,sz001896,
